round_id,part,serial_order,run_id,instance_id,instance_sha256,diagnostic_role,V,M,Q,arm,presolve_policy,gurobi_presolve_value,process_cap_seconds,shutdown_margin_seconds,watchdog_seconds,one_thread,gurobi_seed,relative_gap,absolute_gap
40,0,1,presolve__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__off__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,short_round39_p_grb_regression,10,1,30,P-GRB,off,0,900.0,20,990.0,True,0,0.0,0.0
40,0,2,presolve__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__off__c6_hga_full_k4,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,short_round39_p_grb_regression,10,1,30,C6-HGA-FULL-K4,off,0,900.0,20,990.0,True,0,0.0,0.0
40,0,3,presolve__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__auto__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,short_round39_p_grb_regression,10,1,30,P-GRB,auto,-1,900.0,20,990.0,True,0,0.0,0.0
40,0,4,presolve__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__auto__c6_hga_full_k4,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,short_round39_p_grb_regression,10,1,30,C6-HGA-FULL-K4,auto,-1,900.0,20,990.0,True,0,0.0,0.0
40,0,5,presolve__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__off__p_grb,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,round39_c6_positive_control,10,3,20,P-GRB,off,0,900.0,20,990.0,True,0,0.0,0.0
40,0,6,presolve__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__off__c6_hga_full_k4,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,round39_c6_positive_control,10,3,20,C6-HGA-FULL-K4,off,0,900.0,20,990.0,True,0,0.0,0.0
40,0,7,presolve__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__auto__p_grb,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,round39_c6_positive_control,10,3,20,P-GRB,auto,-1,900.0,20,990.0,True,0,0.0,0.0
40,0,8,presolve__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__auto__c6_hga_full_k4,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,round39_c6_positive_control,10,3,20,C6-HGA-FULL-K4,auto,-1,900.0,20,990.0,True,0,0.0,0.0
