round_id,part,serial_order,run_id,instance_id,instance_sha256,diagnostic_role,smoke_subset,difficulty_stratum,V,M,Q,arm,coarse_start_policy,gurobi_presolve,process_cap_seconds,shutdown_margin_seconds,watchdog_seconds,one_thread,gurobi_seed,relative_gap,absolute_gap,selection_basis,mechanism_uses_historical_outcome,return_code,watchdog_timeout,total_process_seconds,hga_startup_seconds,exact_phase_seconds,objective,valid_lower_bound,verified_upper_bound,solver_work,solver_nodes,strict_certificate,certificate_class,original_problem_verifier_passed,gurobi_presolve_effective,status,backend_parameter_roundtrip_valid,initial_interval_count,initial_interval_widths,initial_lp_bounds,all_lp_widths,initial_model_sha256,native_target_sequence,split_lookahead_sequence,terminal_mip_sequence,closure_sequence,lp_optimize_count,partial_mip_optimize_count,terminal_mip_optimize_count,independent_integer_proof_jobs,lp_work,partial_mip_work,terminal_mip_work,split_count,requeue_count,final_leaf_count,reported_coarse_start_policy,exactness_passed
40,1,1,k1__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__p_grb,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,round39_easy_p_grb_win,False,small-easy,10,1,30,P-GRB,not_applicable,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,0.0505268,0.0,0.0505268,0,0.0,0.0,0.02713133726856121,1.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,0,,,,,,,,,0,0,1,1,0.0,0.0,0.02713133726856121,0,0,0,not_applicable,True
40,1,2,k1__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_hga_full_k4,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,round39_easy_p_grb_win,False,small-easy,10,1,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,2.4657144,2.4475955,0.01261100000000015,0,0.0,0.0,0.0,0.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,4,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,4,off,True
40,1,3,k1__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_k1_single,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,round39_easy_p_grb_win,False,small-easy,10,1,30,C6-K1-SINGLE,k1-single,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,2.4420041,2.420559,0.01555350000000022,0,0.0,0.0,0.0,0.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,1,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,1,k1-single,True
40,1,4,k1__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_k1_adaptive,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,round39_easy_p_grb_win,False,small-easy,10,1,30,C6-K1-ADAPTIVE,k1-adaptive,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,2.4375562,2.4177965,0.014848199999999867,0,0.0,0.0,0.0,0.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,1,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,1,k1-adaptive,True
40,1,5,k1__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,round39_easy_p_grb_win_largest_easy,True,small-easy,12,3,30,P-GRB,not_applicable,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,1.6591912,0.0,1.6591912,0.021337006039780566,0.02133700603978057,0.021337006039780566,2.080721906744143,1086.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,0,,,,,,,,,0,0,1,1,0.0,0.0,2.080721906744143,0,0,0,not_applicable,True
40,1,6,k1__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_full_k4,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,round39_easy_p_grb_win_largest_easy,True,small-easy,12,3,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,30.1220781,5.08594,25.0300728,0.021337006039780566,0.021337006039780566,0.021337006039780566,47.3035471806965,146.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,4,,L0|0|0.0053342515099451416|0.014301735848744952|OPTIMAL|0.34154270180486801;L1|0.0053342515099451416|0.010668503019890283|0.014748167326727513|OPTIMAL|0.33962445630910215;L2|0.010668503019890283|0.016002754529835427|0.017964388963836342|OPTIMAL|0.37507406495210116;L3|0.016002754529835427|0.021337006039780566|0|INFEASIBLE|0.3024079826083223,0.0053342515099451416|0.0053342515099451416|0.0053342515099451433|0.0053342515099451399|0.0026671257549725717|0.0026671257549725699|0.0026671257549725717|0.0026671257549725717|0.001333562877486285|0.0013335628774862867|0.0013335628774862867|0.001333562877486285,L0|cde9bb058bcbe0ac5a03ae67214b3244dc109a8ac8052d0ddb31f69ca1ecaeff;L1|1aa3fd2f564435e8fcee15f99665fbeb671b089eff0e95e13c9c60406d83d716;L2|7cb52a37f11a79df5472d408887f157c652ab5f7b5fdff0d2a98556b8f11feea;L3|a319d48e0077a8c11d01ef1eea53ec76c569af0c617830bab4a7e0fcef9111b1,1|L0|next_leaf|0.014301735848744952|0.014748167326727513|exact_closure|0.87130753002405259|0;1|L1|next_leaf|0.014748167326727513|0.016002754529835427|target_reached_requeue|1.4787147708651955|1;1|L2.0|next_leaf|0.01813822142257706|0.019742506234664389|target_reached_requeue|14.805705569119009|6;1|L2.1|next_leaf|0.019742506234664389|0.019975420689906327|target_reached_requeue|3.4734471896193475|1,L1|0|current_child_gain_not_strict|0.015601403508861182|0|;L2|1|current_normalized_child_gain_reaches_rho|0.01813822142257706|0.051542305226587364|;L2.0|0|current_child_gain_not_strict|0.018223801372270691|0|;L2.1|0|current_child_gain_not_strict|0.019830298923047333|0|,L1|INFEASIBLE|3.562999963760376|6.7957946026115179|9|1aa3fd2f564435e8fcee15f99665fbeb671b089eff0e95e13c9c60406d83d716;L2.0|INFEASIBLE|0.16400003433227539|0.41813272787389477|11|66e968664a9c610ac1eee138e15d21e3946c68540027bab221a049e2d99daeea;L2.1|OPTIMAL|6.9119999408721924|15.427329860540285|118|0b38e87d417587864b715a543ecc5a65a66f6ba31acbcffbcc0f76247641c702,,12,4,3,7,4.0331149300431965,20.629175059627602,22.641257191025698,1,3,5,off,True
40,1,7,k1__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_k1_single,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,round39_easy_p_grb_win_largest_easy,True,small-easy,12,3,30,C6-K1-SINGLE,k1-single,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,17.3853921,5.0015075,12.3775521,0.021337006039780566,0.021337006039780566,0.021337006039780566,26.92093860322223,43.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,1,,L0|0|0.021337006039780566|0.010498080262726556|OPTIMAL|0.33780202482101412,0.021337006039780566,L0|2fcc99b0974c2e3237ba9bbd3aca1f4d74f00aefedc1671adf61485916523c2b,,L0|false|structurally_terminal|||,L0|OPTIMAL|11.960000038146973|26.583136578401216|43|2fcc99b0974c2e3237ba9bbd3aca1f4d74f00aefedc1671adf61485916523c2b,,1,0,1,1,0.3378020248210141,0.0,26.583136578401216,0,0,1,k1-single,True
40,1,8,k1__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_k1_adaptive,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,round39_easy_p_grb_win_largest_easy,True,small-easy,12,3,30,C6-K1-ADAPTIVE,k1-adaptive,-1,10800.0,20,10980.0,True,0,0.0,0.0,predeclared_round39_diagnostic_roles,False,0,False,22.0393739,4.883459,17.1492457,0.021337006039780566,0.021337006039780566,0.021337006039780566,31.69166292110626,88.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,1,,L0|0|0.021337006039780566|0.010498080262726556|OPTIMAL|0.33780202482101412,0.021337006039780566|0.010668503019890283|0.010668503019890283|0.0053342515099451416|0.0053342515099451416|0.0053342515099451433|0.0053342515099451399|0.0026671257549725717|0.0026671257549725717,L0|2fcc99b0974c2e3237ba9bbd3aca1f4d74f00aefedc1671adf61485916523c2b,1|L0.0|next_leaf|0.011299500847048415|0.017737500030665189|target_reached_requeue|2.4698029865741731|1;1|L0.1|next_leaf|0.017737500030665189|0.018037488893895413|target_reached_requeue|1.5357955481260512|1,L0|1|current_normalized_child_gain_reaches_rho|0.011299500847048415|0.073939115444305842|;L0.0|0|current_child_gain_not_strict|0.014301735848744952|0|;L0.1|1|current_complete_child_infeasibility|0.017964388963836342||;L0.1.0|0|current_child_gain_not_strict|0.01813822142257706|0|,L0.0|INFEASIBLE|3.1549999713897705|6.4645474206026643|9|b15703f0a5c497d964a58800f29622511e2da308fa3994f01d503babb7b27971;L0.1.0|OPTIMAL|8.4120001792907715|18.066574227323024|77|7cb52a37f11a79df5472d408887f157c652ab5f7b5fdff0d2a98556b8f11feea,,9,2,2,4,3.1549427384803463,4.0055985347002245,24.531121647925687,2,2,3,k1-adaptive,True
40,1,9,k1__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__p_grb,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,major_round39_medium_regression,False,small-medium,12,3,30,P-GRB,not_applicable,-1,10800.0,20,10980.0,True,0,7.709616552462928e-16,0.0,predeclared_round39_diagnostic_roles,False,0,False,934.6871832,0.0,934.6871832,0.04500155005562836,0.04500155005562832,0.04500155005562836,1607.9153648352515,145209.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,0,,,,,,,,,0,0,1,1,0.0,0.0,1607.9153648352515,0,0,0,not_applicable,True
40,1,10,k1__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_hga_full_k4,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,major_round39_medium_regression,False,small-medium,12,3,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,1.3877309794433272e-14,0.0,predeclared_round39_diagnostic_roles,False,0,False,1911.4661885,2.167574,1909.2934072,0.04500155005562836,0.04500155005562773,0.04500155005562836,4373.077783569157,33322.0,True,engineering_exact_original_problem_optimal,True,-1,optimal,True,4,,L0|0|0.012367170653604861|0.028210692227058676|OPTIMAL|0.34282813574306203;L1|0.012367170653604861|0.024734341307209723|0.032852225758396171|OPTIMAL|0.35570539746263696;L2|0.024734341307209723|0.037101511960814584|0.037802754977028653|OPTIMAL|0.35142806136133503;L3|0.037101511960814584|0.049468682614419446|0.046945261960814583|OPTIMAL|0.39004241811584583,0.012367170653604861|0.012367170653604861|0.012367170653604861|0.0061835853268024307|0.0061835853268024307|0.0061835853268024307|0.0061835853268024307|0.012367170653604861|0.0061835853268024307|0.0061835853268024307|0.0030917926634012154|0.0030917926634012154|0.0030917926634012119|0.0030917926634012188,L0|9628d84ff2571fa2f61b90da9a03bf73263b0e9b1e00af8ef45f937076199229;L1|26a6debac7a61f58d7e3df62b25d82dd74b7aef107dceda6fa0bdcd14e5f74d6;L2|a72c109c73da54b3c8aeb600056bbbf0e638ff24e9bccec0a00417527622a8f3;L3|5dce3a83ca79a6d94b16a3288b71ebbaccf9d67f577d9157df5ff8aed83ff2d7,1|L0|next_leaf|0.028210692227058676|0.032852225758396171|target_reached_requeue|1.8940341770778961|1;1|L1|next_leaf|0.032852225758396171|0.032862773128212029|target_reached_requeue|1.7123860029054827|1;1|L2.0|next_leaf|0.039154805079827541|0.041957188086599047|target_reached_requeue|50.899135783303045|1287;1|L2.1|next_leaf|0.041957188086599047|0.041978974536311407|target_reached_requeue|1.3879431994968456|1,L0|0|current_child_gain_not_strict|0.02993232489654531|0|;L1|0|current_child_gain_not_strict|0.034528448501144372|0|;L2|1|current_normalized_child_gain_reaches_rho|0.039154805079827541|0.18781616757201625|;L2.0|0|current_child_gain_not_strict|0.039983404280085677|0|;L2.1|0|current_child_gain_not_strict|0.042296546395181697|0|,L0|INFEASIBLE|8.9760000705718994|18.003537296746337|184|9628d84ff2571fa2f61b90da9a03bf73263b0e9b1e00af8ef45f937076199229;L1|OPTIMAL|510.38299989700317|1189.8050043941787|13633|26a6debac7a61f58d7e3df62b25d82dd74b7aef107dceda6fa0bdcd14e5f74d6;L2.0|OPTIMAL|152.5530002117157|343.44171822470872|5759|d8aae9303502dd3f9e50caf909a3f2344b1699dc40f5a076ef4ca9d9994f1558;L2.1|INFEASIBLE|1206.2200000286102|2760.8319095312968|12456|c25e34a36deb7ee7e46e32e7eea08c36cebf7281d6d0f43333d1a2ae336c4b86,lp_bound_prune|L3|0.037101511960814584|0.049468682614419446|complete_lp_bound_ge_verified_cutoff_minus_tolerance,14,4,4,8,5.102114959443336,55.89349916278327,4312.0821694469305,1,4,5,off,True
