instance_id,arm,off_seconds,auto_seconds,auto_over_off_time_ratio,off_work,auto_work,off_nodes,auto_nodes,same_objective,both_exact
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,P-GRB,0.6332948,0.6252793,0.987343177300682,0.7318733336672036,0.7273008006012202,665,766,True,True
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-HGA-FULL-K4,1.9255827,1.7439237,0.9056602450780223,1.3520783689095999,1.1499275494877275,15,2,True,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,P-GRB,93.8967868,63.2076151,0.6731605761401838,135.95632558318601,100.19984835374473,28136,19212,True,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,C6-HGA-FULL-K4,15.5503824,9.3873346,0.6036722672491964,24.019012238202166,10.503884558425527,1137,485,True,True
