round_id,part,serial_order,run_id,instance_id,instance_sha256,smoke_subset,difficulty_stratum,V,M,Q,arm,ub_geometry_policy,gurobi_presolve,process_cap_seconds,shutdown_margin_seconds,watchdog_seconds,one_thread,gurobi_seed,relative_gap,absolute_gap,selection_basis,mechanism_uses_historical_outcome
40,2,1,ub_geometry__round39_small_easy_V8_M1_Q30_slot01_seed432322553__c6_hga_full_k4,round39_small_easy_V8_M1_Q30_slot01_seed432322553,5a944ace5710c686ea8f8ae4abb412324b48c2042cfade1470034f2e0fdc9c59,False,small-easy,8,1,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,2,ub_geometry__round39_small_easy_V8_M1_Q30_slot01_seed432322553__c6_nested_dyadic_k4,round39_small_easy_V8_M1_Q30_slot01_seed432322553,5a944ace5710c686ea8f8ae4abb412324b48c2042cfade1470034f2e0fdc9c59,False,small-easy,8,1,30,C6-NESTED-DYADIC-K4,nested-dyadic-k4,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,3,ub_geometry__round39_small_easy_V8_M2_Q20_slot02_seed944712007__c6_hga_full_k4,round39_small_easy_V8_M2_Q20_slot02_seed944712007,0d989e34e63d682718ce2d073f84eff141e9321936e9bceb87fb8bb061559b17,False,small-easy,8,2,20,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,4,ub_geometry__round39_small_easy_V8_M2_Q20_slot02_seed944712007__c6_nested_dyadic_k4,round39_small_easy_V8_M2_Q20_slot02_seed944712007,0d989e34e63d682718ce2d073f84eff141e9321936e9bceb87fb8bb061559b17,False,small-easy,8,2,20,C6-NESTED-DYADIC-K4,nested-dyadic-k4,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,5,ub_geometry__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__c6_hga_full_k4,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,fedf24f3a047b6bdf68c72f8569ee6dd353c138739f006844d621f7e31d9e9cf,False,small-easy,8,2,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,6,ub_geometry__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__c6_nested_dyadic_k4,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,fedf24f3a047b6bdf68c72f8569ee6dd353c138739f006844d621f7e31d9e9cf,False,small-easy,8,2,30,C6-NESTED-DYADIC-K4,nested-dyadic-k4,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,7,ub_geometry__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_hga_full_k4,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,True,small-easy,10,1,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,8,ub_geometry__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_nested_dyadic_k4,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,True,small-easy,10,1,30,C6-NESTED-DYADIC-K4,nested-dyadic-k4,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,9,ub_geometry__round39_small_easy_V10_M2_Q30_slot05_seed332426708__c6_hga_full_k4,round39_small_easy_V10_M2_Q30_slot05_seed332426708,63bcc9d48fffb98a4e03ccde4f854719a6dfa351ea53c46c0d1fbb7d3cd64b43,False,small-easy,10,2,30,C6-HGA-FULL-K4,off,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
40,2,10,ub_geometry__round39_small_easy_V10_M2_Q30_slot05_seed332426708__c6_nested_dyadic_k4,round39_small_easy_V10_M2_Q30_slot05_seed332426708,63bcc9d48fffb98a4e03ccde4f854719a6dfa351ea53c46c0d1fbb7d3cd64b43,False,small-easy,10,2,30,C6-NESTED-DYADIC-K4,nested-dyadic-k4,-1,10800.0,20,10980.0,True,0,0.0,0.0,full_frozen_round39_24_instance_panel,False
