row,instance,instance_scope,method,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,unresolved_intervals,invalid_bound_intervals,open_nodes,frontier_covers_all_improving_gini_values,frontier_range_certificate_scope,full_certificate_basis,route_mask_all_subset_enumeration_certifying,large_compact_flow_relaxation,interval_exact_cutoff_certificate_basis,interval_exact_cutoff_solver_status,result_file
reproduced_full_frontier_mip_light_1200s_budget,high_imbalance_seed3202.txt,hard_generated_v20_m3,gcap-frontier,optimal,1.74931345205,1.74931345205,1.74931345205,0,409.8310783,True,True,0,0,0,True,original_full_improving_range,frontier_all_intervals_closed_or_fathomed,False,mip-light,,,E:\codes\ExactEBRP\results\v20_exact_certificate_round\raw\high_imbalance_seed3202_reproduced_baseline.json
oracle_smoke_interval_13,high_imbalance_seed3202.txt,hard_generated_v20_m3,interval-cutoff-oracle,interval_unresolved_timeout,0,1.1934393461,1.74931345205,0.317767010423,10.0947325,False,False,0,0,0,False,not_frontier,,False,off,interval_exact_cutoff_mip_timeout,time limit exceeded,E:\codes\ExactEBRP\results\v20_exact_certificate_round\raw\smoke_interval_13_oracle.json
