snapshot_id,snapshot_source,variable_count,unparsed_count,family_counts,S,P,H,G,W_SP,reconstructed_S_times_P,reconstructed_H_over_VS,G_gap,SP_gap,top_fractional_z,top_fractional_x,top_fractional_p,top_fractional_d,top_r_i,top_Y_i,top_e_i,top_h_i_j,top_q_i
dominant_k4_low_gini_1_all_new_structural_cuts_300s:first_relaxation_callback,first_relaxation_callback,2160,215,G=1;T_SP_i=20;W_GS=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.108056709897504,0.20773116312325338,4.568471333244217,0.012288138166221055,nan,4.177070008495348,0.011359803185246495,-0.0009283349809745597,not_available,z_0_4:0.5|z_2_8:0.473657|z_1_10:0.464731|z_0_10:0.535269|z_0_17:0.456627|z_0_14:0.456627|z_0_18:0.433301|z_2_20:0.591669,x_0_0_4:0.5|x_1_11_10:0.464731|x_0_13_10:0.535269|x_0_10_0:0.535269|x_0_2_0:0.464731|x_0_19_13:0.535269|x_2_0_20:0.428838|x_0_14_17:0.420346,p_2_7:1.52707|p_0_10:0.535269|p_0_14:0.456627|p_2_20:0.591669|p_2_15:4.60048|p_1_16:5.66936|p_0_20:1.6827|p_1_14:6.72267,d_1_1:5.48376|d_0_17:0.456627|d_2_11:1.36783|d_1_5:4.31528|d_0_18:8.31528|d_2_3:5.68742|d_1_13:8.68829|d_0_13:0.700404,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_17:0.915764|r_7:0.915764|r_6:0.915764|r_3:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_6:22.8941|Y_8:22.8941|Y_11:19.231,e_8:0.0842358|e_5:0.0842358|e_19:0.0842358|e_18:0.0842358|e_16:0.0842358|e_15:0.0842358|e_14:0.0842358|e_11:0.0842358,h_4_8:0.0842358|h_4_5:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_16:0.0842358|h_4_15:0.0842358|h_4_14:0.0842358|h_4_11:0.0842358,
dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s:first_relaxation_callback,first_relaxation_callback,2160,215,G=1;T_SP_i=20;W_GS=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.108056709897504,0.20773116312325338,4.568471333244217,0.012288138166221055,nan,4.177070008495348,0.011359803185246495,-0.0009283349809745597,not_available,z_0_4:0.5|z_2_8:0.473657|z_1_10:0.464731|z_0_10:0.535269|z_0_17:0.456627|z_0_14:0.456627|z_0_18:0.433301|z_2_20:0.591669,x_0_0_4:0.5|x_1_11_10:0.464731|x_0_13_10:0.535269|x_0_10_0:0.535269|x_0_2_0:0.464731|x_0_19_13:0.535269|x_2_0_20:0.428838|x_0_14_17:0.420346,p_2_7:1.52707|p_0_10:0.535269|p_0_14:0.456627|p_2_20:0.591669|p_2_15:4.60048|p_1_16:5.66936|p_0_20:1.6827|p_1_14:6.72267,d_1_1:5.48376|d_0_17:0.456627|d_2_11:1.36783|d_1_5:4.31528|d_0_18:8.31528|d_2_3:5.68742|d_1_13:8.68829|d_0_13:0.700404,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_17:0.915764|r_7:0.915764|r_6:0.915764|r_3:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_6:22.8941|Y_8:22.8941|Y_11:19.231,e_8:0.0842358|e_5:0.0842358|e_19:0.0842358|e_18:0.0842358|e_16:0.0842358|e_15:0.0842358|e_14:0.0842358|e_11:0.0842358,h_4_8:0.0842358|h_4_5:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_16:0.0842358|h_4_15:0.0842358|h_4_14:0.0842358|h_4_11:0.0842358,
dominant_k4_low_gini_1_disaggregated_sp_estimator_300s:first_relaxation_callback,first_relaxation_callback,2159,215,G=1;T_SP_i=20;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.187451100631623,0.16884315531483993,7.853307835041248,0.0167648287950654,nan,3.4085129415946813,0.019450964353779993,0.002686135558714591,not_available,z_2_12:0.565841|z_1_4:0.617503|z_1_14:0.382497|z_0_4:0.382497|z_0_1:0.617503|z_2_8:0.364153|z_2_20:0.364153|z_0_8:0.339485,x_2_3_12:0.565841|x_2_12_3:0.565841|x_1_4_11:0.410374|x_1_2_4:0.617503|x_1_2_14:0.382497|x_1_14_2:0.382497|x_0_4_16:0.382497|x_0_1_16:0.617503,p_0_16:11.4749|p_2_7:2.46281|p_1_15:4.55684|p_0_14:4.41606|p_1_14:0.382497|p_2_14:2.34859|p_2_20:3.11653|p_2_12:2.11653,d_1_13:9.45989|d_1_4:0.617503|d_0_4:0.382497|d_0_1:0.617503|d_1_5:4.36122|d_0_18:8.36122|d_0_17:0.339485|d_2_3:10.6667,r_4:1|r_2:1|r_10:1|r_3:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_2_7:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427,
dominant_k4_low_gini_1_gs_plus_disagg_sp_300s:first_relaxation_callback,first_relaxation_callback,2160,215,G=1;T_SP_i=20;W_GS=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.10805670989717,0.2077311631234071,4.568471333234331,0.0122881381662,nan,4.17707000849837,0.011359803185222103,-0.0009283349809778973,not_available,z_0_17:0.492852|z_1_16:0.481137|z_0_16:0.518863|z_0_9:0.543096|z_0_18:0.543096|z_2_9:0.456904|z_1_13:0.455627|z_0_14:0.636863,x_0_2_17:0.492852|x_0_17_2:0.492852|x_2_6_3:0.490326|x_2_6_0:0.509674|x_0_19_16:0.518863|x_2_0_10:0.464517|x_0_9_18:0.543096|x_0_18_9:0.543096,p_0_16:0.518863|p_1_7:1.52707|p_2_10:10.5319|p_2_6:0.552948|p_1_15:4.60048|p_2_20:2.27437|p_2_12:1.27437|p_0_10:0.227447,d_2_11:1.50952|d_0_1:5.48376|d_1_17:3.53632|d_0_18:0.543096|d_1_13:0.455627|d_2_6:0.447052|d_2_3:9.68369|d_1_5:4.31528,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_8:0.915764|r_7:0.915764|r_6:0.915764|r_5:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_12:24.7256|Y_20:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_5:0.0842358|e_3:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358,h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_5:0.0842358|h_4_20:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_17:0.0842358,
dominant_k4_low_gini_1_gs_product_coupling_300s:first_relaxation_callback,first_relaxation_callback,2141,215,G=1;W_GS=1;W_SP=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.108056709896946,0.20773116312339396,4.5684713332342906,0.0122881381662,3.4473944234679825,4.177070008498059,0.01135980318522213,-0.0009283349809778713,0.7296755850300762,z_2_7:0.484716|z_1_4:0.546536|z_1_3:0.546536|z_1_2:0.546536|z_1_10:0.546536|z_0_4:0.453464|z_0_3:0.453464|z_0_10:0.453464,x_2_7_8:0.484716|x_2_1_7:0.484716|x_0_19_16:0.546536|x_0_19_4:0.453464|x_0_0_16:0.453464|x_1_4_13:0.546536|x_1_3_10:0.546536|x_1_2_3:0.546536,p_0_16:11.5162|p_2_7:1.52707|p_0_10:0.453464|p_2_15:4.60048|p_1_10:10.3059|p_0_2:0.299854|p_2_12:1.27437|p_0_20:2.27437,d_2_8:10.4847|d_1_4:0.546536|d_0_4:0.453464|d_0_3:0.453464|d_0_8:0.409388|d_1_13:9.38869|d_2_5:3.38129|d_0_17:5.66306,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_3:0.915764|r_16:0.915764|r_13:0.915764|r_8:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_5:0.0842358|e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358|e_17:0.0842358,h_4_20:0.0842358|h_4_12:0.0842358|h_4_5:0.0842358|h_2_5:0.0842358|h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_19:0.0842358,
dominant_k4_low_gini_1_static_tailored_compact_bc_300s:first_relaxation_callback,first_relaxation_callback,2140,215,G=1;W_SP=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.187451100631584,0.16884315531485783,7.853307835041007,0.016764828795065082,2.802030005133801,3.408512941595036,0.019450964353779434,0.0026861355587143518,0.606482936461235,z_0_1:0.394951|z_1_18:0.38833|z_1_17:0.38833|z_1_16:0.38833|z_2_15:0.381695|z_2_18:0.366667|z_0_14:0.634949|z_2_16:0.351608,x_0_2_14:0.431689|x_0_1_19:0.394951|x_0_19_1:0.394951|x_1_4_0:0.61167|x_1_12_4:0.61167|x_1_4_18:0.38833|x_1_18_17:0.38833|x_1_17_16:0.38833,p_1_7:2.46281|p_0_16:4.54354|p_2_15:4.55684|p_1_16:6.57975|p_2_16:0.351608|p_2_20:1.30576|p_2_10:9.69659|p_1_10:0.303405,d_0_1:5.5251|d_2_13:9.45989|d_0_19:4.56636|d_1_18:0.38833|d_1_5:4.36122|d_1_11:2.27928|d_0_17:0.757631|d_2_19:3.79486,r_4:1|r_2:1|r_10:1|r_3:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_2_7:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427,
dominant_k4_low_gini_1_vector_route_structural_300s:first_relaxation_callback,first_relaxation_callback,2140,215,G=1;W_SP=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,20.555700129981307,0.17113970054772457,7.6158668262271085,0.015738618826434844,2.840142232062071,3.517896364793824,0.01852495117672753,0.0027863323502926862,0.6777541327317529,z_0_20:0.498693|z_1_2:0.514254|z_2_10:0.454545|z_0_3:0.548736|z_1_3:0.451264|z_1_9:0.570189|z_1_17:0.428641|z_2_16:0.410958,x_1_9_3:0.405075|x_0_7_15:0.362511|x_1_14_2:0.356585|x_2_1_19:0.343323|x_0_15_7:0.316335|x_0_4_13:0.312468|x_0_13_7:0.312468|x_0_3_15:0.290674,p_0_20:0.498693|p_2_16:11.5068|p_2_20:2.46959|p_1_9:7.41245|p_2_9:2.58755|p_0_15:4.59054|p_0_7:2.2864|p_1_6:0.186769,d_2_1:5.49317|d_1_17:5.57233|d_1_3:8.57402|d_0_3:2.42598|d_2_13:0.343323|d_2_19:8.32574|d_1_18:8.32574|d_2_5:4.32574,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.916287|r_6:0.916287|r_5:0.916287,Y_13:28.4049|Y_7:26.7019|Y_17:26.5723|Y_20:24.0317|Y_12:24.0317|Y_8:22.9072|Y_6:22.9072|Y_11:19.242,e_7:0.109936|e_20:0.109936|e_12:0.109936|e_8:0.0837128|e_6:0.0837128|e_5:0.0837128|e_19:0.0837128|e_18:0.0837128,h_7_10:0.109936|h_4_7:0.109936|h_4_20:0.109936|h_4_12:0.109936|h_3_7:0.109936|h_3_20:0.109936|h_3_12:0.109936|h_2_7:0.109936,
dominant_k4_low_gini_2_all_new_structural_cuts_300s:first_relaxation_callback,first_relaxation_callback,2160,215,G=1;T_SP_i=20;W_GS=1;Y_i=20;bit=113;d_k_i=60;e_i=20;h_i_j=190;load=60;p_k_i=60;r_i=20;service_mode=60;unparsed=215;x_k_i_j=1260;z_k_i=60,19.972010390733725,0.15591139420733047,9.19032935726787,0.0245762763324,nan,3.113863985142586,0.023008022671397777,-0.0015682536610022238,not_available,z_1_10:0.454545|z_1_17:0.43991|z_0_16:0.612696|z_1_16:0.381515|z_0_1:0.381257|z_2_8:0.625|z_2_2:0.625|z_1_2:0.375,x_1_10_19:0.454545|x_1_19_17:0.43991|x_1_0_10:0.403272|x_2_2_8:0.396863|x_0_9_0:0.387974|x_0_16_0:0.612026|x_0_0_16:0.612696|x_0_9_3:0.381257,p_0_7:3.3903|p_0_16:0.612696|p_2_2:15.625|p_1_2:0.375|p_0_15:4.36706|p_1_16:10.6824|p_2_20:3.95127|p_1_12:2.95127,d_1_19:8.56099|d_2_18:8.56099|d_2_5:0.62111|d_0_11:0.665171|d_0_1:5.70489|d_1_17:5.71884|d_1_13:5.78898|d_2_8:11.2012,r_4:1|r_2:1|r_10:1|r_3:1|r_9:1|r_8:0.928049|r_6:0.928049|r_5:0.928049,Y_13:28.7695|Y_17:26.9134|Y_7:25.6097|Y_8:23.2012|Y_6:23.2012|Y_20:23.0487|Y_12:23.0487|Y_11:19.489,e_7:0.146343|e_20:0.146343|e_12:0.146343|e_8:0.0719506|e_6:0.0719506|e_5:0.0719506|e_19:0.0719506|e_18:0.0719506,h_7_10:0.146343|h_4_7:0.146343|h_4_20:0.146343|h_4_12:0.146343|h_2_7:0.146343|h_2_20:0.146343|h_2_12:0.146343|h_10_20:0.146343,
