file,method,instance_name,finalization_source,lower_bound,best_valid_lb_seen,gap,best_valid_gap_seen,audit_passed,failures
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_high_imbalance_seed3201_hard_all_new_structural_cuts_300s.json,interval-cutoff-oracle,high_imbalance_seed3201.txt,cplex_solver_final,2.44340319194,2.44340319194,0.0,0.0,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_high_imbalance_seed3201_hard_all_new_structural_cuts_60s.json,interval-cutoff-oracle,high_imbalance_seed3201.txt,cplex_solver_final,2.44340319194,2.44340319194,0.0,0.0,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_all_new_structural_cuts_10s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0434710276529,0.0434710276529,0.115589622589,0.115589622589,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_all_new_structural_cuts_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0440671889108,0.0440671889108,0.103460827122,0.103460827122,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_all_new_structural_cuts_60s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0434905506741,0.0434905506741,0.115192430172,0.115192430172,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.044109402111,0.044109402111,0.102602007022,0.102602007022,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_60s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0434905506741,0.0434905506741,0.115192430172,0.115192430172,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_disaggregated_sp_estimator_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760572,0.0155513760572,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_disaggregated_sp_estimator_60s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0465930679712,0.0465930679712,0.0520722638965,0.0520722638965,True,
results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_gs_plus_disagg_sp_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760577,0.0155513760577,True,
