snapshot_id,snapshot_scope,json_path,elapsed_seconds,callback_count,node_count,best_bound_at_snapshot,objective_value_if_available
dominant_k4_low_gini_1_static_tailored_compact_bc_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,330.6192153,17212,13528,0.048388162834,0
dominant_k4_low_gini_1_gs_product_coupling_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_gs_product_coupling_300s.json,330.6477975,29616,25945,0.0487181971446,0
dominant_k4_low_gini_1_disaggregated_sp_estimator_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_disaggregated_sp_estimator_300s.json,300.8716427,28885,24333,0.048388162834,0
dominant_k4_low_gini_1_vector_route_structural_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_vector_route_structural_300s.json,332.2877154,325,183,0.0429769807153,0
dominant_k4_low_gini_1_gs_plus_disagg_sp_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_gs_plus_disagg_sp_300s.json,330.7293567,30152,25753,0.048388162834,0
dominant_k4_low_gini_1_all_new_structural_cuts_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_all_new_structural_cuts_300s.json,332.2837889,1940,1361,0.0440671889108,0
dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.json,332.2754701,1945,1370,0.044109402111,0
dominant_k4_low_gini_2_all_new_structural_cuts_300s:first_relaxation_callback,first_relaxation_callback,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_2_all_new_structural_cuts_300s.json,332.4007801,845,571,0.048374510694,0
