vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,16,4,6,0,0,6,1198.1025693462666,360.0,11
0,2,16,4,49,6,0,6,12,557.8506824420016,360.0,9
0,3,4,49,5,0,7,12,5,365.395605659563,420.0,9
0,4,49,5,30,6,0,5,11,2323.878204814392,360.0,12
0,5,5,30,26,0,3,11,8,849.6821718760347,180.0,4
0,6,30,26,37,0,6,8,2,2263.07413381191,360.0,7
0,7,26,37,48,5,0,2,7,970.8794701790349,300.0,13
0,8,37,48,0,0,7,7,0,814.1661396886835,420.0,10
1,1,0,11,43,8,0,0,8,1504.84132894836,480.0,12
1,2,11,43,42,6,0,8,14,1874.537046895203,360.0,8
1,3,43,42,14,0,12,14,2,533.6672179105663,720.0,19
1,4,42,14,1,8,0,2,10,649.7623012550246,480.0,12
1,5,14,1,44,0,5,10,5,496.3421374218546,300.0,8
1,6,1,44,47,7,0,5,12,819.3104465587891,420.0,8
1,7,44,47,19,0,6,12,6,1065.2712171892958,360.0,10
1,8,47,19,2,7,0,6,13,420.15098835430877,420.0,8
1,9,19,2,45,6,0,13,19,1646.9616598968084,360.0,6
1,10,2,45,31,0,6,19,13,794.052120961796,360.0,10
1,11,45,31,24,0,8,13,5,1210.7736684442987,480.0,13
1,12,31,24,0,0,5,5,0,1201.556659555947,300.0,8
2,1,0,20,21,7,0,0,7,690.819134774962,420.0,9
2,2,20,21,32,7,0,7,14,527.0963621927066,420.0,12
2,3,21,32,35,0,6,14,8,794.2394054424987,360.0,7
2,4,32,35,40,0,6,8,2,367.07675706921395,360.0,8
2,5,35,40,38,6,0,2,8,1769.6187954126606,360.0,8
2,6,40,38,22,0,4,8,4,721.8230574011073,240.0,6
2,7,38,22,6,7,0,4,11,2236.7909652087133,420.0,8
2,8,22,6,28,0,6,11,5,581.5482314332291,360.0,9
2,9,6,28,41,6,0,5,11,521.0559586092215,360.0,8
2,10,28,41,3,0,4,11,7,1725.1311014798187,240.0,7
2,11,41,3,0,0,7,7,0,1056.1876089334207,420.0,11
4,1,0,46,15,7,0,0,7,1074.314374422134,420.0,8
4,2,46,15,8,7,0,7,14,799.1359844732143,420.0,9
4,3,15,8,50,0,6,14,8,1275.6218160954468,360.0,8
4,4,8,50,13,0,6,8,2,441.19312452583904,360.0,11
4,5,50,13,18,6,0,2,8,368.81673550850957,360.0,8
4,6,13,18,33,7,0,8,15,1330.908059681157,420.0,12
4,7,18,33,12,0,9,15,6,583.8290332930698,540.0,12
4,8,33,12,0,0,6,6,0,462.24593327690815,360.0,8
6,1,0,7,34,7,0,0,7,189.2088429409981,420.0,10
6,2,7,34,9,7,0,7,14,591.3413068180569,420.0,16
6,3,34,9,27,0,7,14,7,1001.3015289410135,420.0,11
6,4,9,27,10,5,0,7,12,718.3917801144981,300.0,8
6,5,27,10,17,0,9,12,3,270.9408773127454,540.0,12
6,6,10,17,36,6,0,3,9,953.635386510157,360.0,9
6,7,17,36,29,0,6,9,3,908.710053293592,360.0,8
6,8,36,29,25,6,0,3,9,904.4976222286413,360.0,9
6,9,29,25,39,7,0,9,16,757.5028785022964,420.0,14
6,10,25,39,23,0,9,16,7,776.2625866062344,540.0,12
6,11,39,23,0,0,7,7,0,1102.344074441107,420.0,9
