logical_path,stored_path,original_bytes,original_sha256,stored_bytes,stored_sha256,compression
global_node_trace.csv,global_node_trace.csv.gz,11689700,fee68766e08e8613a8ebf151579f1c9d97a1088dfd14b86ce0ae93daba329069,2463840,b3dfe05d86b17204a521e45fd9d7f68021d97935eeadcc9f2ac9768d2d5c2189,gzip_mtime_0
raw_progress.csv,raw_progress.csv.gz,4759651,240181227d61127c29e0790a6477220e8a62e596131e66a5f62c1c0e035ddb6d,492178,a994f08bdedd79d316bb8721afdc96f9c1c10b6210c32554a1a3b758557c781b,gzip_mtime_0
global_root.lp,global_root.lp.gz,1906069,7c37715cca0ed09bc942887edf79ef37aa0473d5d0fb7bdbc3c8fd2a5d3073c5,213000,e27c504cc3f8f8efea5f53342d35346d1456f35689685d7b52c787cd35e919a6,gzip_mtime_0
