parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L0,true,1,0,0,0,2.792377611121637e-16,,0,"round48_counterfactual_forced_retain_exact_close",0.20926487771892274,2.792377611121637e-16,2.792377611121637e-16,"proof",0.70625309852907492
