audit_name,return_code,runtime_seconds,audit_passed,log
audit_bpc_self_test,0,0.079,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_bpc_self_test.log
audit_bpc_certificate,0,0.073,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_bpc_certificate.log
audit_tailored_bc_callback_round,0,0.069,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_tailored_bc_callback_round.log
audit_gf_compact_bc_summary,0,0.066,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_gf_compact_bc_summary.log
audit_thread_fairness,0,0.064,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_thread_fairness.log
audit_objective_convention,0,0.062,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_objective_convention.log
audit_timeprofile_finalization,0,0.065,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_timeprofile_finalization.log
audit_certificate_sources,0,0.051,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_certificate_sources.log
audit_no_instance_special_cases,0,0.136,True,results\gf_tailored_bc_bound_trajectory_round\logs\audit_no_instance_special_cases.log
