row,variant,gini_branches_created,best_bound_available,lower_bound,gap
moderate_low_gini1_callback_auto_10s,callback_auto,2,True,0.0464098904991,0.055798785106791524
moderate_low_gini2_callback_auto_10s,callback_auto,2,True,0.0489209015481,0.004712698551124121
