row,variant,json,status,classification,time_budget_seconds,runtime_seconds,lower_bound,upper_bound,gap,best_bound_available,compact_bc_bound_valid,best_bound_fail_reason,native_time_limit_param_id,native_time_limit_seconds,native_time_limit_set_rc,callback_abort_requests,terminate_triggered,checkpoint_best_bound_available,checkpoint_best_bound,checkpoint_node_count,finalization_source,progress_checkpoints,relaxation_callbacks,branch_callbacks,gini_branches_created,cuts_added_by_family,violations_by_family,paper_certificate_contamination
test_certificate_basis,test,results\gf_tailored_bc_bound_trajectory_round\raw\certificate_basis_test.json,diagnostic_passed,solver_final_no_bound_available,10,0.0028284,0.0,0.493696053863,1.0,False,False,,0,0,0,0,False,False,0,0,solver_final_json,0,0,0,0,,,False
test_option_consistency,test,results\gf_tailored_bc_bound_trajectory_round\raw\option_consistency_test.json,diagnostic_complete,solver_final_no_bound_available,10,7.14e-05,0.0,0.493696053863,1.0,False,False,,0,0,0,0,False,False,0,0,solver_final_json,0,0,0,0,,,False
test_callback_smoke,test,results\gf_tailored_bc_bound_trajectory_round\raw\tailored_bc_callback_smoke_test.json,diagnostic_passed,solver_final_no_bound_available,10,0.0008114,0.0,0.493696053863,1.0,False,False,,0,0,0,0,False,False,0,0,solver_final_json,0,0,0,0,,,False
test_branch_callback_smoke,test,results\gf_tailored_bc_bound_trajectory_round\raw\tailored_bc_branch_callback_smoke_test.json,diagnostic_passed,solver_final_no_bound_available,10,0.4230336,0.0,0.493696053863,1.0,False,False,,0,0,0,0,False,False,0,0,solver_final_json,0,12145,6053,2,callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0,,False
