telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.171224,lp_complete,L0,0,0.0893001,infeasible,0,0.357201,"complete_lp_relaxation"
0.339161,lp_complete,L1,0.0893001,0.1786,optimal,0.1786,0.357201,"complete_lp_relaxation"
0.655855,atomic_split,L1,0.0893001,0.1786,replaced,0.1786,0.357201,"child_lp_infeasible"
0.827787,lp_complete,L2,0.1786,0.2679,optimal,0.2679,0.357201,"complete_lp_relaxation"
1.17122,atomic_split,L2,0.1786,0.2679,replaced,0.2679,0.357201,"strict_child_lp_bound_improvement"
1.33361,lp_complete,L3,0.2679,0.357201,optimal,0.292961,0.357201,"complete_lp_relaxation"
1.64876,atomic_split,L3,0.2679,0.357201,replaced,0.292961,0.357201,"child_lp_infeasible"
1.96268,atomic_split,L1.1,0.13395,0.1786,replaced,0.295729,0.357201,"child_lp_infeasible"
2.29057,atomic_split,L2.0,0.1786,0.22325,replaced,0.297683,0.357201,"strict_child_lp_bound_improvement"
2.61502,atomic_split,L2.0.0,0.1786,0.200925,replaced,0.299819,0.357201,"strict_child_lp_bound_improvement"
2.94807,atomic_split,L2.0.0.0,0.1786,0.189763,replaced,0.300833,0.357201,"strict_child_lp_bound_improvement"
3.26204,atomic_split,L1.1.1,0.156275,0.1786,replaced,0.301439,0.357201,"child_lp_infeasible"
3.59547,atomic_split,L2.0.0.0.0,0.1786,0.184182,replaced,0.302364,0.357201,"strict_child_lp_bound_improvement"
3.93475,atomic_split,L2.0.0.0.1,0.184182,0.189763,replaced,0.302649,0.357201,"strict_child_lp_bound_improvement"
4.26449,atomic_split,L2.0.0.0.0.1,0.181391,0.184182,replaced,0.303088,0.357201,"strict_child_lp_bound_improvement"
4.58795,atomic_split,L2.0.0.0.1.0,0.184182,0.186972,replaced,0.303139,0.357201,"strict_child_lp_bound_improvement"
4.9228,atomic_split,L2.0.0.0.0.1.0,0.181391,0.182786,replaced,0.3032,0.357201,"strict_child_lp_bound_improvement"
5.25418,atomic_split,L2.0.0.0.0.0,0.1786,0.181391,replaced,0.303254,0.357201,"strict_child_lp_bound_improvement"
5.58309,atomic_split,L2.0.0.0.0.1.1,0.182786,0.184182,replaced,0.30329,0.357201,"strict_child_lp_bound_improvement"
5.90091,atomic_split,L2.0.0.1,0.189763,0.200925,replaced,0.303442,0.357201,"strict_child_lp_bound_improvement"
6.23032,atomic_split,L2.0.0.0.0.1.0.1,0.182089,0.182786,replaced,0.303457,0.357201,"strict_child_lp_bound_improvement"
6.55895,atomic_split,L2.0.0.0.1.0.0,0.184182,0.185577,replaced,0.303498,0.357201,"strict_child_lp_bound_improvement"
6.89906,atomic_split,L2.0.0.0.0.1.1.0,0.182786,0.183484,replaced,0.303557,0.357201,"strict_child_lp_bound_improvement"
7.22994,atomic_split,L2.0.0.0.0.1.1.1,0.183484,0.184182,replaced,0.303594,0.357201,"strict_child_lp_bound_improvement"
7.44384,terminal_mip_complete,L2.0.0.0.0.1.0.1.1,0.182437,0.182786,"INFEASIBLE",0.303621,0.357201,"native_terminal_mip_infeasible"
7.65339,terminal_mip_complete,L2.0.0.0.0.1.1.0.0,0.182786,0.183135,"INFEASIBLE",0.303635,0.357201,"native_terminal_mip_infeasible"
7.97361,atomic_split,L2.0.0.0.1.1,0.186972,0.189763,replaced,0.303636,0.357201,"strict_child_lp_bound_improvement"
8.18592,terminal_mip_complete,L2.0.0.0.0.1.0.1.0,0.182089,0.182437,"INFEASIBLE",0.303639,0.357201,"native_terminal_mip_infeasible"
