run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_smoke4__V12_M2__s0m__120s,checkpoint,1,True,fresh,0.79447800000000002,0.20552199999999998,0.37874589033134765,0,1,2863,0,0,0.7185040707549709,0.4728688315803431
round23_smoke4__V12_M2__s0m__120s,checkpoint,2,True,fresh,1.0779402,0.9220598,0.37875660869276095,0,1,2926,0,0,0.7185040707549709,0.47285391397326254
round23_smoke4__V12_M2__s0m__120s,checkpoint,5,True,fresh,4.9371679000000004,0.06283209999999961,0.64349991059840128,10,5,10637,7,0,0.7185040707549709,0.1043893322382415
round23_smoke4__V12_M2__s0m__120s,checkpoint,10,True,fresh,9.9040462999999992,0.09595370000000081,0.65851588004850159,184,61,27978,33,89,0.7185040707549709,0.0834903978253547
round23_smoke4__V12_M2__s0m__120s,checkpoint,15,True,fresh,14.9970435,0.0029564999999998065,0.66275886734873268,473,159,56353,45,271,0.7185040707549709,0.07758509057250537
round23_smoke4__V12_M2__s0m__120s,checkpoint,20,True,fresh,19.989305699999999,0.010694300000000823,0.66634636844709449,860,400,86861,65,565,0.7185040707549709,0.0725920762746292
round23_smoke4__V12_M2__s0m__120s,checkpoint,30,True,fresh,29.9733625,0.026637499999999648,0.6730873001388521,1539,724,152195,75,1057,0.7185040707549709,0.06321017857059177
round23_smoke4__V12_M2__s0m__120s,checkpoint,45,True,fresh,44.913966100000003,0.08603389999999678,0.67990654924181004,2630,1189,243716,87,1825,0.7185040707549709,0.053719280215913566
round23_smoke4__V12_M2__s0m__120s,checkpoint,60,True,fresh,59.995929099999998,0.004070900000002098,0.68345866618781248,3588,1561,330885,102,2477,0.7185040707549709,0.04877551289352382
round23_smoke4__V12_M2__s0m__120s,checkpoint,90,True,fresh,88.895040300000005,1.1049596999999949,0.6892400207450059,5025,1761,464175,107,3292,0.7185040707549709,0.04072913599392095
round23_smoke4__V12_M2__s0m__120s,checkpoint,120,True,stale,88.895040300000005,31.104959699999995,0.6892400207450059,5025,1761,464175,107,3292,0.7185040707549709,0.04072913599392095
round23_smoke4__V12_M2__s0m__120s,solver_final,solver_final,True,solver_final,88.895361100000002,0,0.6892400207450059,5025,1761,464175,107,3292,0.7185040707549709,0.04072913599392095
