instance,strict_certificate,certificate_class,rejection_reason,root_coverage,parent_child_coverage,all_leaves_closed,all_bounds_valid,leaf_bounds_monotone,global_bound_monotone,lifecycle_complete,feasibility_consistency,lower_bound,verified_upper_bound,gap,false_certificate
"round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt",1,"engineering_exact_original_problem_optimal","none",1,1,1,1,1,1,1,1,0.70625309852907359,0.70625309852907492,1.886388367463341e-15,0
