decision_sequence,K0,rho,rho_source,interval_id,parent_id,depth,gamma_L,gamma_U,parent_bound,left_child_id,left_child_bound,left_child_infeasible,right_child_id,right_child_bound,right_child_infeasible,verified_incumbent,normalized_c6_gain,child_infeasibility_trigger,threshold_comparison,selected_action,target_value,deterministic_reason,coverage_update
1,1,0.01,"implicit-default","L0","",0,0,0.70625309852907492,0.2092648777189226,"L0.0",0.20926487771892274,0,"L0.1",0.52806619587109682,0,0.70625309852907492,2.792377611121637e-16,0,"no_strict_gain","exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
