logical_path,stored_path,original_bytes,original_sha256,stored_bytes,stored_sha256,compression
global_node_trace.csv,global_node_trace.csv.gz,6997868,e93f654cd7b911947f39e2f9b904d90db63abdfb387b3c6d5715997a7e8ebde8,3378411,cd1b68e202276880deeb2482efb299c9dd262804d1f9b6b51375a755a84db0f3,gzip_mtime_0
global_root.lp,global_root.lp.gz,1479475,a559250293b661a4fcbc7c4021d6531380da793474eb94ec626f988e3e6ff2e4,241001,eff526e5d2c1aafcce512ab8293709f0258b2999fb7020c638d0600ffba1fda7,gzip_mtime_0
