run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,1,True,fresh,0.27188299999999999,0.728117,0,0,1,1186,0,0,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,2,True,fresh,1.1737563,0.8262437,1.1926223897340549e-18,0,1,3646,0,0,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,5,True,fresh,4.9614200000000004,0.038579999999999615,1.1926223897340549e-18,1,2,4378,1,0,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,10,True,fresh,9.7290200000000002,0.2709799999999998,1.1926223897340549e-18,19,14,11060,9,9,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,15,True,fresh,14.2194579,0.7805420999999999,1.1926223897340549e-18,50,31,19236,17,26,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,20,True,fresh,19.7684529,0.23154710000000023,1.1926223897340549e-18,84,59,30878,17,57,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,30,True,fresh,29.590869300000001,0.4091306999999986,1.1926223897340549e-18,148,103,53756,36,92,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,45,True,fresh,44.872051499999998,0.12794850000000224,1.1926223897340549e-18,211,134,100540,45,130,0.04854285887126694,1.0
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,60,True,fresh,59.901158000000002,0.09884199999999765,0.00047405135616471449,308,120,145719,47,170,0.04854285887126694,0.9902343750000001
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,90,True,stale,84.897890899999993,5.102109100000007,0.0015169643397270919,409,119,219112,51,216,0.04854285887126694,0.96875
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,120,True,fresh,119.55346470000001,0.44653529999999364,0.0016117746109600352,496,138,342142,54,266,0.04854285887126694,0.966796875
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,180,True,fresh,179.40146899999999,0.5985310000000084,0.0018013951534259216,778,131,544174,54,404,0.04854285887126694,0.962890625
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,240,True,fresh,239.7929652,0.2070348000000024,0.0019910156958918082,988,145,765527,55,515,0.04854285887126694,0.958984375
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,300,True,fresh,299.83076089999997,0.16923910000002707,0.0020858259671247513,1152,133,981506,55,591,0.04854285887126694,0.9570312499999999
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,450,True,fresh,449.4639067,0.5360933000000045,0.0025598773232894676,1626,136,1491759,56,829,0.04854285887126694,0.947265625
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,600,True,fresh,599.8732804,0.12671960000000126,0.0031287389506871269,2093,175,2028618,66,1072,0.04854285887126694,0.935546875
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,750,True,fresh,749.70918210000002,0.2908178999999791,0.0034131697643859571,2477,165,2557357,66,1259,0.04854285887126694,0.9296875
round23_stage2__moderate_seed4302__s0m__900s,checkpoint,900,True,stale,862.00555069999996,37.99444930000004,0.0037924108493177298,2877,163,2951056,68,1456,0.04854285887126694,0.921875
round23_stage2__moderate_seed4302__s0m__900s,solver_final,solver_final,True,solver_final,862.00603639999997,0,0.0037924108493177298,2877,163,2951056,68,1456,0.04854285887126694,0.921875
