leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.089300145802103881,0,0.35720058320841552,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.089300145802103881,0.17860029160420776,0.089300145802103881,0.27726096936095629,replaced,1,1,0,0.27726096936095629,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.17860029160420776,0.26790043740631164,0.17860029160420776,0.29424322429778327,replaced,1,1,0,0.29424322429778327,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.26790043740631164,0.35720058320841552,0.26790043740631164,0.35403537724225576,replaced,1,1,0,0.35403537724225576,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L1.0,"L1",1,0,0.089300145802103881,0.13395021870315582,0.27726096936095629,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1,"L1",1,1,0.13395021870315582,0.17860029160420776,0.29296125728720568,0.29296125728720568,replaced,1,1,0,0.29296125728720568,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0,"L2",1,0,0.17860029160420776,0.2232503645052597,0.2957288394563683,0.2957288394563683,replaced,1,1,0,0.2957288394563683,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.2232503645052597,0.26790043740631164,0.32304981383080583,1e+100,empty,1,1,0,0.32304981383080583,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L3.0,"L3",1,0,0.26790043740631164,0.31255051030736358,0.35403537724225576,0.35403537724225576,replaced,1,1,0,0.35403537724225576,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.1,"L3",1,1,0.31255051030736358,0.35720058320841552,0.35403537724225576,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.0,"L1.1",2,0,0.13395021870315582,0.15627525515368179,0.29296125728720568,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1,"L1.1",2,1,0.15627525515368179,0.17860029160420776,0.30083329195246711,0.30083329195246711,replaced,1,1,0,0.30083329195246711,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0,"L2.0",2,0,0.17860029160420776,0.20092532805473373,0.29768270983849127,0.29768270983849127,replaced,1,1,0,0.29768270983849127,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1,"L2.0",2,1,0.20092532805473373,0.2232503645052597,0.30848252875221932,0.35720058320841458,closed,1,1,0,0.30848252875221932,1,"native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L2.0.0.0,"L2.0.0",3,0,0.17860029160420776,0.18976280982947075,0.29981850337858001,0.29981850337858001,replaced,1,1,0,0.29981850337858001,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1,"L2.0.0",3,1,0.18976280982947075,0.20092532805473373,0.30329017714776058,0.30329017714776058,replaced,1,1,0,0.30329017714776058,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.0,"L2.0.0.0",4,0,0.17860029160420776,0.18418155071683925,0.30143878184521727,0.30143878184521727,replaced,1,1,0,0.30143878184521727,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1,"L2.0.0.0",4,1,0.18418155071683925,0.18976280982947075,0.30236441974345768,0.30236441974345768,replaced,1,1,0,0.30236441974345768,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.0,"L1.1.1",3,0,0.15627525515368179,0.16743777337894478,0.30083329195246711,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1,"L1.1.1",3,1,0.16743777337894478,0.17860029160420776,0.30477185097910509,0.30477185097910509,replaced,1,1,0,0.30477185097910509,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.0.0,"L2.0.0.0.0",5,0,0.17860029160420776,0.18139092116052352,0.30320009264665937,1e+100,empty,1,1,0,0.30320009264665937,0,"c5_partial_phase_native_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.0.0.0.1,"L2.0.0.0.0",5,1,0.18139092116052352,0.18418155071683925,0.30264918051261575,1e+100,empty,1,1,0,0.30264918051261575,0,"c5_partial_phase_native_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.0.0.1.0,"L2.0.0.0.1",5,0,0.18418155071683925,0.18697218027315499,0.30308811852452389,0.32453160897531108,replaced,1,1,0,0.30308811852452389,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.0.0.1.1,"L2.0.0.0.1",5,1,0.18697218027315499,0.18976280982947075,0.30363499100629826,0.3226902292362217,replaced,1,1,0,0.30363499100629826,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.0.1.0,"L2.0.0.1",4,0,0.18976280982947075,0.19534406894210224,0.3038321331304859,0.32131546474261002,replaced,1,1,0,0.3038321331304859,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.0.1.1,"L2.0.0.1",4,1,0.19534406894210224,0.20092532805473373,0.30609875601382941,0.32170478374034878,replaced,1,1,0,0.30609875601382941,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L1.1.1.1.0,"L1.1.1.1",4,0,0.16743777337894478,0.17301903249157627,0.30477185097910509,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1.1,"L1.1.1.1",4,1,0.17301903249157627,0.17860029160420776,0.30674126571621935,0.30674126571621935,replaced,1,1,0,0.30674126571621935,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.0,"L1.1.1.1.1",5,0,0.17301903249157627,0.175809662047892,0.30674126571621935,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1.1.1,"L1.1.1.1.1",5,1,0.175809662047892,0.17860029160420776,0.30772600690422547,0.30772600690422547,replaced,1,1,0,0.30772600690422547,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.1.0,"L1.1.1.1.1.1",6,0,0.175809662047892,0.17720497682604988,0.30772600690422547,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1.1.1.1,"L1.1.1.1.1.1",6,1,0.17720497682604988,0.17860029160420776,0.30821876389811803,0.30821876389811803,replaced,1,1,0,0.30821876389811803,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1.1.1.1.1.0,"L1.1.1.1.1.1.1",7,0,0.17720497682604988,0.17790263421512881,0.30821876389811803,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.1.1.1.1.1.1,"L1.1.1.1.1.1.1",7,1,0.17790263421512881,0.17860029160420776,0.3084647667252835,1e+100,empty,1,1,0,0.3084647667252835,0,"c5_partial_phase_native_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.0.1.0.0,"L2.0.0.1.0",5,0,0.18976280982947075,0.19255343938578651,0.32131546474261002,1e+100,empty,1,1,0,0.30420445256230505,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.1.0.1,"L2.0.0.1.0",5,1,0.19255343938578651,0.19534406894210224,0.32131546474261002,1e+100,empty,1,1,0,0.30522965725664414,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.1.1.0,"L2.0.0.1.1",5,0,0.19534406894210224,0.19813469849841797,0.32170478374034878,1e+100,empty,1,1,0,0.30635757383122442,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.1.1.1,"L2.0.0.1.1",5,1,0.19813469849841797,0.20092532805473373,0.32170478374034878,1e+100,empty,1,1,0,0.30749977250174798,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.0.1.1.0,"L2.0.0.0.1.1",6,0,0.18697218027315499,0.18836749505131287,0.3226902292362217,1e+100,empty,1,1,0,0.3039932963749401,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.0.1.1.1,"L2.0.0.0.1.1",6,1,0.18836749505131287,0.18976280982947075,0.3226902292362217,1e+100,empty,1,1,0,0.30427010006405819,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.0.1.0.0,"L2.0.0.0.1.0",6,0,0.18418155071683925,0.18557686549499713,0.32453160897531108,1e+100,empty,1,1,0,0.30345731904598972,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L2.0.0.0.1.0.1,"L2.0.0.0.1.0",6,1,0.18557686549499713,0.18697218027315499,0.32453160897531108,1e+100,empty,1,1,0,0.30372251172537834,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L3.0.0,"L3.0",2,0,0.26790043740631164,0.29022547385683761,0.35403537724225592,0.35403537724225592,replaced,1,1,0,0.35403537724225592,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.1,"L3.0",2,1,0.29022547385683761,0.31255051030736358,0.35403537724225576,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0,"L3.0.0",3,0,0.26790043740631164,0.27906295563157463,0.35403537724225592,0.35403537724225592,replaced,1,1,0,0.3540353772422557,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.1,"L3.0.0",3,1,0.27906295563157463,0.29022547385683761,0.35403537724225592,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0.0,"L3.0.0.0",4,0,0.26790043740631164,0.27348169651894316,0.35403537724225592,1e+100,empty,1,1,0,0.35403537724225581,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L3.0.0.0.1,"L3.0.0.0",4,1,0.27348169651894316,0.27906295563157463,0.35403537724225592,0.35720058320841552,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
