leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,4.81762,0.141,0.40109,0,2043,0,0.0292746,1,0,7aa2bab2e7c111e7fe44d0f32c41f3d58c8d299e2a38bbfb106c5b6862a5ccf5,7aa2bab2e7c111e7fe44d0f32c41f3d58c8d299e2a38bbfb106c5b6862a5ccf5,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"OPTIMAL",0,4.51064,0.171,0.486831,0,2010,0,0.0292746,1,0,eee1af0cbed5f9773489cb209e38c2c22ccd99d76fab78cfffb61a357c5224fc,eee1af0cbed5f9773489cb209e38c2c22ccd99d76fab78cfffb61a357c5224fc,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,4.17145,0.1,0.301961,0,1558,0,0.0294657,1,0,5f198b7f9f7ce5a31758548c6df74e1f260288382f392210ba459f9606beaafb,5f198b7f9f7ce5a31758548c6df74e1f260288382f392210ba459f9606beaafb,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.1_lp.gurobi.log"
R.0.0,LP,"OPTIMAL",0,3.90834,0.165,0.472167,0,2133,0,0.0294657,1,0,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0_lp.gurobi.log"
R.0.1,LP,"OPTIMAL",0,3.57945,0.192,0.616233,0,2859,0,0.0297157,1,0,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.1_lp.gurobi.log"
R.0.0.0,LP,"OPTIMAL",0,3.22603,0.17,0.482534,0,1957,0,0.0297157,1,0,c9cd02a07e3c2a0d9f9edb8ce86d693efe552c9a4d30bd1852a3bef343b41473,c9cd02a07e3c2a0d9f9edb8ce86d693efe552c9a4d30bd1852a3bef343b41473,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0_lp.gurobi.log"
R.0.0.1,LP,"OPTIMAL",0,2.89284,0.15,0.42874,0,1888,0,0.0297157,1,0,4bf599df4bdb1857ffe4d95678fadb1209287bdd6a5d87b712ca743099d366ba,4bf599df4bdb1857ffe4d95678fadb1209287bdd6a5d87b712ca743099d366ba,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.1_lp.gurobi.log"
R.0.0.0.0,LP,"OPTIMAL",0,2.57881,0.146,0.362552,0,1529,0,0.0297157,1,0,d43ad79efe9ebfd8398736a7ba3201f907fbaa8b2769d9b3f779c9790b05b694,d43ad79efe9ebfd8398736a7ba3201f907fbaa8b2769d9b3f779c9790b05b694,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0_lp.gurobi.log"
R.0.0.0.1,LP,"OPTIMAL",0,2.26876,0.138,0.379445,0,1630,0,0.0297157,1,0,b977f5e37edfd4726b1bcc3784a6eec8805fb9c5d8acc97dfe1f89143cd35634,b977f5e37edfd4726b1bcc3784a6eec8805fb9c5d8acc97dfe1f89143cd35634,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.1_lp.gurobi.log"
R.0.0.0.0.0,LP,"INFEASIBLE",0,1.96391,0.00300002,0.00444774,0,0,0,0.0297157,1,0,85274e38b6e7179d2f3e0f340d9e69cb82a98dca20afdfb626783fcd3ab0b07d,85274e38b6e7179d2f3e0f340d9e69cb82a98dca20afdfb626783fcd3ab0b07d,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.0_lp.gurobi.log"
R.0.0.0.0.1,LP,"OPTIMAL",0,1.79714,0.133,0.376027,0,1641,0,0.0297157,1,0,4f281ef364d8037db5e6c2904416ca1571596cb1ef185f0d8ebe69b395b8434a,4f281ef364d8037db5e6c2904416ca1571596cb1ef185f0d8ebe69b395b8434a,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.1_lp.gurobi.log"
R.0.0.0.0.1.1,LP,"OPTIMAL",0,1.50137,0.151,0.426834,0,1841,0,0.0297157,1,0,de78f7bca351bed9cdc3e9a74c2f23a045180f1f15901af62f0a237aa2d685fe,de78f7bca351bed9cdc3e9a74c2f23a045180f1f15901af62f0a237aa2d685fe,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.1.1_lp.gurobi.log"
R.0.0.0.0.1.0,LP,"OPTIMAL",0,1.18034,0.134,0.373091,0,1601,0,0.0297157,1,0,58c165f8c448c79dde96e331911731018a07825872bc3456756a32ba035d0b5f,58c165f8c448c79dde96e331911731018a07825872bc3456756a32ba035d0b5f,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.1.0_lp.gurobi.log"
R.0.0.0.0.1.0.0,LP,"OPTIMAL",0,0.881951,0.132,0.36807,0,1797,0,0.0297157,1,0,7734fb2b2babe65606c2490a1d4fcb7f1728716cd3810e38336856633f599fe1,7734fb2b2babe65606c2490a1d4fcb7f1728716cd3810e38336856633f599fe1,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.1.0.0_lp.gurobi.log"
R.0.0.0.0.1.0.1,LP,"OPTIMAL",0,0.58397,0.134,0.376963,0,1606,0,0.0297157,1,0,7c987c5193c6edb55b9fcaf6135e0da56db1cfe3b4d1ff80fc56ddb9a050a26e,7c987c5193c6edb55b9fcaf6135e0da56db1cfe3b4d1ff80fc56ddb9a050a26e,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.1.0.1_lp.gurobi.log"
R.0.0.0.0.1.1.1,LP,"OPTIMAL",0,0.285644,0.14,0.379882,0,1591,0,0.0297157,1,0,17674df7f45a08db9096de2650ed1e0d87a9156daa97359ea9b4bd1700c9c5dd,17674df7f45a08db9096de2650ed1e0d87a9156daa97359ea9b4bd1700c9c5dd,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage0r1_trace__moderate_seed4301__c3_replica__45s\external\native_logs\R.0.0.0.0.1.1.1_lp.gurobi.log"
