telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0230427,initialize,R,0,0.0192781
0.333331,lp_complete,R,0.00301644,0.0192781
0.333358,atomic_split,R,0.00301644,0.0192781
0.668181,lp_complete,R.0,0.00301644,0.0192781
0.668215,atomic_split,R.0,0.00301644,0.0192781
0.935922,lp_complete,R.1,0.00313158,0.0192781
0.935947,atomic_split,R.1,0.00313158,0.0192781
1.26435,lp_complete,R.0.0,0.00313158,0.0192781
1.26437,atomic_split,R.0.0,0.00313158,0.0192781
1.61759,lp_complete,R.0.1,0.0032094,0.0192781
1.61762,atomic_split,R.0.1,0.0032094,0.0192781
1.95067,lp_complete,R.0.0.0,0.0032094,0.0192781
1.9507,atomic_split,R.0.0.0,0.0032094,0.0192781
2.26528,lp_complete,R.0.0.1,0.00326366,0.0192781
2.26531,atomic_split,R.0.0.1,0.00326366,0.0192781
2.57368,lp_complete,R.0.0.0.0,0.00326366,0.0192781
2.57371,atomic_split,R.0.0.0.0,0.00326366,0.0192781
2.87793,lp_complete,R.0.0.0.1,0.00347235,0.0192781
2.87796,atomic_split,R.0.0.0.1,0.00347235,0.0192781
3.04391,lp_infeasible,R.0.0.0.0.0,0.00347235,0.0192781
3.34173,lp_complete,R.0.0.0.0.1,0.00378615,0.0192781
3.34176,atomic_split,R.0.0.0.0.1,0.00378615,0.0192781
3.65711,lp_complete,R.0.0.0.0.1.1,0.00378615,0.0192781
3.65716,atomic_split,R.0.0.0.0.1.1,0.00378615,0.0192781
3.96145,lp_complete,R.0.0.0.0.1.0,0.00390203,0.0192781
3.96148,atomic_split,R.0.0.0.0.1.0,0.00390203,0.0192781
4.25889,lp_complete,R.0.0.0.0.1.0.0,0.00390203,0.0192781
4.25892,atomic_split,R.0.0.0.0.1.0.0,0.00390203,0.0192781
4.55708,lp_complete,R.0.0.0.0.1.0.1,0.00394404,0.0192781
4.55712,atomic_split,R.0.0.0.0.1.0.1,0.00394404,0.0192781
4.86159,lp_complete,R.0.0.0.0.1.1.1,0.00394404,0.0192781
4.86162,atomic_split,R.0.0.0.0.1.1.1,0.00394404,0.0192781
