parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.0096390255716286514,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.0048195127858143257,1,false,"accepted_initial_partition_breakpoint"
R.1,1,initial_partition,1,0.014458538357442978,1,false,"accepted_initial_partition_breakpoint"
R.0.0,2,adaptive_refinement,1,0.0024097563929071628,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1,2,adaptive_refinement,1,0.007229269178721489,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0,3,adaptive_refinement,1,0.0012048781964535814,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1,3,adaptive_refinement,1,0.0036146345893607445,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0,4,adaptive_refinement,1,0.00060243909822679071,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1,4,adaptive_refinement,1,0.0018073172946803722,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1,5,adaptive_refinement,1,0.00090365864734018612,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1,6,adaptive_refinement,1,0.0010542684218968839,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0,6,adaptive_refinement,1,0.00075304887278348836,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.0,7,adaptive_refinement,1,0.00067774398550513948,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1,7,adaptive_refinement,1,0.00082835376006183724,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1,7,adaptive_refinement,1,0.0011295733091752328,1,false,"accepted_unconditional_adaptive_midpoint"
