run_id,child_uid,parent_uid,sibling_uid,creation_time,first_process_time,delay_seconds,creation_node_count,first_process_node_count,delay_processed_nodes,child_estimate,domain_estimate,estimate_lift,estimate_mode
stage4__V12_M2__f0__3600s,1,0,2,3.3846102999999998,3.3853257999999999,0.00071550000000009106,0,1,1,0.37879177068688613,0.031071274666607397,0,parent-copy
stage4__V12_M2__f0__3600s,2,0,1,3.3846102999999998,3.5168659999999998,0.13225569999999998,0,2,2,0.37879177068688613,0.39032331004409287,0,parent-copy
stage4__V12_M2__f0__3600s,3,2,4,3.6485284999999998,3.6490499999999999,0.00052150000000006358,2,3,1,0.59778436194294582,0.39032331004409287,0,parent-copy
stage4__V12_M2__f0__3600s,5,3,6,3.6877748000000001,4.4042389999999996,0.71646419999999944,3,5,2,0.61254422863052205,0.39032331004409287,0,parent-copy
stage4__V12_M2__f0__3600s,6,3,5,3.6877748000000001,4.6513869999999997,0.96361219999999959,3,6,3,0.61254422863052205,0.4801363188884642,0,parent-copy
stage4__V12_M2__f0__3600s,7,5,8,4.4772103000000003,4.7322562000000001,0.25504589999999983,5,7,2,0.62342253382026169,0.39032331004409287,0,parent-copy
stage4__V12_M2__f0__3600s,8,5,7,4.4772103000000003,4.7805257000000001,0.30331539999999979,5,8,3,0.62342253382026169,0.43522981446627851,0,parent-copy
stage4__V12_M2__f0__3600s,11,8,12,4.8214437999999999,4.8225802,0.0011364000000000374,8,9,1,0.6450774177008648,0.43522981446627851,0,parent-copy
stage4__V12_M2__f0__3600s,12,8,11,4.8214437999999999,4.8884638999999996,0.067020099999999694,8,10,2,0.6450774177008648,0.45768306667737135,0,parent-copy
stage4__V12_M2__f0__3600s,13,11,14,4.8710560999999997,4.9428353999999999,0.071779300000000212,9,11,2,0.65138217840983503,0.43522981446627851,0,parent-copy
stage4__V12_M2__f0__3600s,14,11,13,4.8710560999999997,4.9763557,0.10529960000000038,9,12,3,0.65138217840983503,0.44645644057182493,0,parent-copy
stage4__V12_M2__f0__3600s,17,14,18,4.9996429999999998,5.0005834,0.00094040000000017443,12,13,1,0.65611635553322856,0.44645644057182493,0,parent-copy
