station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,5,13,12
2,17,11,9
3,14,10,8
4,5,16,15
5,3,12,11
6,21,14,13
7,4,11,10
8,12,8,7
9,12,8,7
10,17,11,9
11,4,13,12
12,2,9,8
13,15,10,8
14,4,11,10
15,4,13,12
16,5,12,11
17,3,10,8
18,2,10,8
19,16,11,10
20,15,10,8
21,3,11,9
22,27,17,17
23,16,11,10
24,0,4,3
25,19,13,12
26,2,9,8
27,2,13,12
28,11,8,7
29,15,10,8
30,15,10,8
