vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,25,8,7,0,0,7,240.14869515531885,420.0,12
0,2,25,8,12,5,0,7,12,913.5965126710565,300.0,7
0,3,8,12,21,0,6,12,6,466.5834438420745,360.0,8
0,4,12,21,20,0,6,6,0,210.19011452462436,360.0,9
0,5,21,20,17,7,0,0,7,548.8851507781204,420.0,8
0,6,20,17,22,0,5,7,2,721.2481318997878,300.0,8
0,7,17,22,19,10,0,2,12,343.12995806890757,600.0,17
0,8,22,19,1,6,0,12,18,788.911346903717,360.0,10
0,9,19,1,11,0,7,18,11,809.3240471693812,420.0,12
0,10,1,11,24,0,8,11,3,462.9550269040474,480.0,12
0,11,11,24,0,0,3,3,0,200.60054272353884,180.0,3
1,1,0,30,6,7,0,0,7,96.0325705212882,420.0,8
1,2,30,6,15,8,0,7,15,939.4274452264581,480.0,13
1,3,6,15,26,0,8,15,7,967.2181566634877,480.0,12
1,4,15,26,2,0,6,7,1,866.6106250016878,360.0,8
1,5,26,2,29,8,0,1,9,513.1021701515292,480.0,9
1,6,2,29,16,7,0,9,16,579.616290594011,420.0,8
1,7,29,16,27,0,6,16,10,422.0524064169762,360.0,11
1,8,16,27,0,0,10,10,0,1408.615966668912,600.0,12
2,1,0,13,18,7,0,0,7,570.9102834243835,420.0,8
2,2,13,18,23,0,6,7,1,395.0937291267588,360.0,8
2,3,18,23,3,6,0,1,7,670.6404049770866,360.0,10
2,4,23,3,28,6,0,7,13,507.9893031192707,360.0,8
2,5,3,28,14,4,0,13,17,629.3387159119743,240.0,7
2,6,28,14,5,0,6,17,11,323.66491022163353,360.0,10
2,7,14,5,9,0,8,11,3,402.7083746722153,480.0,11
2,8,5,9,7,5,0,3,8,456.3686496941986,300.0,7
2,9,9,7,10,0,6,8,2,489.49284360832576,360.0,10
2,10,7,10,4,8,0,2,10,556.2740464056178,480.0,9
2,11,10,4,0,0,10,10,0,441.79645621309515,600.0,15
