stage,instance,family,V,M,sealed_heldout,arm,repetition,budget_seconds,return_code,emergency_timeout,status,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,strict_certificate,runtime_seconds,graceful_deadline_finalization,failure_reason,run_id,run_path
4,high_imbalance_seed3202,high_imbalance,20,3,False,C5-CANDIDATE,0,300,0,False,optimal,1.749313452050631,1.7493134520506337,1.7493134520506337,1.5231891437048475e-15,True,212.3920862,False,none,stage4__high_imbalance_seed3202__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed3202__c5_candidate__300s
4,high_imbalance_seed3202,high_imbalance,20,3,False,C6-CANDIDATE,0,300,0,False,optimal,1.7493134520506324,1.7493134520506337,1.7493134520506337,7.615945718524238e-16,True,232.3648797,False,none,stage4__high_imbalance_seed3202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed3202__c6_candidate__300s
4,high_imbalance_seed3202,high_imbalance,20,3,False,P-GRB,0,300,0,False,time_limit,1.074560640382136,1.7630423841732887,1.7493134520506337,0.3857243599639152,False,295.0210222,False,,stage4__high_imbalance_seed3202__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed3202__p_grb__300s
4,high_imbalance_seed3202,high_imbalance,20,3,False,P-GRB-HGA,0,300,0,False,time_limit,1.0864121672158895,1.7493134520506337,1.7493134520506337,0.3789494010108124,False,295.0190153,False,,stage4__high_imbalance_seed3202__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed3202__p_grb_hga__300s
4,high_imbalance_seed3202,high_imbalance,20,3,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,1.6806038349356158,1.7493134520506337,1.7493134520506337,0.03927804764461909,False,295.1868727,False,,stage4__high_imbalance_seed3202__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed3202__s0_cplex__300s
4,high_imbalance_seed6202,high_imbalance,50,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,7.461555638889693,9.736060015392617,9.729609677413569,0.2331084302167808,False,295.1002438,True,overall_global_deadline,stage4__high_imbalance_seed6202__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed6202__c5_candidate__300s
4,high_imbalance_seed6202,high_imbalance,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,8.191699928419316,9.81084774602648,9.729609677413569,0.15806489674137436,False,295.0972056,True,overall_global_deadline,stage4__high_imbalance_seed6202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed6202__c6_candidate__300s
4,high_imbalance_seed6202,high_imbalance,50,3,False,P-GRB,0,300,0,False,time_limit,7.8574233767331165,10.051557504392527,9.729609677413569,0.19242152180334302,False,295.0246012,False,,stage4__high_imbalance_seed6202__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed6202__p_grb__300s
4,high_imbalance_seed6202,high_imbalance,50,3,False,P-GRB-HGA,0,300,0,False,time_limit,7.859266062447191,9.815911956147119,9.729609677413569,0.19223213232368563,False,295.0247521,False,,stage4__high_imbalance_seed6202__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed6202__p_grb_hga__300s
4,high_imbalance_seed6202,high_imbalance,50,3,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,8.227798048977435,9.820664665302525,9.729609677413569,0.1543547663502326,False,296.3320548,False,,stage4__high_imbalance_seed6202__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__high_imbalance_seed6202__s0_cplex__300s
4,moderate_seed3302,moderate,20,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.13984710960974936,0.19563620654901237,0.19563620654901237,0.2851675460456563,False,295.0500488,True,overall_global_deadline,stage4__moderate_seed3302__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed3302__c5_candidate__300s
4,moderate_seed3302,moderate,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.14946819954967203,0.19563620654901237,0.19563620654901237,0.23598907284973325,False,295.038711,True,overall_global_deadline,stage4__moderate_seed3302__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed3302__c6_candidate__300s
4,moderate_seed3302,moderate,20,3,False,P-GRB,0,300,0,False,time_limit,0.12930891517259988,0.219953022089018,0.19563620654901237,0.3390338248037724,False,295.0209471,False,,stage4__moderate_seed3302__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed3302__p_grb__300s
4,moderate_seed3302,moderate,20,3,False,P-GRB-HGA,0,300,0,False,time_limit,0.12792663746797142,0.19563620654901237,0.19563620654901237,0.3460993763650687,False,295.0163715,False,,stage4__moderate_seed3302__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed3302__p_grb_hga__300s
4,moderate_seed3302,moderate,20,3,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,0.1414148241236792,0.19563620654901237,0.19563620654901237,0.2771541289917068,False,295.2160674,False,,stage4__moderate_seed3302__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed3302__s0_cplex__300s
4,moderate_seed6301,moderate,50,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.4949981501640891,0.6075292832179728,0.5864998229863859,0.15601312947782559,False,295.0848188,True,overall_global_deadline,stage4__moderate_seed6301__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed6301__c5_candidate__300s
4,moderate_seed6301,moderate,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.5251195810410858,0.6075292832179728,0.5864998229863859,0.10465517556810056,False,295.0864744,True,overall_global_deadline,stage4__moderate_seed6301__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed6301__c6_candidate__300s
