stage,instance,family,V,M,sealed_heldout,arm,repetition,budget_seconds,return_code,emergency_timeout,status,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,strict_certificate,runtime_seconds,graceful_deadline_finalization,failure_reason,run_id,run_path
4,moderate_seed6301,moderate,50,3,False,P-GRB,0,300,0,False,time_limit,0.4334604561007951,1.042133065991235,0.5864998229863859,0.26093676568619056,False,295.0340211,False,,stage4__moderate_seed6301__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed6301__p_grb__300s
4,moderate_seed6301,moderate,50,3,False,P-GRB-HGA,0,300,0,False,time_limit,0.44082360132949966,0.5877561513908804,0.5864998229863859,0.2483823795804756,False,295.0252426,False,,stage4__moderate_seed6301__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed6301__p_grb_hga__300s
4,moderate_seed6301,moderate,50,3,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,0.0,0.6075292832179728,0.5864998229863859,1.0,False,296.6231166,False,,stage4__moderate_seed6301__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__moderate_seed6301__s0_cplex__300s
4,tight_T_seed3101,tight_T,20,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.05362636706697072,0.10725273413394144,0.10725273413394144,0.5,False,295.0296723,True,overall_global_deadline,stage4__tight_T_seed3101__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__tight_T_seed3101__c5_candidate__300s
4,tight_T_seed3101,tight_T,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.05474819668481515,0.10725273413394144,0.10725273413394144,0.4895403168329169,False,295.0316084,True,overall_global_deadline,stage4__tight_T_seed3101__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__tight_T_seed3101__c6_candidate__300s
4,tight_T_seed3101,tight_T,20,3,False,P-GRB,0,300,0,False,time_limit,0.01937849707503963,0.11608225228456553,0.10725273413394144,0.8193193186959785,False,295.0260036,False,,stage4__tight_T_seed3101__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__tight_T_seed3101__p_grb__300s
4,tight_T_seed3101,tight_T,20,3,False,P-GRB-HGA,0,300,0,False,time_limit,0.02116775725049881,0.10725273413394144,0.10725273413394144,0.8026366654293057,False,295.0231745,False,,stage4__tight_T_seed3101__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__tight_T_seed3101__p_grb_hga__300s
4,tight_T_seed3101,tight_T,20,3,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,0.0395500292354316,0.10725273413394144,0.10725273413394144,0.6312445593597646,False,295.1672055,False,,stage4__tight_T_seed3101__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__tight_T_seed3101__s0_cplex__300s
4,V12_M1,v12,12,1,False,C5-CANDIDATE,0,300,0,False,optimal,0.3572005832084146,0.3572005832084155,0.3572005832084155,2.641903779817653e-15,True,56.0137574,False,none,stage4__V12_M1__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M1__c5_candidate__300s
4,V12_M1,v12,12,1,False,C6-CANDIDATE,0,300,0,False,optimal,0.3572005832084145,0.3572005832084155,0.3572005832084155,2.797309884512809e-15,True,29.3992671,False,none,stage4__V12_M1__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M1__c6_candidate__300s
4,V12_M1,v12,12,1,False,P-GRB,0,300,0,False,optimal,0.3572005832084151,0.3572005832084155,0.3572005832084155,1.2432488375612486e-15,True,34.9711588,False,,stage4__V12_M1__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M1__p_grb__300s
4,V12_M1,v12,12,1,False,P-GRB-HGA,0,300,0,False,optimal,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.0,True,23.4639927,False,,stage4__V12_M1__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M1__p_grb_hga__300s
4,V12_M1,v12,12,1,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,0.35667999308407683,0.3572005832084155,0.3572005832084155,0.0014574167815256482,False,295.1352577,False,,stage4__V12_M1__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M1__s0_cplex__300s
4,V12_M2,v12,12,2,False,C5-CANDIDATE,0,300,0,False,optimal,0.7185040707549704,0.7185040707549709,0.7185040707549709,7.725934130467664e-16,True,229.2995614,False,none,stage4__V12_M2__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M2__c5_candidate__300s
4,V12_M2,v12,12,2,False,C6-CANDIDATE,0,300,0,False,optimal,0.7185040707549673,0.7185040707549709,0.7185040707549709,5.099116526108658e-15,True,122.712374,False,none,stage4__V12_M2__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M2__c6_candidate__300s
4,V12_M2,v12,12,2,False,P-GRB,0,300,0,False,optimal,0.7185040707549712,0.7185040707549709,0.7185040707549709,0.0,True,171.4625765,False,,stage4__V12_M2__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M2__p_grb__300s
4,V12_M2,v12,12,2,False,P-GRB-HGA,0,300,0,False,optimal,0.7185040407320449,0.7185040707549709,0.7185040707549709,4.1785324893998136e-08,True,59.2916811,False,,stage4__V12_M2__p_grb_hga__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M2__p_grb_hga__300s
4,V12_M2,v12,12,2,False,S0-CPLEX,0,300,0,False,global_gini_tree_time_limit,0.7068186123157649,0.7185040707549709,0.7185040707549709,0.01626359392359106,False,295.2168128,False,,stage4__V12_M2__s0_cplex__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage4__V12_M2__s0_cplex__300s
