stage,instance,family,V,M,sealed_heldout,arm,repetition,budget_seconds,return_code,emergency_timeout,status,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,strict_certificate,runtime_seconds,graceful_deadline_finalization,failure_reason,run_id,run_path
6,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,3,True,C6-CANDIDATE,0,1200,0,False,optimal,8.771979091147195,8.771979091147195,8.771979091147195,0.0,True,1037.6201866,False,none,stage6__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__1200s
6,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,3,True,P-GRB,0,1200,0,False,time_limit,8.0908026937936,9.321492928544242,8.771979091147195,0.07765367316493574,False,1195.0789617,False,,stage6__round31_sealed_high_imbalance_V50_seed802548647__p_grb__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__round31_sealed_high_imbalance_V50_seed802548647__p_grb__1200s
6,tight_T_seed3101,tight_T,20,3,False,C5-CANDIDATE,0,1200,0,False,round30_c5_external_gini_tree_time_limit,0.06921102291515194,0.10725273413394144,0.10725273413394144,0.3546922279042464,False,1195.0262984,True,overall_global_deadline,stage6__tight_T_seed3101__c5_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__tight_T_seed3101__c5_candidate__1200s
6,tight_T_seed3101,tight_T,20,3,False,C6-CANDIDATE,0,1200,0,False,round31_c6_external_gini_tree_time_limit,0.06815617899863766,0.10725273413394144,0.10725273413394144,0.3645273516895007,False,1195.0240296,True,overall_global_deadline,stage6__tight_T_seed3101__c6_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__tight_T_seed3101__c6_candidate__1200s
6,tight_T_seed3101,tight_T,20,3,False,P-GRB,0,1200,0,False,time_limit,0.0247747431780969,0.11608225228456553,0.10725273413394144,0.769005952359618,False,1195.0669218,False,,stage6__tight_T_seed3101__p_grb__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__tight_T_seed3101__p_grb__1200s
6,tight_T_seed5102,tight_T,20,3,False,C5-CANDIDATE,0,1200,0,False,round30_c5_external_gini_tree_time_limit,0.24993056152868925,0.3623546627845846,0.3623546627845846,0.3102598442971606,False,1195.0284558,True,overall_global_deadline,stage6__tight_T_seed5102__c5_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__tight_T_seed5102__c5_candidate__1200s
6,tight_T_seed5102,tight_T,20,3,False,C6-CANDIDATE,0,1200,0,False,round31_c6_external_gini_tree_time_limit,0.28917631309429254,0.3623546627845846,0.3623546627845846,0.20195227826775808,False,1195.035949,True,overall_global_deadline,stage6__tight_T_seed5102__c6_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__tight_T_seed5102__c6_candidate__1200s
6,tight_T_seed5102,tight_T,20,3,False,P-GRB,0,1200,0,False,time_limit,0.2367271144195346,0.3764376942569104,0.3623546627845846,0.34669775572816086,False,1195.0806474,False,,stage6__tight_T_seed5102__p_grb__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__tight_T_seed5102__p_grb__1200s
6,V12_M2,v12,12,2,False,C5-CANDIDATE,0,1200,0,False,optimal,0.7185040707549704,0.7185040707549709,0.7185040707549709,7.725934130467664e-16,True,229.2087278,False,none,stage6__V12_M2__c5_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__V12_M2__c5_candidate__1200s
6,V12_M2,v12,12,2,False,C6-CANDIDATE,0,1200,0,False,optimal,0.7185040707549673,0.7185040707549709,0.7185040707549709,5.099116526108658e-15,True,122.5685909,False,none,stage6__V12_M2__c6_candidate__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__V12_M2__c6_candidate__1200s
6,V12_M2,v12,12,2,False,P-GRB,0,1200,0,False,optimal,0.7185040707549712,0.7185040707549709,0.7185040707549709,0.0,True,171.7818378,False,,stage6__V12_M2__p_grb__1200s,results/gf_nonblocking_gurobi_c6_round31/runs/stage6__V12_M2__p_grb__1200s
