instance,run_id,arm,leaf_id,depth,status,ledger_work,ledger_runtime,log_available,log_path,model_rows,model_columns,model_nonzeros,presolve_removed_rows,presolve_removed_columns,presolved_rows,presolved_columns,presolved_nonzeros,lp_iterations,lp_seconds,lp_work,matrix_range_min,matrix_range_max,objective_range_min,objective_range_max,bounds_range_min,bounds_range_max,rhs_range_min,rhs_range_max,reported_cut_families,reported_cut_count,cut_summary,primal_dual_vector_export_available,binding_row_family_counts_available,fractional_pattern_export_available,lp_objective
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.0.1,7,OPTIMAL,0.266553,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.0.1_lp.gurobi.log,11351,1034,113600,441,50,984,11891,112365,899,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6552496903
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.1.0,7,OPTIMAL,0.269505,0.082,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.1.0_lp.gurobi.log,11351,1034,113600,441,50,984,11892,112366,813,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6562189506
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.1.1,7,OPTIMAL,0.287815,0.0860002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11893,112367,801,0.09,0.29,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6571886491
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.1.0,2,OPTIMAL,0.295233,0.0939999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.1.0_lp.gurobi.log,11351,1034,113600,445,50,984,11891,112317,892,0.09,0.3,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6572034512
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.1.1,2,OPTIMAL,0.321393,0.098,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.1.1_lp.gurobi.log,11351,1034,113600,455,49,984,11883,112192,904,0.1,0.32,5e-05,1e+05,5e-05,1e+00,5e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6977163822
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L0,0,INFEASIBLE,13.7321,4.322,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L0_lp.gurobi.log,93009,18187,665195,15299,267,17632,94963,477759,10822,4.32,13.73,1e-02,2e+04,1e-02,1e+00,2e-01,5e+04,2e-01,1e+05,0,0,,False,False,False,
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L1,0,INFEASIBLE,25.596,8.226,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L1_lp.gurobi.log,93009,18187,665803,15225,267,17920,95721,462877,17091,8.22,25.6,1e-02,2e+04,1e-02,1e+00,2e-01,5e+04,2e-01,1e+05,0,0,,False,False,False,
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L2,0,OPTIMAL,5.79857,1.866,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L2_lp.gurobi.log,93009,18187,665803,15449,234,17920,95496,450106,8060,1.87,5.8,1e-02,2e+04,1e-02,1e+00,5e-01,5e+04,5e-01,1e+05,0,0,,False,False,False,7.407009003
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L2.0,1,OPTIMAL,11.3464,3.547,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L2.0_lp.gurobi.log,93009,18187,665803,15440,254,17920,95503,451461,9397,3.55,11.35,1e-02,2e+04,1e-02,1e+00,5e-01,5e+04,5e-01,1e+05,0,0,,False,False,False,7.90989441
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L2.1,1,OPTIMAL,6.86205,2.15,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L2.1_lp.gurobi.log,93009,18187,665803,15449,234,17920,95493,450100,8637,2.15,6.86,1e-02,2e+04,1e-02,1e+00,6e-01,5e+04,6e-01,1e+05,0,0,,False,False,False,7.461555639
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L3,0,OPTIMAL,4.86158,1.58,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L3_lp.gurobi.log,93009,18187,663353,15516,217,17920,95430,445917,6878,1.58,4.86,1e-02,2e+04,1e-02,1e+00,7e-01,5e+04,7e-01,1e+05,0,0,,False,False,False,7.555717611
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L3.0,1,OPTIMAL,5.12028,1.63,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L3.0_lp.gurobi.log,93009,18187,665803,15487,224,17920,95453,447706,6860,1.63,5.12,1e-02,2e+04,1e-02,1e+00,7e-01,5e+04,7e-01,1e+05,0,0,,False,False,False,7.555717611
high_imbalance_seed6202,stage2__high_imbalance_seed6202__c5_candidate__300s,C5-CANDIDATE,L3.1,1,OPTIMAL,4.16259,1.446,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__high_imbalance_seed6202__c5_candidate__300s/external/native_logs/L3.1_lp.gurobi.log,93009,18187,663353,15522,217,17920,95424,445905,6670,1.45,4.16,1e-02,2e+04,1e-02,1e+00,9e-01,5e+04,9e-01,1e+05,0,0,,False,False,False,7.678217611
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0,0,OPTIMAL,1.66031,0.534,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0_lp.gurobi.log,11903,3374,67088,897,104,11006,3292,64507,5447,0.53,1.66,7e-03,1e+04,7e-03,1e+00,5e-02,3e+02,5e-02,5e+04,0,0,,False,False,False,0.1139081078
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0,1,OPTIMAL,0.497055,0.173,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0_lp.gurobi.log,11903,3374,67088,824,104,11079,3456,64812,2242,0.17,0.5,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1271807262
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1,1,OPTIMAL,1.71061,0.537,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1_lp.gurobi.log,11903,3374,67328,679,102,11224,3294,65242,5313,0.54,1.71,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1279507442
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L1,0,OPTIMAL,1.00512,0.334,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L1_lp.gurobi.log,11903,3374,67328,767,102,11136,3273,65046,4032,0.33,1.01,7e-03,1e+04,7e-03,1e+00,5e-02,3e+02,5e-02,5e+04,0,0,,False,False,False,0.1360214123
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L1.0,1,OPTIMAL,1.02794,0.345,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L1.0_lp.gurobi.log,11903,3374,67328,735,102,11168,3276,65113,4074,0.34,1.03,7e-03,1e+04,7e-03,1e+00,5e-02,3e+02,5e-02,5e+04,0,0,,False,False,False,0.1382965835
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L1.1,1,OPTIMAL,1.07981,0.358,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L1.1_lp.gurobi.log,11903,3374,67328,767,102,11136,3273,65046,4389,0.36,1.08,7e-03,1e+04,7e-03,1e+00,7e-02,3e+02,7e-02,5e+04,0,0,,False,False,False,0.152249345
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L2,0,OPTIMAL,1.01876,0.341,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L2_lp.gurobi.log,11903,3374,67328,786,102,11117,3273,65008,4577,0.34,1.02,7e-03,1e+04,7e-03,1e+00,1e-01,2e+02,1e-01,5e+04,0,0,,False,False,False,0.1679310279
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L2.0,1,OPTIMAL,1.04019,0.34,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L2.0_lp.gurobi.log,11903,3374,67328,771,102,11132,3273,65038,4978,0.34,1.04,7e-03,1e+04,7e-03,1e+00,1e-01,2e+02,1e-01,5e+04,0,0,,False,False,False,0.1679992174
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L2.1,1,OPTIMAL,0.755852,0.257,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L2.1_lp.gurobi.log,11903,3374,67328,789,102,11114,3273,64948,3663,0.26,0.76,7e-03,1e+04,7e-03,1e+00,1e-01,2e+02,1e-01,5e+04,0,0,,False,False,False,0.1876108217
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.0,2,OPTIMAL,0.580951,0.194,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.0_lp.gurobi.log,11903,3374,67088,830,104,11073,3461,64797,2321,0.19,0.58,7e-03,1e+04,7e-03,1e+00,1e-02,3e+02,1e-02,5e+04,0,0,,False,False,False,0.1462999783
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1,2,OPTIMAL,0.488027,0.167,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3459,65559,2239,0.17,0.49,7e-03,1e+04,7e-03,1e+00,1e-02,3e+02,1e-02,5e+04,0,0,,False,False,False,0.1335655125
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0,2,OPTIMAL,0.912859,0.309,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,3602,0.31,0.91,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1331508118
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1,2,OPTIMAL,1.43266,0.461,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1_lp.gurobi.log,11903,3374,67328,679,102,11224,3294,65242,4837,0.46,1.43,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1349739413
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0,3,OPTIMAL,0.692216,0.239,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3401,65504,2876,0.24,0.69,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1362404831
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1,3,OPTIMAL,0.709294,0.256,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,3089,0.26,0.71,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1365146143
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.0,3,OPTIMAL,0.47609,0.164,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.0_lp.gurobi.log,11903,3374,67328,603,102,11300,3463,65556,2232,0.16,0.48,7e-03,1e+04,7e-03,1e+00,1e-02,3e+02,1e-02,5e+04,0,0,,False,False,False,0.1410341705
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1,3,OPTIMAL,0.537223,0.181,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3459,65559,2465,0.18,0.54,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1367651111
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0,3,OPTIMAL,1.23689,0.39,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0_lp.gurobi.log,11903,3374,67328,675,102,11228,3294,65250,4298,0.39,1.24,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1372690957
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.1,3,OPTIMAL,1.24902,0.397,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.1_lp.gurobi.log,11903,3374,67328,679,102,11224,3294,65242,4470,0.4,1.25,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1384769102
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0,4,OPTIMAL,0.488077,0.169,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3421,65522,2146,0.17,0.49,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1381133176
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1,4,OPTIMAL,0.543773,0.185,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3401,65504,2469,0.18,0.54,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1378431872
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0,4,OPTIMAL,0.547791,0.185,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3349,65419,2710,0.19,0.55,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1380223517
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1,4,OPTIMAL,0.652646,0.228,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,3042,0.23,0.65,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.138197249
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.0,4,OPTIMAL,0.57855,0.191,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.0_lp.gurobi.log,11903,3374,67328,603,102,11300,3462,65555,2625,0.19,0.58,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1386036965
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1,4,OPTIMAL,0.494984,0.167,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3459,65559,2202,0.17,0.49,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1383662259
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0,4,OPTIMAL,1.19351,0.383,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0_lp.gurobi.log,11903,3374,67328,654,102,11249,3308,65306,4567,0.38,1.19,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1384099402
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.1,4,OPTIMAL,1.15693,0.372,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.1_lp.gurobi.log,11903,3374,67328,675,102,11228,3294,65250,4124,0.37,1.16,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.139025477
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.0,5,OPTIMAL,0.558288,0.196,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3416,65517,2690,0.2,0.56,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1387818764
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.1.1,5,OPTIMAL,0.541841,0.183,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3401,65504,2458,0.18,0.54,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1386758637
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.0,5,OPTIMAL,0.537437,0.178,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.0_lp.gurobi.log,11903,3374,67328,608,102,11295,3373,65462,2514,0.18,0.54,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1387713138
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1,5,OPTIMAL,0.618632,0.209,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1_lp.gurobi.log,11903,3374,67328,618,102,11285,3349,65419,2710,0.21,0.62,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1388636181
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.0,5,OPTIMAL,0.564553,0.19,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.0_lp.gurobi.log,11903,3374,67328,601,102,11302,3440,65540,2722,0.19,0.56,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.139042993
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.1,5,OPTIMAL,0.681013,0.239,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3421,65522,2747,0.24,0.68,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.138914421
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0,5,OPTIMAL,0.742629,0.242,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0_lp.gurobi.log,11903,3374,67328,618,102,11285,3344,65414,3148,0.24,0.74,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,False,False,False,0.1389527663
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.1,5,OPTIMAL,0.713405,0.234,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.1_lp.gurobi.log,11903,3374,67328,630,102,11273,3335,65381,2929,0.23,0.71,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1390387478
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L1.0.0,2,OPTIMAL,1.15858,0.377,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L1.0.0_lp.gurobi.log,11903,3374,67328,717,102,11186,3279,65151,4365,0.38,1.16,7e-03,1e+04,7e-03,1e+00,5e-02,3e+02,5e-02,5e+04,0,0,,False,False,False,0.1397339046
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L1.0.1,2,OPTIMAL,1.1425,0.371,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L1.0.1_lp.gurobi.log,11903,3374,67328,735,102,11168,3276,65113,4516,0.37,1.14,7e-03,1e+04,7e-03,1e+00,6e-02,3e+02,6e-02,5e+04,0,0,,False,False,False,0.1462729925
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.0,5,OPTIMAL,0.444861,0.15,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.0_lp.gurobi.log,11903,3374,67328,603,102,11300,3459,65552,1891,0.15,0.44,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1392868591
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.1,5,OPTIMAL,0.488248,0.162,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.1_lp.gurobi.log,11903,3374,67328,601,102,11302,3459,65559,2170,0.16,0.49,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1391670857
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0,5,OPTIMAL,0.811317,0.264,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0_lp.gurobi.log,11903,3374,67328,637,102,11266,3325,65357,3316,0.26,0.81,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1391215524
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.1,5,OPTIMAL,1.35136,0.417,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.1_lp.gurobi.log,11903,3374,67328,654,102,11249,3308,65306,4652,0.42,1.35,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.1392885033
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.1.0,4,OPTIMAL,1.22713,0.377,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.1.0_lp.gurobi.log,11903,3374,67328,679,102,11224,3294,65242,4124,0.38,1.23,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,False,False,False,0.139630711
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.1.1,4,OPTIMAL,1.05415,0.342,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.1.1_lp.gurobi.log,11903,3374,67328,692,102,11211,3288,65209,3741,0.34,1.05,7e-03,1e+04,7e-03,1e+00,5e-02,3e+02,5e-02,5e+04,0,0,,False,False,False,0.140288541
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.0.0,5,OPTIMAL,0.486135,0.166,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.0.0_lp.gurobi.log,11903,3374,67328,603,102,11300,3463,65556,2491,0.17,0.49,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,False,False,False,0.1410618216
