stage,instance,family,V,M,sealed_heldout,arm,repetition,budget_seconds,return_code,emergency_timeout,status,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,strict_certificate,runtime_seconds,graceful_deadline_finalization,failure_reason,run_id,run_path
2,high_imbalance_seed3202,high_imbalance,20,3,False,C6-CANDIDATE,0,300,0,False,optimal,1.7493134520506324,1.7493134520506337,1.7493134520506337,7.615945718524238e-16,True,231.670066,False,none,stage2__high_imbalance_seed3202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed3202__c6_candidate__300s
2,high_imbalance_seed3202,high_imbalance,20,3,False,P-GRB,0,300,0,False,time_limit,1.074658780762213,1.7630423841732887,1.7493134520506337,0.385668257737089,False,295.0186727,False,,stage2__high_imbalance_seed3202__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed3202__p_grb__300s
2,high_imbalance_seed4201,high_imbalance,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,2.73528366795506,2.7832961908951837,2.7832961908951837,0.01725023843929505,False,295.0413268,True,overall_global_deadline,stage2__high_imbalance_seed4201__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed4201__c6_candidate__300s
2,high_imbalance_seed4201,high_imbalance,20,3,False,P-GRB,0,300,0,False,time_limit,2.0042580270669403,2.784107571242904,2.7832961908951837,0.27989768619547584,False,295.0206881,False,,stage2__high_imbalance_seed4201__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed4201__p_grb__300s
2,high_imbalance_seed5202,high_imbalance,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,1.056218727157622,1.1543377051882164,1.1543377051882164,0.08500023657686552,False,295.022483,True,overall_global_deadline,stage2__high_imbalance_seed5202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed5202__c6_candidate__300s
2,high_imbalance_seed5202,high_imbalance,20,3,False,P-GRB,0,300,0,False,time_limit,0.9252150909251404,1.192010805952623,1.1543377051882164,0.19848837409821699,False,295.0201992,False,,stage2__high_imbalance_seed5202__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed5202__p_grb__300s
2,high_imbalance_seed5203,high_imbalance,20,3,False,C6-CANDIDATE,0,300,0,False,optimal,2.3524097575828056,2.3524097575828193,2.3524097575828193,5.852197076200602e-15,True,156.8957982,False,none,stage2__high_imbalance_seed5203__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed5203__c6_candidate__300s
2,high_imbalance_seed5203,high_imbalance,20,3,False,P-GRB,0,300,0,False,time_limit,1.9903564132248892,2.355629122487788,2.3524097575828193,0.15390743181151917,False,295.0192493,False,,stage2__high_imbalance_seed5203__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed5203__p_grb__300s
2,high_imbalance_seed6202,high_imbalance,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,8.191699928419316,9.81084774602648,9.729609677413569,0.15806489674137436,False,295.0963981,True,overall_global_deadline,stage2__high_imbalance_seed6202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed6202__c6_candidate__300s
2,high_imbalance_seed6202,high_imbalance,50,3,False,P-GRB,0,300,0,False,time_limit,7.8574233767331165,10.051557504392527,9.729609677413569,0.19242152180334302,False,295.0254104,False,,stage2__high_imbalance_seed6202__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__high_imbalance_seed6202__p_grb__300s
2,moderate_seed3302,moderate,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.14946819954967203,0.19563620654901237,0.19563620654901237,0.23598907284973325,False,295.0382735,True,overall_global_deadline,stage2__moderate_seed3302__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed3302__c6_candidate__300s
2,moderate_seed3302,moderate,20,3,False,P-GRB,0,300,0,False,time_limit,0.12930891517259988,0.219953022089018,0.19563620654901237,0.3390338248037724,False,295.0223262,False,,stage2__moderate_seed3302__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed3302__p_grb__300s
2,moderate_seed4302,moderate,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.016079255011255657,0.04854285887126694,0.04854285887126694,0.6687616801907572,False,295.0287204,True,overall_global_deadline,stage2__moderate_seed4302__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed4302__c6_candidate__300s
2,moderate_seed4302,moderate,20,3,False,P-GRB,0,300,0,False,time_limit,8.816848156789071e-08,0.05457724328859062,0.04854285887126694,0.9999981836982077,False,295.0174046,False,,stage2__moderate_seed4302__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed4302__p_grb__300s
2,moderate_seed5301,moderate,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.0860139104573489,0.16885733659692667,0.16885733659692667,0.4906119438406776,False,295.0384836,True,overall_global_deadline,stage2__moderate_seed5301__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed5301__c6_candidate__300s
2,moderate_seed5301,moderate,20,3,False,P-GRB,0,300,0,False,time_limit,0.07244786168696789,0.18314472499185203,0.16885733659692667,0.5709522420106294,False,295.018927,False,,stage2__moderate_seed5301__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed5301__p_grb__300s
2,moderate_seed5302,moderate,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.03307293224904078,0.109681593369203,0.109681593369203,0.6984641521598538,False,295.0289029,True,overall_global_deadline,stage2__moderate_seed5302__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed5302__c6_candidate__300s
2,moderate_seed5302,moderate,20,3,False,P-GRB,0,300,0,False,time_limit,0.026346485760173625,0.109681593369203,0.109681593369203,0.759791183270945,False,295.0251663,False,,stage2__moderate_seed5302__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed5302__p_grb__300s
2,moderate_seed6301,moderate,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.5251195810410858,0.6075292832179728,0.5864998229863859,0.10465517556810056,False,295.0849214,True,overall_global_deadline,stage2__moderate_seed6301__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed6301__c6_candidate__300s
2,moderate_seed6301,moderate,50,3,False,P-GRB,0,300,0,False,time_limit,0.4334604561007951,1.042133065991235,0.5864998229863859,0.26093676568619056,False,295.0299379,False,,stage2__moderate_seed6301__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__moderate_seed6301__p_grb__300s
2,tight_T_seed3101,tight_T,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.05474819668481515,0.10725273413394144,0.10725273413394144,0.4895403168329169,False,295.0315788,True,overall_global_deadline,stage2__tight_T_seed3101__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed3101__c6_candidate__300s
2,tight_T_seed3101,tight_T,20,3,False,P-GRB,0,300,0,False,time_limit,0.01937849707503963,0.11608225228456553,0.10725273413394144,0.8193193186959785,False,295.0255749,False,,stage2__tight_T_seed3101__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed3101__p_grb__300s
2,tight_T_seed4101,tight_T,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.5356472063661022,0.562981400559009,0.562981400559009,0.04855257059250183,False,295.0264859,True,overall_global_deadline,stage2__tight_T_seed4101__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed4101__c6_candidate__300s
2,tight_T_seed4101,tight_T,20,3,False,P-GRB,0,300,0,False,time_limit,0.36326075806486424,0.5859776641086627,0.562981400559009,0.3547553121574414,False,295.0206356,False,,stage2__tight_T_seed4101__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed4101__p_grb__300s
2,tight_T_seed5102,tight_T,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.28917631309429254,0.3623546627845846,0.3623546627845846,0.20195227826775808,False,295.025359,True,overall_global_deadline,stage2__tight_T_seed5102__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed5102__c6_candidate__300s
2,tight_T_seed5102,tight_T,20,3,False,P-GRB,0,300,0,False,time_limit,0.2258845704217254,0.41866710699519083,0.3623546627845846,0.3766202187495763,False,295.0210007,False,,stage2__tight_T_seed5102__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed5102__p_grb__300s
2,tight_T_seed5103,tight_T,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.2596608775918617,0.2843258683938499,0.2843258683938499,0.0867490212597262,False,295.0310021,True,overall_global_deadline,stage2__tight_T_seed5103__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed5103__c6_candidate__300s
2,tight_T_seed5103,tight_T,20,3,False,P-GRB,0,300,0,False,time_limit,0.15202339601727297,0.2978986323156426,0.2843258683938499,0.4653198568387409,False,295.0220277,False,,stage2__tight_T_seed5103__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed5103__p_grb__300s
2,tight_T_seed6102,tight_T,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.6076725098040475,0.6855974831044359,0.6855974831044359,0.11365994657322598,False,295.0823111,True,overall_global_deadline,stage2__tight_T_seed6102__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed6102__c6_candidate__300s
2,tight_T_seed6102,tight_T,50,3,False,P-GRB,0,300,0,False,time_limit,0.5114077669336669,0.7043455740789398,0.6855974831044359,0.25406994696366914,False,295.0364549,False,,stage2__tight_T_seed6102__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__tight_T_seed6102__p_grb__300s
2,V12_M1,v12,12,1,False,C6-CANDIDATE,0,300,0,False,optimal,0.3572005832084145,0.3572005832084155,0.3572005832084155,2.797309884512809e-15,True,29.4769882,False,none,stage2__V12_M1__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__V12_M1__c6_candidate__300s
2,V12_M1,v12,12,1,False,P-GRB,0,300,0,False,optimal,0.3572005832084151,0.3572005832084155,0.3572005832084155,1.2432488375612486e-15,True,35.1602029,False,,stage2__V12_M1__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__V12_M1__p_grb__300s
2,V12_M2,v12,12,2,False,C6-CANDIDATE,0,300,0,False,optimal,0.7185040707549673,0.7185040707549709,0.7185040707549709,5.099116526108658e-15,True,122.6671406,False,none,stage2__V12_M2__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__V12_M2__c6_candidate__300s
2,V12_M2,v12,12,2,False,P-GRB,0,300,0,False,optimal,0.7185040707549712,0.7185040707549709,0.7185040707549709,0.0,True,171.1609175,False,,stage2__V12_M2__p_grb__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage2__V12_M2__p_grb__300s
