instance,same_model_object_reuse,model_count,model_free_count,integer_domain_restore_count,lp_optimize_count,basis_reuse_claimed,native_tree_continuation_claimed,row_identity_gated_by_sha256,lifecycle_complete,passed
moderate_seed4301,3,4,4,4,4,False,False,True,True,True
