instance,run_id,arm,leaf_id,solve_kind,log_available,log_path,model_rows,model_columns,model_nonzeros,continuous_variables,integer_variables,binary_variables,presolve_removed_rows,presolve_removed_columns,presolved_rows,presolved_columns,presolved_nonzeros,root_relaxation_objective,root_iterations,root_seconds,root_work,explored_nodes,total_simplex_iterations,native_seconds,native_work,matrix_range_min,matrix_range_max,objective_range_min,objective_range_max,bounds_range_min,bounds_range_max,rhs_range_min,rhs_range_max,reported_cut_families,reported_cut_count,cut_summary,depth,native_status,ledger_work,ledger_runtime,ledger_nodes
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.0.0.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.0.0.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,816,79,11087,3295,72524,0.1393981,3237,0.21,0.53,1,10219,2.08,4.16,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,14,731,BQP=7;Clique=15;Cover=18;Flow cover=68;GUB cover=8;Gomory=8;Implied bound=161;Learned=5;MIR=378;Network=24;RLT=5;Relax-and-lift=21;StrongCG=9;Zero half=4,5,INTERRUPTED,4.15918,2.081,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,962,75,10941,3299,73342,0.1395161,4779,0.38,1.11,1,4779,0.64,1.58,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,5,INTERRUPTED,1.58406,0.64,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,815,89,11088,3285,73125,0.1395191,4434,0.26,0.65,1,8194,1.06,2.53,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,5,INTERRUPTED,2.53115,1.06,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.1.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.1.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,819,91,11084,3283,72868,0.1396358,3671,0.25,0.62,1,8577,1.16,2.9,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,5,INTERRUPTED,2.89729,1.162,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,996,75,10907,3299,71075,0.1398336,5382,0.48,1.39,1,5382,0.72,1.84,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,5,INTERRUPTED,1.84468,0.717,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.0.1.1.0.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.0.1.1.0.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,819,99,11084,3275,75200,0.1397482,3670,0.2,0.5,1,7936,1.13,2.55,7e-03,1e+04,7e-03,1e+00,2e-02,3e+02,2e-02,5e+04,0,0,,5,INTERRUPTED,2.55338,1.135,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,922,77,10981,3297,70893,0.1394076,3674,0.2,0.49,1,8394,1.01,2.48,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,6,INTERRUPTED,2.47798,1.013,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,923,77,10980,3297,73237,0.1394542,2830,0.16,0.41,1,7911,1.04,2.63,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,0,0,,6,INTERRUPTED,2.63312,1.035,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,945,75,10958,3299,71217,0.1396755,4481,0.33,0.89,1,9020,1.22,3.09,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,6,INTERRUPTED,3.09274,1.217,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,962,75,10941,3299,73334,0.1397862,5442,0.47,1.39,1,5442,0.72,1.87,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,6,INTERRUPTED,1.87023,0.725,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.1.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.1.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,1031,75,10872,3299,71038,0.1401463,4838,0.39,1.09,1,4838,0.64,1.55,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,5,INTERRUPTED,1.54626,0.637,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.0_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,905,77,10998,3297,71004,0.1395191,3326,0.18,0.46,11,81391,21.78,44.36,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,13,473,BQP=2;Clique=12;Cover=39;Flow cover=70;GUB cover=1;Gomory=1;Implied bound=82;Learned=15;MIR=198;Network=18;RLT=5;Relax-and-lift=28;StrongCG=2,7,INFEASIBLE,44.3564,21.779,11.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.0.1_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,922,77,10981,3297,70893,0.1395539,4371,0.26,0.67,5,61183,16.85,34.47,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,12,387,BQP=1;Clique=13;Cover=31;Flow cover=67;GUB cover=1;Implied bound=62;Learned=21;MIR=149;Network=18;RLT=1;Relax-and-lift=21;StrongCG=2,7,INFEASIBLE,34.474,16.852,5.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.0_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,922,77,10981,3297,73174,0.1395663,3213,0.18,0.45,5,66549,19.05,37.26,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,10,408,BQP=2;Clique=15;Cover=38;Flow cover=57;Implied bound=76;Learned=19;MIR=161;Network=17;RLT=5;Relax-and-lift=18,7,INFEASIBLE,37.2641,19.048,5.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.0.1.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.0.1.1.1_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,923,77,10980,3297,73237,0.139586,4317,0.27,0.7,13,73243,20.57,40.46,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,11,400,BQP=2;Clique=8;Cover=32;Flow cover=56;Implied bound=66;Learned=17;MIR=179;Network=23;RLT=5;Relax-and-lift=10;StrongCG=2,7,INFEASIBLE,40.455,20.572,13.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.0_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,926,77,10977,3297,70941,0.1395,3713,0.24,0.68,3,78833,21.63,43.86,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,13,483,BQP=2;Clique=17;Cover=40;Flow cover=88;GUB cover=1;Gomory=1;Implied bound=73;Learned=15;MIR=190;Network=19;RLT=5;Relax-and-lift=30;StrongCG=2,6,INFEASIBLE,43.863,21.631,3.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.0.1.1.0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.0.1.1.0.1_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,928,77,10975,3297,73404,0.1395451,4287,0.3,0.8,3,53706,16.23,31.07,7e-03,1e+04,7e-03,1e+00,3e-02,3e+02,3e-02,5e+04,12,413,BQP=3;Clique=8;Cover=45;Flow cover=64;Implied bound=64;Knapsack=1;Learned=16;MIR=177;Network=14;RLT=4;Relax-and-lift=14;StrongCG=3,6,INFEASIBLE,31.0698,16.234,3.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1.0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1.0_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,945,75,10958,3299,73398,0.1398471,5277,0.44,1.32,1,5277,0.7,1.8,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,7,INTERRUPTED,1.79653,0.699,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,962,75,10941,3299,73382,0.1399332,4698,0.4,1.22,1,4698,0.66,1.7,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,7,INTERRUPTED,1.70212,0.665,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.1.0_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,996,75,10907,3299,71091,0.1399448,5360,0.45,1.33,173,189529,58.0,109.21,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,14,824,BQP=10;Clique=15;Cover=42;Flow cover=133;GUB cover=1;Gomory=2;Implied bound=129;Learned=23;MIR=381;Network=20;RLT=9;Relax-and-lift=41;StrongCG=16;Zero half=2,6,INFEASIBLE,109.213,58.0,173.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.1.1_partial_target_mip.gurobi.log,11903,3374,67328,1684,1690,1490,996,75,10907,3299,71116,0.140101,5211,0.43,1.24,1,5211,0.68,1.7,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,0,0,,6,INTERRUPTED,1.69755,0.675,1.0
moderate_seed3302,stage1__moderate_seed3302__c5_candidate__300s,C5-CANDIDATE,L0.1.1.0.0.0.1.0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s/external/native_logs/L0.1.1.0.0.0.1.0.0_terminal_mip.gurobi.log,11903,3374,67328,1684,1690,1490,945,75,10958,3299,73412,0.1398743,4960,0.44,1.28,81,107909,30.24,60.44,7e-03,1e+04,7e-03,1e+00,4e-02,3e+02,4e-02,5e+04,12,488,BQP=5;Clique=11;Cover=39;Flow cover=86;GUB cover=1;Implied bound=86;Learned=14;MIR=204;Network=13;RLT=7;Relax-and-lift=18;StrongCG=4,8,TIME_LIMIT,60.4436,30.237,81.0
moderate_seed5302,stage2__moderate_seed5302__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__p_grb__300s/native.log,5075,2119,23376,425,1694,1494,140,20,4935,2099,42172,0.00610982,1138,0.03,0.09,10934,1374457,294.92,541.09,3e-02,6e+02,9e-03,1e+00,1e+00,5e+01,1e+00,4e+03,14,1049,BQP=17;Clique=35;Cover=17;Flow cover=481;Gomory=6;Implied bound=49;Learned=22;MIR=299;Mixing=1;Projected implied bound=34;RLT=5;Relax-and-lift=58;StrongCG=13;Zero half=12,,,,,
moderate_seed5302,stage2__moderate_seed5302__c5_candidate__300s,C5-CANDIDATE,L0,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__c5_candidate__300s/external/native_logs/L0_partial_target_mip.gurobi.log,11931,3382,67156,1688,1694,1494,800,86,11131,3296,77588,0.01483266,4085,0.27,0.75,1,4085,0.54,1.23,9e-03,2e+04,9e-03,1e+00,3e-02,2e+02,3e-02,5e+04,0,0,,0,INTERRUPTED,1.23046,0.545,1.0
moderate_seed5302,stage2__moderate_seed5302__c5_candidate__300s,C5-CANDIDATE,L0.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__c5_candidate__300s/external/native_logs/L0.0_terminal_mip.gurobi.log,11931,3382,67156,1688,1694,1494,1069,195,10862,3187,78842,0.02591786,3893,0.24,0.65,677,269830,91.25,181.95,9e-03,2e+04,9e-03,1e+00,1e-02,2e+02,1e-02,5e+04,15,785,BQP=10;Clique=8;Cover=55;Flow cover=236;GUB cover=10;Gomory=1;Implied bound=95;Learned=5;MIR=256;Network=25;Projected implied bound=27;RLT=6;Relax-and-lift=34;StrongCG=8;Zero half=9,1,INFEASIBLE,181.945,91.25,677.0
moderate_seed5302,stage2__moderate_seed5302__c5_candidate__300s,C5-CANDIDATE,L0.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed5302__c5_candidate__300s/external/native_logs/L0.1_terminal_mip.gurobi.log,11932,3382,67410,1688,1694,1494,698,94,11234,3288,85703,0.02054306,3772,0.22,0.61,591,483326,180.33,367.66,9e-03,2e+04,9e-03,1e+00,1e-02,2e+02,1e-02,5e+04,15,445,BQP=8;Clique=5;Cover=25;Flow cover=138;GUB cover=4;Gomory=1;Implied bound=54;Learned=12;MIR=125;Network=22;Projected implied bound=12;RLT=5;Relax-and-lift=18;StrongCG=2;Zero half=14,1,TIME_LIMIT,367.662,180.331,591.0
moderate_seed6301,stage2__moderate_seed6301__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__moderate_seed6301__p_grb__300s/native.log,27656,10538,135648,1807,8731,8231,366,63,27290,10475,217693,0.3079995,4685,0.45,1.19,672,372519,294.75,724.11,3e-02,6e+02,7e-03,1e+00,1e+00,5e+01,1e+00,4e+03,13,1397,BQP=49;Clique=61;Cover=61;Flow cover=451;GUB cover=1;Implied bound=96;Learned=11;MIR=404;Projected implied bound=33;RLT=23;Relax-and-lift=129;StrongCG=47;Zero half=31,,,,,
moderate_seed6301,stage1__moderate_seed6301__c5_candidate__300s,C5-CANDIDATE,L1.0.1.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed6301__c5_candidate__300s/external/native_logs/L1.0.1.1_partial_target_mip.gurobi.log,93027,18191,665810,9460,8731,8231,5436,155,87591,18036,734986,0.4806177,10889,4.07,12.84,1,10889,6.54,17.43,7e-03,2e+04,7e-03,1e+00,2e-01,4e+03,2e-01,5e+04,0,0,,3,INTERRUPTED,17.433,6.541,1.0
moderate_seed6301,stage1__moderate_seed6301__c5_candidate__300s,C5-CANDIDATE,L1.0.1.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed6301__c5_candidate__300s/external/native_logs/L1.0.1.1.0_terminal_mip.gurobi.log,93027,18191,665810,9460,8731,8231,5432,155,87595,18036,735766,0.4811395,11790,4.46,14.1,1,58024,49.34,147.5,7e-03,2e+04,7e-03,1e+00,2e-01,4e+03,2e-01,5e+04,14,574,BQP=1;Clique=3;Cover=33;Flow cover=78;GUB cover=2;Gomory=12;Implied bound=86;Learned=9;MIR=216;Network=11;RLT=2;Relax-and-lift=91;StrongCG=12;Zero half=18,4,INFEASIBLE,147.498,49.34,1.0
moderate_seed6301,stage1__moderate_seed6301__c5_candidate__300s,C5-CANDIDATE,L1.0.1.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed6301__c5_candidate__300s/external/native_logs/L1.0.1.1.1_terminal_mip.gurobi.log,93027,18191,665810,9460,8731,8231,5436,155,87591,18036,735701,0.4863134,8491,2.41,7.54,1,43680,62.37,142.67,7e-03,2e+04,7e-03,1e+00,2e-01,4e+03,2e-01,5e+04,15,2182,BQP=2;Clique=16;Cover=100;Extra simplex iterations from dual to original model=138;Flow cover=323;GUB cover=3;Gomory=6;Implied bound=296;Learned=17;MIR=949;Network=66;RLT=9;Relax-and-lift=225;StrongCG=22;Zero half=10,4,TIME_LIMIT,142.671,62.368,1.0
tight_T_seed4101,stage2__tight_T_seed4101__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed4101__p_grb__300s/native.log,5060,2109,23331,420,1689,1489,153,27,4907,2082,40397,0.2039033,1231,0.03,0.07,10877,1443450,294.95,548.59,3e-02,6e+02,7e-03,1e+00,1e+00,5e+01,1e+00,4e+03,14,1517,BQP=27;Clique=56;Cover=37;Flow cover=693;GUB cover=3;Gomory=8;Implied bound=85;Learned=11;MIR=378;Projected implied bound=86;RLT=28;Relax-and-lift=62;StrongCG=25;Zero half=18,,,,,
tight_T_seed4101,stage2__tight_T_seed4101__c5_candidate__300s,C5-CANDIDATE,L1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed4101__c5_candidate__300s/external/native_logs/L1_terminal_mip.gurobi.log,11897,3372,67355,1683,1689,1489,1750,80,10147,3292,64106,0.3944731,3288,0.17,0.43,2803,1543024,283.15,590.96,7e-03,2e+04,7e-03,1e+00,2e-01,1e+03,2e-01,5e+04,15,1243,BQP=8;Clique=22;Cover=64;Flow cover=516;GUB cover=6;Implied bound=139;Learned=10;MIR=316;Network=31;PSD=1;Projected implied bound=14;RLT=5;Relax-and-lift=91;StrongCG=18;Zero half=2,0,TIME_LIMIT,590.957,283.155,2803.0
tight_T_seed5102,stage2__tight_T_seed5102__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5102__p_grb__300s/native.log,5069,2115,23340,423,1692,1492,160,37,4909,2078,40107,0.1279955,1606,0.05,0.12,11765,1605438,294.94,549.88,3e-02,6e+02,7e-03,1e+00,1e+00,5e+01,1e+00,4e+03,18,1300,BQP=20;Clique=61;Cover=37;Flow cover=666;GUB cover=3;Gomory=3;Implied bound=68;Inf proof=1;Learned=15;MIR=302;Mixing=1;Mod-K=1;PSD=1;Projected implied bound=31;RLT=19;Relax-and-lift=42;StrongCG=17;Zero half=12,,,,,
tight_T_seed5102,stage1__tight_T_seed5102__c5_candidate__300s,C5-CANDIDATE,L2,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed5102__c5_candidate__300s/external/native_logs/L2_terminal_mip.gurobi.log,11917,3378,67382,1686,1692,1492,1413,80,10504,3298,87455,0.2913372,2739,0.13,0.33,3502,1070565,275.04,476.05,7e-03,2e+04,7e-03,1e+00,2e-01,4e+02,8e-02,5e+04,16,533,BQP=3;Clique=18;Cover=37;Flow cover=122;GUB cover=8;Gomory=11;Implied bound=94;Learned=5;MIR=100;Mixing=1;Network=17;Projected implied bound=9;RLT=8;Relax-and-lift=90;StrongCG=9;Zero half=1,0,TIME_LIMIT,476.049,275.039,3502.0
tight_T_seed5103,stage2__tight_T_seed5103__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5103__p_grb__300s/native.log,5066,2113,23328,422,1691,1491,168,47,4898,2066,41805,0.07011122,1176,0.04,0.1,12243,1428577,294.94,548.72,3e-02,6e+02,7e-03,1e+00,1e+00,4e+01,1e+00,4e+03,16,1871,BQP=27;Clique=53;Cover=23;Flow cover=891;GUB cover=1;Gomory=5;Implied bound=151;Inf proof=1;Learned=15;MIR=442;Mixing=5;Projected implied bound=126;RLT=14;Relax-and-lift=81;StrongCG=16;Zero half=20,,,,,
tight_T_seed5103,stage2__tight_T_seed5103__c5_candidate__300s,C5-CANDIDATE,L1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5103__c5_candidate__300s/external/native_logs/L1_partial_target_mip.gurobi.log,11911,3376,67363,1685,1691,1491,1637,114,10274,3262,66632,0.1407282,3660,0.19,0.51,1,3661,0.45,0.96,7e-03,2e+04,7e-03,1e+00,7e-02,3e+02,5e-02,5e+04,0,0,,0,INTERRUPTED,0.964226,0.45,1.0
tight_T_seed5103,stage2__tight_T_seed5103__c5_candidate__300s,C5-CANDIDATE,L2,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed5103__c5_candidate__300s/external/native_logs/L2_terminal_mip.gurobi.log,11911,3376,67363,1685,1691,1491,1658,116,10253,3260,69022,0.198368,3432,0.18,0.48,2755,815431,262.23,482.1,7e-03,2e+04,7e-03,1e+00,1e-01,3e+02,5e-02,5e+04,15,595,BQP=1;Clique=18;Cover=34;Flow cover=226;GUB cover=4;Gomory=5;Implied bound=76;Learned=9;MIR=135;Network=22;Projected implied bound=9;RLT=4;Relax-and-lift=36;StrongCG=5;Zero half=11,0,TIME_LIMIT,482.104,262.226,2755.0
tight_T_seed6102,stage2__tight_T_seed6102__p_grb__300s,P-GRB,complete_original_model,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__p_grb__300s/native.log,27653,10536,135612,1806,8730,8230,408,99,27245,10437,215918,0.3453381,7184,0.41,0.86,1711,543470,294.76,682.26,2e-02,6e+02,8e-03,1e+00,1e+00,6e+01,1e+00,4e+03,14,1757,BQP=44;Clique=95;Cover=62;Flow cover=562;GUB cover=5;Gomory=3;Implied bound=127;Learned=16;MIR=396;Projected implied bound=90;RLT=59;Relax-and-lift=204;StrongCG=41;Zero half=53,,,,,
tight_T_seed6102,stage2__tight_T_seed6102__c5_candidate__300s,C5-CANDIDATE,L1.1.0.0.1,PARTIAL_MIP_TARGET,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__c5_candidate__300s/external/native_logs/L1.1.0.0.1_partial_target_mip.gurobi.log,93019,18189,665846,9459,8730,8230,8124,191,84895,17998,639094,0.5525095,10292,3.61,11.13,1,10294,6.21,15.72,8e-03,2e+04,8e-03,1e+00,2e-01,2e+03,4e-02,5e+04,0,0,,4,INTERRUPTED,15.72,6.209,1.0
tight_T_seed6102,stage2__tight_T_seed6102__c5_candidate__300s,C5-CANDIDATE,L1.1.0.0.1.0,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__c5_candidate__300s/external/native_logs/L1.1.0.0.1.0_terminal_mip.gurobi.log,93019,18189,665846,9459,8730,8230,8031,191,84988,17998,643068,0.5533979,10948,4.04,12.3,1,12424,8.47,21.61,8e-03,2e+04,8e-03,1e+00,2e-01,2e+03,4e-02,5e+04,0,0,,5,INFEASIBLE,21.6124,8.474,1.0
tight_T_seed6102,stage2__tight_T_seed6102__c5_candidate__300s,C5-CANDIDATE,L1.1.0.0.1.1,MIP,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage2__tight_T_seed6102__c5_candidate__300s/external/native_logs/L1.1.0.0.1.1_terminal_mip.gurobi.log,93019,18189,665846,9459,8730,8230,8124,191,84895,17998,634108,0.5549317,10331,3.57,11.0,1,50004,40.02,112.76,8e-03,2e+04,8e-03,1e+00,2e-01,2e+03,4e-02,5e+04,14,673,BQP=2;Clique=5;Cover=48;Flow cover=143;GUB cover=4;Gomory=3;Implied bound=140;Learned=10;MIR=225;Network=4;RLT=4;Relax-and-lift=63;StrongCG=10;Zero half=12,5,INFEASIBLE,112.757,40.024,1.0
