stage,instance,family,V,M,sealed_heldout,arm,repetition,budget_seconds,return_code,emergency_timeout,status,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,strict_certificate,runtime_seconds,graceful_deadline_finalization,failure_reason,run_id,run_path
1,high_imbalance_seed3202,high_imbalance,20,3,False,C5-CANDIDATE,0,300,0,False,optimal,1.749313452050631,1.7493134520506337,1.7493134520506337,1.5231891437048475e-15,True,212.1445787,False,none,stage1__high_imbalance_seed3202__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__high_imbalance_seed3202__c5_candidate__300s
1,high_imbalance_seed3202,high_imbalance,20,3,False,C6-CANDIDATE,0,300,0,False,optimal,1.7493134520506324,1.7493134520506337,1.7493134520506337,7.615945718524238e-16,True,232.121832,False,none,stage1__high_imbalance_seed3202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__high_imbalance_seed3202__c6_candidate__300s
1,high_imbalance_seed6202,high_imbalance,50,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,7.461555638889693,9.736060015392617,9.729609677413569,0.2331084302167808,False,295.127832,True,overall_global_deadline,stage1__high_imbalance_seed6202__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__high_imbalance_seed6202__c5_candidate__300s
1,high_imbalance_seed6202,high_imbalance,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,8.191699928419316,9.813910592853535,9.729609677413569,0.15806489674137436,False,295.0961906,True,overall_global_deadline,stage1__high_imbalance_seed6202__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__high_imbalance_seed6202__c6_candidate__300s
1,moderate_seed3302,moderate,20,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.13984710960974936,0.19563620654901237,0.19563620654901237,0.2851675460456563,False,295.0533775,True,overall_global_deadline,stage1__moderate_seed3302__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__moderate_seed3302__c5_candidate__300s
1,moderate_seed3302,moderate,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.14946819954967203,0.19563620654901237,0.19563620654901237,0.23598907284973325,False,295.0532731,True,overall_global_deadline,stage1__moderate_seed3302__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__moderate_seed3302__c6_candidate__300s
1,moderate_seed6301,moderate,50,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.4949981501640891,0.6075292832179728,0.5864998229863859,0.15601312947782559,False,295.0875243,True,overall_global_deadline,stage1__moderate_seed6301__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__moderate_seed6301__c5_candidate__300s
1,moderate_seed6301,moderate,50,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.5251195810410858,0.6075292832179728,0.5864998229863859,0.10465517556810056,False,295.0831309,True,overall_global_deadline,stage1__moderate_seed6301__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__moderate_seed6301__c6_candidate__300s
1,tight_T_seed3101,tight_T,20,3,False,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.05362636706697072,0.10725273413394144,0.10725273413394144,0.5,False,295.029923,True,overall_global_deadline,stage1__tight_T_seed3101__c5_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__tight_T_seed3101__c5_candidate__300s
1,tight_T_seed3101,tight_T,20,3,False,C6-CANDIDATE,0,300,0,False,round31_c6_external_gini_tree_time_limit,0.05474819668481515,0.10725273413394144,0.10725273413394144,0.4895403168329169,False,295.030758,True,overall_global_deadline,stage1__tight_T_seed3101__c6_candidate__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage1__tight_T_seed3101__c6_candidate__300s
