instance,critical_instance,run_id,parent_id,depth,original_normalized_child_gain,frozen_child_target,parent_bound_at_target,child_disjunction_bound_at_delayed_split,current_raw_gain_at_delayed_split,current_gain_exceeds_certificate_tolerance,current_gain_reaches_rho,target_event_seen,delayed_split_seen,global_lb_before_delayed_split,global_lb_after_delayed_split,immediate_global_lb_gain,forced_split_avoidable_under_current_value_rule,audit_conclusion
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.0.1.1.1.0,7,0.00597374,0.648085,0.6518222225435718,0.648085,-0.003737222543571783,False,False,True,True,0.6518222225435718,0.6518222225435718,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.0.0.1,6,0.00868052,0.648339,0.651640755881254,0.648339,-0.0033017558812540315,False,False,True,True,0.651640755881254,0.651640755881254,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.0.1.1.1.1,7,0.00595342,0.648167,0.6518816016838597,0.648167,-0.0037146016838596196,False,False,True,True,0.6518816016838597,0.6518816016838597,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.0.0.0.0,7,0.00551385,0.648282,0.6519632637769991,0.648282,-0.0036812637769990664,False,False,True,True,0.6519632637769991,0.6519632637769991,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.0.0.0.1,7,0.00549991,0.648433,0.652105549591643,0.648433,-0.0036725495916429818,False,False,True,True,0.652105549591643,0.652105549591643,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.0.1.0,6,0.00841924,0.64899,0.652293538058638,0.64899,-0.0033035380586380336,False,False,True,True,0.652293538058638,0.652293538058638,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.0.1.1,6,0.00777393,0.649702,0.6530984844259969,0.649702,-0.0033964844259969373,False,False,True,True,0.6530984844259969,0.6530984844259969,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.1,4,0.00305525,0.650255,0.6528158024488137,0.650255,-0.002560802448813626,False,False,True,True,0.6528158024488137,0.6528158024488137,0.0,True,parent_caught_child_bound_no_current_rho_value
V12_M2,True,stage1__V12_M2__c5_candidate__300s,L2.0.1.1.1.1,5,0.00161188,0.654229,0.6567579998388479,0.654229,-0.002528999838847912,False,False,True,True,0.6567579998388479,0.6567579998388479,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed3202,False,stage1__high_imbalance_seed3202__c5_candidate__300s,L2,0,0.002733,1.58278,1.591083800179749,1.58278,-0.008303800179748855,False,False,True,True,1.591083800179749,1.591083800179749,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed3202,False,stage1__high_imbalance_seed3202__c5_candidate__300s,L1.1.1.1.1.1.1,6,0.005953,1.68648,1.6976986439507982,1.68648,-0.01121864395079819,False,False,True,True,1.6976986439507982,1.6976986439507982,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed3202,False,stage1__high_imbalance_seed3202__c5_candidate__300s,L1.1.1.1.1.1.1.0,7,0.00377159,1.69846,1.709612230253313,1.69846,-0.011152230253312911,False,False,True,True,1.709612230253313,1.709612230253313,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed3202,False,stage1__high_imbalance_seed3202__c5_candidate__300s,L1.1.1.1.1.1.0.1,7,0.00512195,1.7115,1.7224158768786197,1.7115,-0.010915876878619724,False,False,True,True,1.7224158768786197,1.7224158768786197,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed3202,False,stage1__high_imbalance_seed3202__c5_candidate__300s,L1.1.1.1.1.1.0.0,7,0.00841722,1.72589,1.7367433321766956,1.72589,-0.010853332176695707,False,False,True,True,1.7367433321766956,1.7367433321766956,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.0.1.1.1,6,0.00830562,2.68921,2.690845603962983,2.68921,-0.0016356039629830121,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.1.0.0.0,6,0.00648359,2.68924,2.6907403542385055,2.68924,-0.0015003542385056967,False,False,True,True,2.6907403542385055,2.6907403542385055,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.0.1.1.0,6,0.00821259,2.68954,2.6913524001562714,2.68954,-0.0018124001562713765,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.1.0.1,5,0.00689492,2.68962,2.691071662829742,2.68962,-0.001451662829742073,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.1.0.0.1,6,0.00638629,2.68966,2.6911104116250395,2.68966,-0.0014504116250395604,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.0.1.0.1,6,0.00832401,2.69005,2.691916724605136,2.69005,-0.0018667246051360387,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed4201,False,stage2__high_imbalance_seed4201__c5_candidate__300s,L2.0.0.0.1.0.0,6,0.00773385,2.6914,2.693667478308353,2.6914,-0.0022674783083531658,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5202,False,stage2__high_imbalance_seed5202__c5_candidate__300s,L1.1.0.0.1.0,5,0.00952224,1.01483,1.0168568406094978,1.01483,-0.002026840609497871,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5202,False,stage2__high_imbalance_seed5202__c5_candidate__300s,L1.1.0.0.1.1,5,0.00428154,1.0146,1.0159527187400632,1.0146,-0.0013527187400632634,False,False,True,True,1.0159527187400632,1.0159527187400632,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5202,False,stage2__high_imbalance_seed5202__c5_candidate__300s,L1.1.0.1,3,0.00224577,1.01589,1.017843719170666,1.01589,-0.0019537191706660018,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.1.1,4,0.00764874,2.01889,2.0270190747035444,2.01889,-0.008129074703544514,False,False,True,True,2.0270190747035444,2.0270190747035444,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.1,2,2.7242e-05,2.02249,2.029888770198569,2.02249,-0.00739877019856916,False,False,True,True,2.029888770198569,2.029888770198569,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.1.0,4,0.00602267,2.04231,2.058158209417756,2.04231,-0.01584820941775611,False,False,True,True,2.058158209417756,2.058158209417756,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.1.0.0,5,0.00327162,2.08398,2.0994506701473497,2.08398,-0.015470670147349708,False,False,True,True,2.0994506701473497,2.0994506701473497,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.1.0.0.0,6,0.00177586,2.10538,2.120579546296672,2.10538,-0.015199546296672306,False,False,True,True,2.120579546296672,2.120579546296672,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.1,4,0.00767569,2.12535,2.1419710547291797,2.12535,-0.01662105472917963,False,False,True,True,2.1419710547291797,2.1419710547291797,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.1.0,5,0.00476858,2.16947,2.185419668980338,2.16947,-0.015949668980337783,False,False,True,True,2.185419668980338,2.185419668980338,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.1.0.0,6,0.00271988,2.19186,2.2074801594834974,2.19186,-0.015620159483497265,False,False,True,True,2.2074801594834974,2.2074801594834974,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.0.1,5,0.00619625,2.21415,2.231190113310467,2.21415,-0.017040113310466953,False,False,True,True,2.231190113310467,2.231190113310467,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.0.1.0,6,0.00377604,2.23881,2.2560694472092755,2.23881,-0.017259447209275525,False,False,True,True,2.2560694472092755,2.2560694472092755,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.0.0,5,0.00951309,2.26283,2.281194241287975,2.26283,-0.01836424128797498,False,False,True,True,2.281194241287975,2.281194241287975,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L2.0.0.0.0.0.0,6,0.00662283,2.28795,2.3065601856644604,2.28795,-0.018610185664460488,False,False,True,True,2.3065601856644604,2.3065601856644604,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L1.1.1.1.1.1.1.1,7,0.00543554,2.31315,2.3322121738225357,2.31315,-0.019062173822535833,False,False,True,True,2.3322121738225357,2.3322121738225357,0.0,True,parent_caught_child_bound_no_current_rho_value
high_imbalance_seed5203,False,stage2__high_imbalance_seed5203__c5_candidate__300s,L1.1.1.1.1.1.1.0,7,0.00804759,2.32636,2.3451605886585987,2.32636,-0.01880058865859846,False,False,True,True,2.3451605886585987,2.3451605886585987,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L2,0,0.00246125,0.167999,0.16913382052074485,0.167999,-0.0011348205207448447,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.0.1.1,5,0.0073836,0.139096,0.14910604736156646,0.139096,-0.010010047361566465,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.0,5,0.00656408,0.139145,0.1489621340922719,0.139145,-0.009817134092271917,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.0.1.0,5,0.00704647,0.139182,0.17573098376118979,0.139182,-0.036548983761189785,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1,5,0.00660341,0.139239,0.13940694462612432,0.139239,-0.00016794462612432226,False,False,True,True,0.13940694462612432,0.13940694462612432,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.0.0.1,5,0.00706519,0.139315,0.15840698063028638,0.139315,-0.019091980630286387,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.1.0,5,0.00664264,0.139329,0.13972944547488678,0.139329,-0.00040044547488676807,False,False,True,True,0.13972944547488678,0.13972944547488678,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.1.1,5,0.00668175,0.139417,0.13999236501898724,0.139417,-0.0005753650189872228,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.0.0.0,5,0.00707679,0.139443,0.16279810909225378,0.139443,-0.023355109092253773,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.0,5,0.00672075,0.139501,0.1395160899486112,0.139501,-1.5089948611213266e-05,False,False,True,True,0.1395160899486112,0.1395160899486112,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.0.1.1.1.1,5,0.00709042,0.139567,0.14029900626433994,0.139567,-0.0007320062643399461,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.0.1.1.1.0,5,0.00710217,0.139687,0.1441452233540553,0.139687,-0.004458223354055296,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.1,5,0.00522018,0.139583,0.13983359037217039,0.139583,-0.00025059037217037283,False,False,True,True,0.13983359037217039,0.13983359037217039,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.0.1.1.0.1,5,0.00712017,0.139803,0.16932257807174692,0.139803,-0.029519578071746905,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1.0,6,0.000353381,0.139427,0.13961043665978445,0.139427,-0.00018343665978445833,False,False,True,True,0.13961043665978445,0.13961043665978445,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.0.1.0.1.1,6,0.00117025,0.139473,0.13968075620360912,0.139473,-0.00020775620360910518,False,False,True,True,0.13968075620360912,0.13968075620360912,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.0.0,6,0.00313229,0.139692,0.14041921372149416,0.139692,-0.0007272137214941465,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.0.1,6,0.00341288,0.139734,0.1397861970091917,0.139734,-5.219700919170678e-05,False,False,True,True,0.1397861970091917,0.1397861970091917,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.1.0,5,0.00508759,0.139883,0.14014625853587934,0.139883,-0.00026325853587932935,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.0.1.0,7,0.000760303,0.139829,0.13984710960974936,0.139829,-1.8109609749350497e-05,False,False,True,True,0.13984710960974936,0.13984710960974936,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.0.1.1,7,0.00112791,0.139849,0.1399331630280012,0.139849,-8.416302800121067e-05,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed3302,True,stage1__moderate_seed3302__c5_candidate__300s,L0.1.1.0.0.1.1,6,0.000670806,0.139871,0.14010097704416347,0.139871,-0.00022997704416347076,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L1,0,0.00345242,0.0838088,0.08495275422291629,0.0838088,-0.0011439542229162852,False,False,True,False,nan,nan,nan,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.0.0,4,0.00836977,0.0774071,nan,0.0774071,nan,False,False,False,False,nan,nan,nan,False,current_gain_remains_positive_or_unavailable
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1,3,0.00966311,0.0776358,0.07832117854012326,0.0776358,-0.0006853785401232521,False,False,True,True,0.07832117854012326,0.07832117854012326,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.0.1.1.1,4,0.0083696,0.0776764,nan,0.0776764,nan,False,False,False,False,nan,nan,nan,False,current_gain_remains_positive_or_unavailable
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.0.1,4,0.00650738,0.0775381,0.08213264711811497,0.0775381,-0.004594547118114967,False,False,True,True,0.08213264711811497,0.08213264711811497,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1,2,0.00887289,0.0786851,0.07974624103006692,0.0786851,-0.0010611410300669227,False,False,True,True,0.07974624103006692,0.07974624103006692,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1,4,0.00492757,0.0788331,0.07920883117255498,0.0788331,-0.00037573117255497446,False,False,True,True,0.07920883117255498,0.07920883117255498,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.0.1.1.0,4,0.00763019,0.0791557,nan,0.0791557,nan,False,False,False,False,nan,nan,nan,False,current_gain_remains_positive_or_unavailable
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1.1,5,0.00248827,0.0794319,0.07965258214453855,0.0794319,-0.00022068214453854762,False,False,True,True,0.07965258214453855,0.07965258214453855,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.0.1.1.1.1,6,0.000895624,0.0797325,0.07988328114418436,0.0797325,-0.0001507811441843615,False,False,True,True,0.07988328114418436,0.07988328114418436,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.1,3,0.00465061,0.081775,0.08217480676880479,0.081775,-0.00039980676880478627,False,False,True,True,0.08217480676880479,0.08217480676880479,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.1.1,4,0.00203519,0.0833197,0.08352218367034817,0.0833197,-0.00020248367034816916,False,False,True,True,0.08352218367034817,0.08352218367034817,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.0.1.0.1,4,0.00804983,0.0838659,nan,0.0838659,nan,False,False,False,False,nan,nan,nan,False,current_gain_remains_positive_or_unavailable
moderate_seed5301,False,stage2__moderate_seed5301__c5_candidate__300s,L0.1.1.1.1.1,5,0.000806994,0.0841179,0.08419387497635765,0.0841179,-7.597497635765393e-05,False,False,True,True,0.08419387497635765,0.08419387497635765,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed5302,True,stage2__moderate_seed5302__c5_candidate__300s,L0,0,0.00702729,0.00924332,0.014832663997084446,0.00924332,-0.005589343997084446,False,False,True,True,0.014832663997084446,0.014832663997084446,0.0,True,parent_caught_child_bound_no_current_rho_value
moderate_seed6301,True,stage1__moderate_seed6301__c5_candidate__300s,L1.0.1.1,3,0.0039503,0.478736,0.48061773803561425,0.478736,-0.0018817380356142555,False,False,True,True,0.48061773803561425,0.48061773803561425,0.0,True,parent_caught_child_bound_no_current_rho_value
tight_T_seed3101,False,stage1__tight_T_seed3101__c5_candidate__300s,L0,0,0.00033523,0.00172796,0.008048970393917183,0.00172796,-0.006321010393917183,False,False,True,True,0.008048970393917183,0.008048970393917183,0.0,True,parent_caught_child_bound_no_current_rho_value
tight_T_seed5103,True,stage2__tight_T_seed5103__c5_candidate__300s,L1,0,0.00911482,0.133361,0.14072818351165273,0.133361,-0.0073671835116527196,False,False,True,True,0.14072818351165273,0.14072818351165273,0.0,True,parent_caught_child_bound_no_current_rho_value
tight_T_seed6102,True,stage2__tight_T_seed6102__c5_candidate__300s,L1.1.0.0.1,4,0.00527048,0.550808,0.5525094613368151,0.550808,-0.0017014613368151466,False,False,True,True,0.5525094613368151,0.5525094613368151,0.0,True,parent_caught_child_bound_no_current_rho_value
