instance,family,V,hga_trajectory_exact,leaf_order_exact,target_sequence_exact,split_sequence_exact,rep1_final_lb,rep2_final_lb,final_lb_absolute_delta,rep1_strict_certificate,rep2_strict_certificate,rep1_lifecycle,rep2_lifecycle,rep1_graceful_finalization,rep2_graceful_finalization
V12_M2,v12,12,True,True,True,True,0.7185040707549673,0.7185040707549673,0.0,True,True,True,True,False,False
high_imbalance_seed3202,high_imbalance,20,True,True,True,True,1.7493134520506324,1.7493134520506324,0.0,True,True,True,True,False,False
high_imbalance_seed6202,high_imbalance,50,True,True,True,True,8.191699928419316,8.191699928419316,0.0,False,False,True,True,True,True
moderate_seed6301,moderate,50,True,True,True,True,0.5251195810410858,0.5251195810410858,0.0,False,False,True,True,True,True
round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,True,True,True,True,2.0874707771215264,2.0874707771215264,0.0,True,True,True,True,False,False
round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,True,True,True,True,8.52471811211857,8.52471811211857,0.0,False,False,True,True,True,True
tight_T_seed4101,tight_T,20,True,True,True,True,0.53570540856407,0.5354741018920757,0.00023130667199433574,False,False,True,True,True,True
tight_T_seed5102,tight_T,20,True,True,True,True,0.28917631309429254,0.28917631309429254,0.0,False,False,True,True,True,True
