stage,instance,family,V,M,sealed_heldout,arm,repetition,budget_seconds,return_code,emergency_timeout,status,valid_final_lb,verified_ub,common_verified_ub,common_ub_gap,strict_certificate,runtime_seconds,graceful_deadline_finalization,failure_reason,run_id,run_path
5,high_imbalance_seed3202,high_imbalance,20,3,False,C6-CANDIDATE,1,300,0,False,optimal,1.7493134520506324,1.7493134520506337,1.7493134520506337,7.615945718524238e-16,True,231.6681372,False,none,stage5__high_imbalance_seed3202__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__high_imbalance_seed3202__c6_candidate__rep1__300s
5,high_imbalance_seed3202,high_imbalance,20,3,False,C6-CANDIDATE,2,300,0,False,optimal,1.7493134520506324,1.7493134520506337,1.7493134520506337,7.615945718524238e-16,True,233.3493888,False,none,stage5__high_imbalance_seed3202__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__high_imbalance_seed3202__c6_candidate__rep2__300s
5,high_imbalance_seed6202,high_imbalance,50,3,False,C6-CANDIDATE,1,300,0,False,round31_c6_external_gini_tree_time_limit,8.191699928419316,9.813910592853535,9.729609677413569,0.15806489674137436,False,295.0969805,True,overall_global_deadline,stage5__high_imbalance_seed6202__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__high_imbalance_seed6202__c6_candidate__rep1__300s
5,high_imbalance_seed6202,high_imbalance,50,3,False,C6-CANDIDATE,2,300,0,False,round31_c6_external_gini_tree_time_limit,8.191699928419316,9.813910592853535,9.729609677413569,0.15806489674137436,False,295.1340826,True,overall_global_deadline,stage5__high_imbalance_seed6202__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__high_imbalance_seed6202__c6_candidate__rep2__300s
5,moderate_seed6301,moderate,50,3,False,C6-CANDIDATE,1,300,0,False,round31_c6_external_gini_tree_time_limit,0.5251195810410858,0.6075292832179728,0.5864998229863859,0.10465517556810056,False,295.0862262,True,overall_global_deadline,stage5__moderate_seed6301__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__moderate_seed6301__c6_candidate__rep1__300s
5,moderate_seed6301,moderate,50,3,False,C6-CANDIDATE,2,300,0,False,round31_c6_external_gini_tree_time_limit,0.5251195810410858,0.6075292832179728,0.5864998229863859,0.10465517556810056,False,295.0836907,True,overall_global_deadline,stage5__moderate_seed6301__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__moderate_seed6301__c6_candidate__rep2__300s
5,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,3,True,C6-CANDIDATE,1,300,0,False,optimal,2.0874707771215264,2.0874707775727215,2.0874707775727215,2.1614438206484313e-10,True,149.1198242,False,none,stage5__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__rep1__300s
5,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,3,True,C6-CANDIDATE,2,300,0,False,optimal,2.0874707771215264,2.0874707775727215,2.0874707775727215,2.1614438206484313e-10,True,148.225681,False,none,stage5__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__rep2__300s
5,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,3,True,C6-CANDIDATE,1,300,0,False,round31_c6_external_gini_tree_time_limit,8.52471811211857,8.773670824236047,8.771979091147195,0.028187593296724052,False,295.0966444,True,overall_global_deadline,stage5__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__rep1__300s
5,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,3,True,C6-CANDIDATE,2,300,0,False,round31_c6_external_gini_tree_time_limit,8.52471811211857,8.773670824236047,8.771979091147195,0.028187593296724052,False,295.1054625,True,overall_global_deadline,stage5__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__rep2__300s
5,tight_T_seed4101,tight_T,20,3,False,C6-CANDIDATE,1,300,0,False,round31_c6_external_gini_tree_time_limit,0.53570540856407,0.562981400559009,0.562981400559009,0.048449188495135874,False,295.0272063,True,overall_global_deadline,stage5__tight_T_seed4101__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__tight_T_seed4101__c6_candidate__rep1__300s
5,tight_T_seed4101,tight_T,20,3,False,C6-CANDIDATE,2,300,0,False,round31_c6_external_gini_tree_time_limit,0.5354741018920757,0.562981400559009,0.562981400559009,0.04886004873272926,False,295.0277091,True,overall_global_deadline,stage5__tight_T_seed4101__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__tight_T_seed4101__c6_candidate__rep2__300s
5,tight_T_seed5102,tight_T,20,3,False,C6-CANDIDATE,1,300,0,False,round31_c6_external_gini_tree_time_limit,0.28917631309429254,0.3623546627845846,0.3623546627845846,0.20195227826775808,False,295.0247072,True,overall_global_deadline,stage5__tight_T_seed5102__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__tight_T_seed5102__c6_candidate__rep1__300s
5,tight_T_seed5102,tight_T,20,3,False,C6-CANDIDATE,2,300,0,False,round31_c6_external_gini_tree_time_limit,0.28917631309429254,0.3623546627845846,0.3623546627845846,0.20195227826775808,False,295.0273571,True,overall_global_deadline,stage5__tight_T_seed5102__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__tight_T_seed5102__c6_candidate__rep2__300s
5,V12_M2,v12,12,2,False,C6-CANDIDATE,1,300,0,False,optimal,0.7185040707549673,0.7185040707549709,0.7185040707549709,5.099116526108658e-15,True,122.8323515,False,none,stage5__V12_M2__c6_candidate__rep1__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__V12_M2__c6_candidate__rep1__300s
5,V12_M2,v12,12,2,False,C6-CANDIDATE,2,300,0,False,optimal,0.7185040707549673,0.7185040707549709,0.7185040707549709,5.099116526108658e-15,True,123.5725789,False,none,stage5__V12_M2__c6_candidate__rep2__300s,results/gf_nonblocking_gurobi_c6_round31/runs/stage5__V12_M2__c6_candidate__rep2__300s
