instance,arm,return_code,status,objective,lower_bound,upper_bound,strict_certificate,false_certificate,passed,toy_objective_identity
toy,P-GRB,0,optimal,0,0,0,True,False,True,True
toy,S0-CPLEX,0,global_gini_tree_not_certified,0,0,0,False,False,True,True
toy,C5-CANDIDATE,0,optimal,0,0,0,True,False,True,True
toy,C6-CANDIDATE,0,optimal,0,0,0,True,False,True,True
