run_id,instance,arm,common_gap_threshold,reached,first_observed_process_seconds,no_interpolation
stage1__moderate_seed6301__c5_candidate__300s,moderate_seed6301,C5-CANDIDATE,0.01,False,,True
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.5,True,91.7436347,True
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.25,True,105.18569985994567,True
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.1,False,,True
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.05,False,,True
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.02,False,,True
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.01,False,,True
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,0.5,True,161.3018641076294,True
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,0.25,False,,True
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,0.1,False,,True
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,0.05,False,,True
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,0.02,False,,True
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,0.01,False,,True
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.5,True,156.73562241907348,True
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.25,False,,True
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.1,False,,True
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.05,False,,True
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.02,False,,True
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.01,False,,True
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.5,True,11.3862952,True
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.25,False,,True
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.1,False,,True
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.05,False,,True
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.02,False,,True
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.01,False,,True
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.5,True,10.6211183,True
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.25,True,13.015207547683715,True
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.1,True,146.75418570190735,True
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.05,True,283.81018569618533,True
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.02,False,,True
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.01,False,,True
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,0.5,True,18.6776184,True
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,0.25,False,,True
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,0.1,False,,True
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,0.05,False,,True
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,0.02,False,,True
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,0.01,False,,True
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.5,True,18.5161476,True
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.25,True,20.36070991253357,True
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.1,False,,True
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.05,False,,True
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.02,False,,True
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.01,False,,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.5,True,6.5746267,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.25,True,7.0649214,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.1,True,22.77450962861023,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.05,True,53.3515225,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.02,True,53.3515225,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.01,True,53.3515225,True
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,0.5,True,6.4517514,True
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,0.25,True,6.6231918,True
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,0.1,True,8.671572940872192,True
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,0.05,True,24.058573024795532,True
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,0.02,True,26.01057316593933,True
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,0.01,True,27.57457305722046,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.5,True,7.4428513,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.25,True,7.7099573,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.1,True,17.647328,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.05,True,169.99252731498717,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.02,True,224.48152739700316,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.01,True,228.34452731307982,True
stage2__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,0.5,True,17.2192754,True
stage2__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,0.25,True,17.2192754,True
stage2__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,0.1,True,17.2192754,True
stage2__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,0.05,True,20.96486108201599,True
stage2__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,0.02,True,205.02986113923646,True
stage2__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,0.01,True,214.28186099427796,True
stage2__high_imbalance_seed3202__p_grb__300s,high_imbalance_seed3202,P-GRB,0.5,True,0.3847896027252197,True
stage2__high_imbalance_seed3202__p_grb__300s,high_imbalance_seed3202,P-GRB,0.25,False,,True
stage2__high_imbalance_seed3202__p_grb__300s,high_imbalance_seed3202,P-GRB,0.1,False,,True
stage2__high_imbalance_seed3202__p_grb__300s,high_imbalance_seed3202,P-GRB,0.05,False,,True
stage2__high_imbalance_seed3202__p_grb__300s,high_imbalance_seed3202,P-GRB,0.02,False,,True
stage2__high_imbalance_seed3202__p_grb__300s,high_imbalance_seed3202,P-GRB,0.01,False,,True
stage2__high_imbalance_seed4201__c6_candidate__300s,high_imbalance_seed4201,C6-CANDIDATE,0.5,True,17.9016881,True
stage2__high_imbalance_seed4201__c6_candidate__300s,high_imbalance_seed4201,C6-CANDIDATE,0.25,True,17.9016881,True
stage2__high_imbalance_seed4201__c6_candidate__300s,high_imbalance_seed4201,C6-CANDIDATE,0.1,True,17.9016881,True
stage2__high_imbalance_seed4201__c6_candidate__300s,high_imbalance_seed4201,C6-CANDIDATE,0.05,True,17.9016881,True
stage2__high_imbalance_seed4201__c6_candidate__300s,high_imbalance_seed4201,C6-CANDIDATE,0.02,True,21.148282001907347,True
stage2__high_imbalance_seed4201__c6_candidate__300s,high_imbalance_seed4201,C6-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.5,True,0.20374267438659668,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.25,False,,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.1,False,,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.05,False,,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.02,False,,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.01,False,,True
stage2__high_imbalance_seed5202__c6_candidate__300s,high_imbalance_seed5202,C6-CANDIDATE,0.5,True,14.7922725,True
stage2__high_imbalance_seed5202__c6_candidate__300s,high_imbalance_seed5202,C6-CANDIDATE,0.25,True,14.9929312,True
stage2__high_imbalance_seed5202__c6_candidate__300s,high_imbalance_seed5202,C6-CANDIDATE,0.1,True,50.34497539809265,True
stage2__high_imbalance_seed5202__c6_candidate__300s,high_imbalance_seed5202,C6-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed5202__c6_candidate__300s,high_imbalance_seed5202,C6-CANDIDATE,0.02,False,,True
stage2__high_imbalance_seed5202__c6_candidate__300s,high_imbalance_seed5202,C6-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.5,True,0.19354156294250488,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.25,True,0.3855414752044678,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.1,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.05,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.02,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.01,False,,True
stage2__high_imbalance_seed5203__c6_candidate__300s,high_imbalance_seed5203,C6-CANDIDATE,0.5,True,15.6953872,True
stage2__high_imbalance_seed5203__c6_candidate__300s,high_imbalance_seed5203,C6-CANDIDATE,0.25,True,15.6953872,True
stage2__high_imbalance_seed5203__c6_candidate__300s,high_imbalance_seed5203,C6-CANDIDATE,0.1,True,16.687439064578246,True
stage2__high_imbalance_seed5203__c6_candidate__300s,high_imbalance_seed5203,C6-CANDIDATE,0.05,True,19.55657517030029,True
stage2__high_imbalance_seed5203__c6_candidate__300s,high_imbalance_seed5203,C6-CANDIDATE,0.02,True,151.04340507030028,True
stage2__high_imbalance_seed5203__c6_candidate__300s,high_imbalance_seed5203,C6-CANDIDATE,0.01,True,156.7738208114441,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.5,True,0.20328485340576172,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.25,True,0.4602848228881836,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.1,False,,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.05,False,,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.02,False,,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.01,False,,True
stage2__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,0.5,True,43.3513939,True
stage2__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,0.25,True,43.3513939,True
stage2__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,0.1,False,,True
stage2__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,0.02,False,,True
stage2__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.5,True,1.1491335465942383,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.25,True,1.849133594277954,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.1,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.05,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.02,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.01,False,,True
stage2__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,0.5,True,21.6216312,True
stage2__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,0.25,True,28.43140748773804,True
stage2__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,0.1,False,,True
stage2__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,0.05,False,,True
stage2__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,0.02,False,,True
stage2__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,0.01,False,,True
stage2__moderate_seed3302__p_grb__300s,moderate_seed3302,P-GRB,0.5,True,0.5725943773834229,True
stage2__moderate_seed3302__p_grb__300s,moderate_seed3302,P-GRB,0.25,False,,True
stage2__moderate_seed3302__p_grb__300s,moderate_seed3302,P-GRB,0.1,False,,True
stage2__moderate_seed3302__p_grb__300s,moderate_seed3302,P-GRB,0.05,False,,True
stage2__moderate_seed3302__p_grb__300s,moderate_seed3302,P-GRB,0.02,False,,True
stage2__moderate_seed3302__p_grb__300s,moderate_seed3302,P-GRB,0.01,False,,True
stage2__moderate_seed4302__c6_candidate__300s,moderate_seed4302,C6-CANDIDATE,0.5,False,,True
stage2__moderate_seed4302__c6_candidate__300s,moderate_seed4302,C6-CANDIDATE,0.25,False,,True
stage2__moderate_seed4302__c6_candidate__300s,moderate_seed4302,C6-CANDIDATE,0.1,False,,True
stage2__moderate_seed4302__c6_candidate__300s,moderate_seed4302,C6-CANDIDATE,0.05,False,,True
stage2__moderate_seed4302__c6_candidate__300s,moderate_seed4302,C6-CANDIDATE,0.02,False,,True
stage2__moderate_seed4302__c6_candidate__300s,moderate_seed4302,C6-CANDIDATE,0.01,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.5,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.25,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.1,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.05,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.02,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.01,False,,True
stage2__moderate_seed5301__c6_candidate__300s,moderate_seed5301,C6-CANDIDATE,0.5,True,24.353397254223633,True
stage2__moderate_seed5301__c6_candidate__300s,moderate_seed5301,C6-CANDIDATE,0.25,False,,True
stage2__moderate_seed5301__c6_candidate__300s,moderate_seed5301,C6-CANDIDATE,0.1,False,,True
stage2__moderate_seed5301__c6_candidate__300s,moderate_seed5301,C6-CANDIDATE,0.05,False,,True
stage2__moderate_seed5301__c6_candidate__300s,moderate_seed5301,C6-CANDIDATE,0.02,False,,True
stage2__moderate_seed5301__c6_candidate__300s,moderate_seed5301,C6-CANDIDATE,0.01,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.5,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.25,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.1,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.05,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.02,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.01,False,,True
stage2__moderate_seed5302__c6_candidate__300s,moderate_seed5302,C6-CANDIDATE,0.5,False,,True
stage2__moderate_seed5302__c6_candidate__300s,moderate_seed5302,C6-CANDIDATE,0.25,False,,True
stage2__moderate_seed5302__c6_candidate__300s,moderate_seed5302,C6-CANDIDATE,0.1,False,,True
stage2__moderate_seed5302__c6_candidate__300s,moderate_seed5302,C6-CANDIDATE,0.05,False,,True
stage2__moderate_seed5302__c6_candidate__300s,moderate_seed5302,C6-CANDIDATE,0.02,False,,True
stage2__moderate_seed5302__c6_candidate__300s,moderate_seed5302,C6-CANDIDATE,0.01,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.5,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.25,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.1,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.05,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.02,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.01,False,,True
stage2__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.5,True,89.6355249,True
stage2__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.25,True,103.03398515258789,True
stage2__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.1,False,,True
stage2__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.05,False,,True
stage2__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.02,False,,True
stage2__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,0.01,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.5,True,1.0730891122619628,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.25,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.1,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.05,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.02,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.01,False,,True
stage2__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.5,True,157.27368364931945,True
stage2__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.25,False,,True
stage2__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.1,False,,True
stage2__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.05,False,,True
stage2__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.02,False,,True
stage2__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,0.01,False,,True
stage2__tight_T_seed3101__p_grb__300s,tight_T_seed3101,P-GRB,0.5,False,,True
stage2__tight_T_seed3101__p_grb__300s,tight_T_seed3101,P-GRB,0.25,False,,True
stage2__tight_T_seed3101__p_grb__300s,tight_T_seed3101,P-GRB,0.1,False,,True
stage2__tight_T_seed3101__p_grb__300s,tight_T_seed3101,P-GRB,0.05,False,,True
stage2__tight_T_seed3101__p_grb__300s,tight_T_seed3101,P-GRB,0.02,False,,True
stage2__tight_T_seed3101__p_grb__300s,tight_T_seed3101,P-GRB,0.01,False,,True
stage2__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.5,True,10.7005764,True
stage2__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.25,True,13.166300172207642,True
stage2__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.1,True,146.6754400114441,True
stage2__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.05,True,283.2924401144409,True
stage2__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.02,False,,True
stage2__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,0.01,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.5,True,0.5622165760223389,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.25,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.1,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.05,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.02,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.01,False,,True
stage2__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.5,True,18.3813287,True
stage2__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.25,True,20.299308779837038,True
stage2__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.1,False,,True
stage2__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.05,False,,True
stage2__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.02,False,,True
stage2__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,0.01,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.5,True,0.6406574896453857,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.25,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.1,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.05,False,,True
