instance,family,V,left_arm,right_arm,common_verified_ub,left_final_lb,right_final_lb,final_lb_delta_right_minus_left,left_common_gap,right_common_gap,normalized_gap_delta_right_minus_left,left_strict_certificate,right_strict_certificate,auc_status,auc_reason,common_window_start_process_seconds,common_window_end_process_seconds,common_window_duration_seconds,left_mean_valid_lower_bound,right_mean_valid_lower_bound,left_normalized_proof_auc,right_normalized_proof_auc,normalized_proof_auc_delta_right_minus_left
V12_M1,v12,12,P-GRB,P-GRB-HGA,0.3572005832084155,0.3572005832084151,0.3572005832084155,4.440892098500626e-16,1.2432488375612486e-15,0.0,-1.2432488375612486e-15,True,True,observed_common_window,no_interpolation_no_post_last_event_extension,6.299244611444092,23.448244540872192,17.1489999294281,0.3324172153112789,0.3310914391893339,0.9306177843425361,0.9269062111137503,-0.0037115732287857756
V12_M2,v12,12,P-GRB,P-GRB-HGA,0.7185040707549709,0.7185040707549712,0.7185040407320449,-3.002292636722359e-08,0.0,4.1785324893998136e-08,4.178532535755418e-08,True,True,observed_common_window,no_interpolation_no_post_last_event_extension,7.094322184469604,59.26632235422363,52.17200016975403,0.6732975768006964,0.6676495697020743,0.9370824804001796,0.9292216939015225,-0.007860786498657166
high_imbalance_seed3202,high_imbalance,20,P-GRB,P-GRB-HGA,1.7493134520506337,1.074560640382136,1.0864121672158895,0.011851526833753567,0.3857243599639152,0.3789494010108124,-0.0067749589531027775,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,15.927333054223633,295.0003330084473,279.07299995422363,1.0607860003735323,1.0554568653549605,0.6064013279781413,0.6033549128189165,-0.003046415159224772
high_imbalance_seed6202,high_imbalance,50,P-GRB,P-GRB-HGA,9.729609677413569,7.8574233767331165,7.859266062447191,0.0018426857140747543,0.19242152180334302,0.19223213232368563,-0.00018938947965737893,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,22.393885398092653,295.0046523130798,272.61076691498715,7.855658326607926,7.826704852716763,0.8073970680287558,0.804421257605613,-0.0029758104231427393
moderate_seed3302,moderate,20,P-GRB,P-GRB-HGA,0.19563620654901237,0.12930891517259988,0.12792663746797142,-0.001382277704628454,0.3390338248037724,0.3460993763650687,0.0070655515612962705,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,20.44927246076355,295.00027257901917,274.5510001182556,0.12850803983681558,0.1272943174003014,0.6568724782783035,0.6506685017346776,-0.00620397654362594
moderate_seed6301,moderate,50,P-GRB,P-GRB-HGA,0.5864998229863859,0.4334604561007951,0.44082360132949966,0.007363145228704571,0.26093676568619056,0.2483823795804756,-0.012554386105714967,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,52.62009803814697,295.00809804959107,242.3880000114441,0.42543233947149844,0.4364350108619804,0.7253750517864576,0.7441349404671711,0.01875988868071351
tight_T_seed3101,tight_T,20,P-GRB,P-GRB-HGA,0.10725273413394144,0.01937849707503963,0.02116775725049881,0.0017892601754591828,0.8193193186959785,0.8026366654293057,-0.016682653266672755,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,15.540307847683716,295.0003078858307,279.460000038147,0.01798816073888319,0.019695363860725432,0.16771750281367126,0.18363507485160374,0.01591757203793247
