row,instance,instance_scope,algorithm_preset,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,unresolved_intervals,invalid_bound_intervals,open_nodes,frontier_covers_all_improving_gini_values,frontier_range_certificate_scope,large_compact_flow_relaxation,route_mask_all_subset_enumeration_certifying,incumbent_source_category,incumbent_source_contributes_lower_bound,result_file,notes,interval_ledger_fingerprint,ledger_structurally_identical_to_rep1,objective_identical_to_rep1
high_imbalance_seed3202_rep1,high_imbalance_seed3202.txt,hard_generated_v20_m3,paper-bpc-core,optimal,1.74931345205,1.74931345205,1.74931345205,0,301.0306305,True,True,0,0,0,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\high_imbalance_seed3202_rep1.json,,0:0.316666666667:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.633333333333:0.95:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.316666666667:0.475:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.475:0.554166666667:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.554166666667:0.633333333333:bound_fathomed:inventory_route_gini_relaxation_fathomed,true,true
high_imbalance_seed3202_rep2,high_imbalance_seed3202.txt,hard_generated_v20_m3,paper-bpc-core,optimal,1.74931345205,1.74931345205,1.74931345205,0,405.9944959,True,True,0,0,0,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\high_imbalance_seed3202_rep2.json,,0:0.316666666667:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.633333333333:0.95:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.316666666667:0.475:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.475:0.554166666667:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.554166666667:0.59375:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.59375:0.633333333333:bound_fathomed:inventory_route_gini_relaxation_fathomed,false,true
high_imbalance_seed3202_rep3,high_imbalance_seed3202.txt,hard_generated_v20_m3,paper-bpc-core,optimal,1.74931345205,1.74931345205,1.74931345205,0,344.9737021,True,True,0,0,0,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\high_imbalance_seed3202_rep3.json,,0:0.316666666667:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.633333333333:0.95:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.316666666667:0.475:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.475:0.554166666667:bound_fathomed:inventory_route_gini_relaxation_fathomed|0.554166666667:0.633333333333:bound_fathomed:inventory_route_gini_relaxation_fathomed,true,true
