row,instance,instance_scope,algorithm_preset,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,unresolved_intervals,invalid_bound_intervals,open_nodes,frontier_covers_all_improving_gini_values,frontier_range_certificate_scope,large_compact_flow_relaxation,route_mask_all_subset_enumeration_certifying,incumbent_source_category,incumbent_source_contributes_lower_bound,result_file,notes
high_imbalance_seed3201,high_imbalance_seed3201.txt,hard_generated_v20_m3,paper-bpc-core,gcap_frontier_not_closed,2.44340319194,1.58377469667,2.44340319194,0.351816064623,6063.1341014,False,True,5,0,5,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\high_imbalance_seed3201.full_3600.json,
tight_T_seed3101,tight_T_seed3101.txt,hard_generated_v20_m3,paper-bpc-core,optimal,0.107252734134,0.107252734134,0.107252734134,0,148.602027,True,True,0,0,0,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\tight_T_seed3101.full_3600.json,
tight_T_seed3102,tight_T_seed3102.txt,hard_generated_v20_m3,paper-bpc-core,gcap_frontier_not_closed,0.600704436685,0.31574776659,0.600704436685,0.474370843117,8129.6222426,False,True,7,0,7,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\tight_T_seed3102.full_3600.json,
moderate_seed3301,moderate_seed3301.txt,hard_generated_v20_m3,paper-bpc-core,gcap_frontier_not_closed,0.0491525526647,0.00832009355002,0.0491525526647,0.830729166667,7915.296261,False,True,10,0,10,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\moderate_seed3301.full_3600.json,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3302,moderate_seed3302.txt,hard_generated_v20_m3,paper-bpc-core,gcap_frontier_not_closed,0.195636206549,0.0280208108338,0.195636206549,0.856770833333,5788.0693157,False,True,5,0,5,True,original_full_improving_range,mip-light,False,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\moderate_seed3302.full_1200.json,completed noncertified row; runtime exceeded requested 1200s budget
