row,instance,instance_scope,algorithm_preset,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,unresolved_intervals,invalid_bound_intervals,open_nodes,frontier_covers_all_improving_gini_values,frontier_range_certificate_scope,large_compact_flow_relaxation,route_mask_all_subset_enumeration_certifying,incumbent_source_category,incumbent_source_contributes_lower_bound,result_file,notes
v4_smoke_30s,gcap_smoke_V4_M1.txt,smoke,paper-bpc-core,optimal,0,0,0,0,0.8785321,True,True,0,0,0,True,original_full_improving_range,off,True,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\v4_smoke_30s.json,
v12_m2_canonical_300s,regen_candidate_V12_M2_average.txt,regenerated_engineering,paper-bpc-core,optimal,0.718504070755,0.718504070755,0.718504070755,0,206.4032346,True,True,0,0,0,True,original_full_improving_range,off,True,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\v12_m2_canonical_300s.json,
v12_m1_diagnostic_300s,regen_candidate_V12_M1_average.txt,regenerated_engineering,paper-bpc-core,gcap_frontier_not_closed,0.357200583208,0.332675660948,0.357200583208,0.0686586848205,300.7677185,False,True,1,0,1,True,original_full_improving_range,off,True,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\v12_m1_diagnostic_300s.json,
v12_m1_600s,regen_candidate_V12_M1_average.txt,regenerated_engineering,paper-bpc-core,optimal,0.357200583208,0.357200583208,0.357200583208,0,507.4382759,True,True,0,0,0,True,original_full_improving_range,off,True,primal_heuristic,False,E:\codes\ExactEBRP\results\v20_replication_round\raw\v12_m1_600s.json,
