vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,13,17,4,0,0,4,363.4176675247027,240.0,11
0,2,13,17,19,6,0,4,10,649.2876491117607,360.0,17
0,3,17,19,6,0,3,10,7,128.71693726926102,180.0,10
0,4,19,6,0,0,7,7,0,644.9126047063597,420.0,18
1,1,0,10,20,3,0,0,3,341.18654854951,180.0,11
1,2,10,20,9,7,0,3,10,729.3214621173062,420.0,20
1,3,20,9,3,0,8,10,2,200.9046631315537,480.0,19
1,4,9,3,12,5,0,2,7,217.0400778238078,300.0,13
1,5,3,12,14,3,0,7,10,224.8283901063642,180.0,9
1,6,12,14,5,0,4,10,6,555.4241612648931,240.0,10
1,7,14,5,4,5,0,6,11,573.7114233263654,300.0,13
1,8,5,4,1,0,4,11,7,391.3213741642335,240.0,10
1,9,4,1,8,0,3,7,4,194.01796531015933,180.0,8
1,10,1,8,15,0,4,4,0,263.04566847518294,240.0,13
1,11,8,15,2,4,0,0,4,434.28525000309327,240.0,12
1,12,15,2,11,4,0,4,8,330.11319419587454,240.0,16
1,13,2,11,16,3,0,8,11,479.41468047827965,180.0,10
1,14,11,16,7,0,5,11,6,723.6862476755095,300.0,13
1,15,16,7,18,0,3,6,3,477.1823594070988,180.0,9
1,16,7,18,0,0,3,3,0,660.1238738449935,180.0,9
