station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,15,8,14
2,9,16,9
3,23,13,15
4,6,10,6
5,23,13,15
6,9,18,17
7,7,9,7
8,22,13,22
9,8,19,17
10,6,11,6
11,19,10,19
12,17,9,17
13,7,11,7
14,6,10,6
15,21,12,21
16,6,13,6
17,30,17,30
18,17,9,17
19,19,10,19
20,11,20,11
