vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,15,11,0]",20,967.9822765772565,720.0,1687.9822765772565,1800.0,0.9377679314318091,0
1,True,"[0,25,7,0]",20,968.2907900934854,720.0,1688.2907900934854,1800.0,0.9379393278297141,1
2,True,"[0,5,27,0]",20,929.4407497914295,840.0,1769.4407497914294,1800.0,0.9830226387730163,0
