number,id,arm,sequence,available_seconds,earliest_possible_seconds,latest_known_seconds,objective,G,P,source,call,time_precision
1,D6,P-GRB,62,31.342999999877065,,,0.2711320887085293,0.11228435948558119,1.0589848614863206,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,63,31.70300000021234,,,0.2689293278175233,0.11172768404912072,1.0480109584560175,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,64,31.75,,,0.2679225712871214,0.11154397024599146,1.042524006940866,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,65,31.765000000130385,,,0.26609638443949113,0.11177539135290668,1.0288066205772297,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,66,31.82800000021234,,,0.26543921737207893,0.11173550576276724,1.0246914107287448,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,67,32.342999999877065,,,0.2650366162713207,0.1111271390151558,1.026063181707766,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,68,32.45300000021234,,,0.2643206486081139,0.10320952153551542,1.0740741804839897,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,69,32.90599999995902,,,0.26175596376651683,0.10043908188622608,1.0754458792019383,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,70,32.95300000021234,,,0.2576923526298929,0.09390632824960211,1.0919068292019383,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,71,33.561999999918044,,,0.2576876422992101,0.09986871118815012,1.0521262074070665,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,72,33.561999999918044,,,0.25734681406758814,0.10055669295652814,1.0452674740737333,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,73,33.625,,,0.25635954667235633,0.09216203056129638,1.0946501074070665,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,74,33.625,,,0.2532438272460769,0.08904629325040156,1.0946502266378357,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,75,34.311999999918044,,,0.2528601292289544,0.08742802398327905,1.1028807016378357,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,77,42.375,,,0.25235342357694013,0.09000773980853748,1.0823045584560176,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,78,42.5,,,0.2522123706090069,0.08883787684060424,1.089163291789351,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,79,42.53099999995902,,,0.25199204397189856,0.08841178895349591,1.0905350334560175,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,80,44.390000000130385,,,0.2515882832376223,0.0898598784464924,1.0781893652741994,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,81,47.436999999918044,,,0.17654978964056134,0.04092997241270409,0.9041321148523819,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,82,48.375,,,0.16726938375042252,0.03926272678480302,0.85337771310413,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,83,48.640000000130385,,,0.16672295585616453,0.03274920419970957,0.8931583443763665,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,84,49.125,,,0.16126697823895075,0.031819976403421754,0.86298001223686,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,85,49.32800000021234,,,0.16097028588957546,0.031934804281319215,0.8602365440550418,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,86,49.78099999995902,,,0.16088842341308185,0.031029898054825603,0.8657235023883751,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,90,74.56199999991804,,,0.1607733593350998,0.032560922212137654,0.8547495808197477,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,91,78.70300000021234,,,0.16067892464127423,0.04254881086196533,0.7875340918620594,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,92,78.76500000013039,,,0.1605375269566142,0.04179012391259942,0.7916493536267653,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,103,147.71799999987707,,,0.15985579542701958,0.03946230813096426,0.8026232486403688,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,118,185.73400000017136,,,0.15845230570335753,0.03764729113457493,0.805366763791884,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,119,187.20300000021234,,,0.15777481424266704,0.036352510409178564,0.8094820255565899,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,178,309.5150000001304,,,0.15751424014494614,0.03794379210093135,0.797136320293432,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,185,325.60900000017136,,,0.15724117585229214,0.03787648951880368,0.7957645755565899,native_MIPSOL_verified_original_routes,1,observed_committed_witness
1,D6,P-GRB,83589,22569.375,,,0.15708313110317407,0.0276361189802119,0.8629800808197478,native_MIPSOL_verified_original_routes,1,observed_committed_witness
2,D6,ENS-C,2,5.891000000294298,,,0.15750980361456166,0.025799421037054054,0.878069217183384,same_run_verified_startup,0,observed_committed_witness
2,D6,ENS-C,14,10.25,,,0.15750980361456166,0.025799421037054054,0.878069217183384,native_MIPSOL_verified_original_routes,6,observed_committed_witness
2,D6,ENS-C,130,568.3910000002943,,,0.15724117585229214,0.03787648951880368,0.7957645755565899,native_MIPSOL_verified_original_routes,6,observed_committed_witness
2,D6,ENS-C,3468,3160.844000000041,,,0.15708313110317407,0.0276361189802119,0.8629800808197478,native_MIPSOL_verified_original_routes,6,observed_committed_witness
3,D7,ENS-C,2,10.233999999705702,,,0.29144897350424515,0.0875202920876664,1.3595245427771918,same_run_verified_startup,0,observed_committed_witness
3,D7,ENS-C,10,27.467999999877065,,,0.29144897350424515,0.0875202920876664,1.3595245427771918,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,41,457.3589999997057,,,0.28795784328152396,0.08329917278599781,1.3643911366368409,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,42,463.0149999996647,,,0.26639123530087827,0.0782142678718419,1.2545131161935759,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,43,465.06199999991804,,,0.26390482703631274,0.07608770960727639,1.2521141161935758,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,44,468.75,,,0.26225321988485395,0.07443610245581758,1.2521141161935758,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,45,500.29699999978766,,,0.2511242616296641,0.07322450147616953,1.1859984010232971,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,46,515.530999999959,,,0.24561226057506683,0.07269047785072205,1.1528118848289652,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,47,516.2339999997057,,,0.2454679180274124,0.07251583530306763,1.1530138848289653,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,48,518.0469999997877,,,0.24404530687326376,0.06865519914891899,1.1692673848289652,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,49,580.75,,,0.24297323272615595,0.06827319717286383,1.1646669036886144,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,50,592.936999999918,,,0.2423027471407518,0.0665755511112692,1.1715146401965508,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,51,601.3899999996647,,,0.24224022015820845,0.0667885048979566,1.1696781017350124,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,55,713.8899999996647,,,0.2419523593180353,0.06651579405778343,1.1695771017350125,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,56,714.375,,,0.24145370736410832,0.0655750068399047,1.1725246701613574,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,58,729.3589999997057,,,0.24109896873548736,0.06482081487795045,1.1751876923835796,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,59,763.0779999997467,,,0.2401744615331342,0.06430953315636652,1.172432855845118,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,60,763.2029999997467,,,0.23950596310501177,0.06648160384589112,1.1534957283941376,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,61,763.2649999996647,,,0.2391101470789179,0.06527311281979728,1.1589135617274708,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,62,763.3279999997467,,,0.23835547387048597,0.06417373961136533,1.161211561727471,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,63,785.155999999959,,,0.2383345035483111,0.06468996723036692,1.1576302421196278,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,64,792.1399999996647,,,0.2378566908264173,0.06339947950847317,1.163048075452961,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,65,792.1719999997877,,,0.23713302816224668,0.06295130607507177,1.1612114805811662,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,66,792.2029999997467,,,0.23692609933429828,0.06343308349712334,1.1566201055811662,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,67,796.7339999997057,,,0.23677168555288086,0.0627125497157059,1.1603942389144997,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,68,798.4679999998771,,,0.23671385029810177,0.06251697821092683,1.1613124805811663,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,69,861.030999999959,,,0.23669667821920323,0.062362066219747575,1.1622307466630377,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,70,1091.2029999997467,,,0.23667001547762,0.06123347453698789,1.1695769396042142,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,71,1091.2339999997057,,,0.23660536192842793,0.06103108017897229,1.1704952116630376,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,72,1092.5149999996647,,,0.23660241228050363,0.05799782558987151,1.1906972446042141,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,73,1157.186999999918,,,0.23659508066438034,0.05812823388602896,1.1897789785223427,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,74,1389.842999999877,,,0.23517515515531312,0.058085721710295045,1.1805962229667872,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,75,1392.7339999997057,,,0.23488209141635102,0.05947585208898002,1.1693749288491402,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,76,1392.7339999997057,,,0.2339118866664951,0.05850564733912408,1.1693749288491402,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,77,1394.0149999996647,,,0.23340379363931713,0.05883915137076966,1.1637642817903167,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,78,1399.030999999959,,,0.23288231108250373,0.059144119623672844,1.1582546097255393,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,79,1464.875,,,0.23285137576212084,0.06316925752630224,1.131214121572124,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,80,1465.186999999918,,,0.23214287925235857,0.06299659377205719,1.1276419032020093,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,81,1465.280999999959,,,0.23185531086799982,0.06299965615692917,1.125704364740471,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,82,1465.436999999918,,,0.23145701535508328,0.05701496925115547,1.1629469740261853,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,83,1465.625,,,0.23134650814467037,0.05719509280997337,1.1610094355646468,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,84,1465.7339999997057,,,0.2306233679404122,0.057160662164538724,1.1564180385058231,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,87,1741.125,,,0.23054497732217208,0.06135224623747507,1.1279515405646467,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,88,1741.6089999997057,,,0.23025829530655617,0.06202975830080654,1.121523580038331,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,98,1900.5,,,0.2299296111613555,0.06142558492483662,1.1233601749101259,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,99,1906.8899999996647,,,0.2298592756603443,0.060926870852396856,1.126216032052983,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,124,2593.4529999997467,,,0.22926328126102183,0.059642173445555606,1.1308073854364415,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,125,2593.686999999918,,,0.22880427222596297,0.058769942743830066,1.1335621965475526,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,126,2595.5779999997467,,,0.226802359647623,0.05470189679345707,1.1473364190277728,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,134,2859.686999999918,,,0.22567809818581638,0.054404089498317126,1.1418267245833285,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,143,3318.5149999996647,,,0.22543061204938292,0.053054671782936304,1.1491729351096442,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,149,3443.186999999918,,,0.22515085005563787,0.05208619889175534,1.1537643410925502,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,338,12663.375,,,0.22463323580969358,0.052395035455527664,1.1482546690277728,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,351,15109.217999999877,,,0.22455287331711135,0.05231467296294543,1.1482546690277728,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,352,15152.655999999959,,,0.22430566959154458,0.052067469237378636,1.1482546690277728,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,353,21862.592999999877,,,0.2242947003175088,0.04833748711993629,1.1730480879838168,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,354,21862.65599999996,,,0.22413949846407297,0.050523887052214715,1.1574374094123883,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,355,21874.983999999706,,,0.22410579818102333,0.04925051652029632,1.16570187773818,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,356,21958.421999999788,,,0.2240328584500073,0.048351129730456785,1.1712115247970036,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,358,25693.967999999877,,,0.22373880596610893,0.04695514830538191,1.17855771773818,native_MIPSOL_verified_original_routes,4,observed_committed_witness
3,D7,ENS-C,374,42588.06199999992,,,0.2235315457737181,0.04702337072837567,1.1767211669689495,native_MIPSOL_verified_original_routes,4,observed_committed_witness
4,D7,P-GRB,4,1.046000000089407,,,1.5423858798368395,0.3769173156092946,7.769790428183632,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,10,9.671000000089407,,,1.4588461536305317,0.38166956114361295,7.181177283246125,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,11,9.703000000212342,,,1.4314064899225278,0.3691059196578314,7.082003801764643,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,12,9.703000000212342,,,1.3315258329235211,0.350947053552726,6.537191862471968,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,13,9.765000000130385,,,1.3314997461459352,0.35211930827840815,6.529202919116847,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,14,9.765000000130385,,,1.3300124952578671,0.3520094658870721,6.520020195805301,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,20,18.061999999918044,,,1.3174808131014326,0.34939510873063745,6.453904695805301,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,21,18.092999999877065,,,1.2467807370112314,0.34807110057838064,5.991397576219004,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,22,18.155999999959022,,,1.2451699856277958,0.34852647021142863,5.9776234361091145,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,23,18.186999999918044,,,1.239874319273231,0.3470724009156874,5.952012789050291,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,25,21.765000000130385,,,1.2353502894127346,0.3512714833591409,5.893858707023958,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,26,21.765000000130385,,,1.2327001316886814,0.3501364756350877,5.883757707023958,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,27,21.765000000130385,,,1.2326495233984036,0.34953490580634844,5.887430783947035,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,29,24.421000000089407,,,1.2320992431789581,0.3481581861132187,5.892940380438263,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,30,24.421000000089407,,,1.2320316951509742,0.3482283779975155,5.892022114356392,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,32,27.5,,,1.2315158950082965,0.3468709807960143,5.897632761415215,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,34,31.375,,,1.2091094720241873,0.3401377632040618,5.793144725467503,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,35,31.375,,,1.2063823271515366,0.33975221539023476,5.777534078408679,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,36,31.375,,,1.1906841322350457,0.3296790204737437,5.740034078408679,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,37,31.405999999959022,,,1.095699256329173,0.3079086198129692,5.251937576774692,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,38,31.436999999918044,,,1.0909559556876174,0.3099559983380803,5.206666382330248,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,39,31.467999999877065,,,1.087344754037633,0.30799768418809587,5.195647132330248,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,43,34.875,,,1.0752966387063865,0.30421403201474406,5.1405507112776165,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,46,45.07800000021234,,,1.0742687002427682,0.30359931203852075,5.13779592136165,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,47,45.10900000017136,,,1.0736152958965903,0.3049844649270587,5.124205539796878,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,48,45.140000000130385,,,1.0729315828978139,0.30211067402679753,5.138806059140109,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,49,45.140000000130385,,,1.072338079934673,0.3020681307127796,5.135132994812623,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,50,45.95300000021234,,,1.0154012868689504,0.2947181287401745,4.804554387525173,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,51,46.140000000130385,,,0.9936618752886082,0.2901963662151628,4.689770060489636,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,52,46.23400000017136,,,0.9659588083911063,0.2879753888925598,4.5198894633236435,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,53,46.35900000017136,,,0.9622440314674441,0.28618898038995016,4.50703367384996,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,54,46.686999999918044,,,0.9372894629287305,0.27411317787687756,4.421175233679019,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,55,47.29600000008941,,,0.9363515779891529,0.2742772245162473,4.4138290231527035,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,56,53.375,,,0.9259840631760508,0.2710722418460025,4.366078808866989,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,57,53.40599999995902,,,0.9064786479047142,0.26739327657466583,4.260569142200323,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,58,53.40599999995902,,,0.9055827070453248,0.26569842269006627,4.265895229035057,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,59,53.515000000130385,,,0.8823670499028183,0.25477320945989756,4.183958936286139,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,60,53.592999999877065,,,0.8781209569647874,0.2522724980381574,4.172323059510868,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,61,53.85900000017136,,,0.8702514464096947,0.25115229827851904,4.127327654207837,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,62,53.890000000130385,,,0.8098932409778181,0.25498142466482426,3.699412108753292,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,63,55.07800000021234,,,0.7974420612522553,0.2596101747552892,3.5855459099797744,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,64,55.10900000017136,,,0.7816893315963424,0.25625412919028534,3.5029013493737136,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,67,56.265000000130385,,,0.7407927962762925,0.24515494826725745,3.304252320060234,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,68,56.265000000130385,,,0.7387911356098247,0.24797423135078966,3.2721126950602337,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,69,58.467999999877065,,,0.735291298641489,0.24597439438245394,3.262112695060234,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,70,58.5,,,0.7277632084145007,0.23954822082213237,3.2547665839491224,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,71,58.65599999995902,,,0.7165469640563047,0.23568740967822205,3.2057303625205513,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,72,59.140000000130385,,,0.6961764589967095,0.2272163119080042,3.1264009805913693,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,73,62.717999999877065,,,0.6892915707825107,0.23095257349772685,3.055593315231892,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,74,62.90599999995902,,,0.6804615629553086,0.2299737923371914,3.003251804120781,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,75,63.5,,,0.6793039459603434,0.2304690636755595,2.9922325485652257,native_MIPSOL_verified_original_routes,1,observed_committed_witness
4,D7,P-GRB,76,64.2960000000894,,,0.6365426829989483,0.2075700613198592,2.8598174778605947,native_MIPSOL_verified_original_routes,1,observed_committed_witness
