number,id,arm,seconds,U,L,gap,relative_gap,certificate,source
7,F2,ENS-C,28800,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,32400,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,36000,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,39600,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,43200,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,46800,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,50400,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,54000,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,57600,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,61200,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,64800,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,68400,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,72000,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,75600,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,79200,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,82800,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
7,F2,ENS-C,86400,0.8659435203229894,0.865943520322989,3.3306690738754696e-16,3.8462890427693936e-16,True,normal_endpoint_carry_forward
8,F2,P-GRB,300,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,600,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,1200,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,1800,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,3600,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,7200,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,10800,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,14400,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,18000,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,21600,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,25200,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,28800,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,32400,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,36000,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,39600,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,43200,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,46800,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,50400,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,54000,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,57600,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,61200,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,64800,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,68400,,,,,False,observation_timing_unavailable_after_quota_interruption
8,F2,P-GRB,70639.95299999975,0.8659435203229894,0.8386268851956563,0.027316635127333067,0.031545515944439655,False,original_driver_observed_status
