number,id,arm,seconds,U,L,gap,relative_gap,certificate,source
8,F2,P-GRB,70647.7970615,0.8659435203229896,0.8386287847742407,0.02731473554874886,0.031543322292614064,False,replayed_final_committed_evidence_exit_time_unknown
9,F5,P-GRB,300,0.5116451900513298,0.2640478729957208,0.247597317055609,0.48392386339206916,False,committed_same_run_evidence
9,F5,P-GRB,600,0.4597083493438589,0.2672090609390283,0.1924992884048306,0.4187422061826473,False,committed_same_run_evidence
9,F5,P-GRB,1200,0.4357799434161353,0.26783261057950986,0.16794733283662544,0.3853948199636371,False,committed_same_run_evidence
9,F5,P-GRB,1800,0.4357799434161353,0.2681732663398659,0.16760667707626942,0.3846131048675141,False,committed_same_run_evidence
9,F5,P-GRB,3600,0.43423583676402355,0.2682505969243228,0.16598523983970076,0.38224675576443035,False,committed_same_run_evidence
9,F5,P-GRB,7200,0.37189340480339483,0.26899559865359723,0.1028978061497976,0.2766862891913761,False,committed_same_run_evidence
9,F5,P-GRB,10800,0.3567987721596054,0.27009787881685415,0.08670089334275127,0.24299661351964433,False,committed_same_run_evidence
9,F5,P-GRB,14400,0.3539651203364286,0.27017877900486964,0.08378634133155893,0.236707902891459,False,committed_same_run_evidence
9,F5,P-GRB,18000,0.3539651203364286,0.2702047081826969,0.0837604121537317,0.23663464940873566,False,committed_same_run_evidence
9,F5,P-GRB,21600,0.3539651203364286,0.2703064348905926,0.08365868544583599,0.23634725751035024,False,committed_same_run_evidence
9,F5,P-GRB,25200,0.31237047868224277,0.27041089704708055,0.041959581635162224,0.13432633522915394,False,committed_same_run_evidence
9,F5,P-GRB,28800,0.3122637893943533,0.2706498640863564,0.0416139253079969,0.13326529274722693,False,committed_same_run_evidence
9,F5,P-GRB,32400,0.3106884196423509,0.27092408848610783,0.03976433115624306,0.12798781236203713,False,committed_same_run_evidence
9,F5,P-GRB,36000,0.31039298582542435,0.2709745597484513,0.039418426076973045,0.12699522179004175,False,committed_same_run_evidence
9,F5,P-GRB,39600,0.30853359612837555,0.2710294674247007,0.037504128703674866,0.12155606123383088,False,committed_same_run_evidence
9,F5,P-GRB,43200,0.30522370599158455,0.2711528286794395,0.03407087731214503,0.11162592106487434,False,committed_same_run_evidence
9,F5,P-GRB,46800,0.30522370599158455,0.2712382273992495,0.03398547859233503,0.11134613047805682,False,committed_same_run_evidence
9,F5,P-GRB,50400,0.30522370599158455,0.27133453773505445,0.0338891682565301,0.11103059032205209,False,committed_same_run_evidence
9,F5,P-GRB,54000,0.3045802228268416,0.27133699756333035,0.033243225263511256,0.10914439865785548,False,committed_same_run_evidence
9,F5,P-GRB,57600,0.3045802228268416,0.27137951110074887,0.033200711726092735,0.10900481790299246,False,committed_same_run_evidence
9,F5,P-GRB,61200,0.30403765943360006,0.2715658373372087,0.03247182209639138,0.10680197366630177,False,committed_same_run_evidence
9,F5,P-GRB,64800,0.3029364897843948,0.27167818758642703,0.03125830219796777,0.10318434144468647,False,committed_same_run_evidence
9,F5,P-GRB,68400,0.30113079294875666,0.2717207235021352,0.029410069446621445,0.09766543354344419,False,committed_same_run_evidence
9,F5,P-GRB,72000,0.3002550444525632,0.2718030843790063,0.02845196007355688,0.09475930745953533,False,committed_same_run_evidence
9,F5,P-GRB,75600,0.29999153849409727,0.2718717729883666,0.028119765505730643,0.09373519548880188,False,committed_same_run_evidence
9,F5,P-GRB,79200,0.29999153849409727,0.2719046789841165,0.028086859509980744,0.09362550574250077,False,committed_same_run_evidence
9,F5,P-GRB,82800,0.29999153849409727,0.2719478977041769,0.028043640789920388,0.09348143927890214,False,committed_same_run_evidence
9,F5,P-GRB,86400,0.29999153849409727,0.2719807471757489,0.028010791318348383,0.0933719379518417,False,committed_same_run_evidence
10,F5,ENS-C,300,0.38430409168754603,0.2814142980780838,0.10288979360946221,0.2677301538936399,False,committed_same_run_evidence
10,F5,ENS-C,600,0.3331053852996538,0.281414298078084,0.05169108722156979,0.15517938016844038,False,committed_same_run_evidence
10,F5,ENS-C,1200,0.32950410717326206,0.281414298078084,0.04808980909517807,0.1459460081020816,False,committed_same_run_evidence
10,F5,ENS-C,1800,0.32950410717326206,0.281414298078084,0.04808980909517807,0.1459460081020816,False,committed_same_run_evidence
10,F5,ENS-C,3600,0.32932369464104827,0.2814538063444285,0.047869888296619756,0.1453581660706082,False,committed_same_run_evidence
10,F5,ENS-C,7200,0.31286684580574164,0.2814538063444285,0.03141303946131313,0.10040386152266648,False,committed_same_run_evidence
10,F5,ENS-C,10800,0.31194581773710683,0.2814538063444285,0.03049201139267832,0.09774778073279233,False,committed_same_run_evidence
10,F5,ENS-C,14400,0.3114263915493613,0.2814538063444285,0.02997258520493279,0.09624291973399471,False,committed_same_run_evidence
10,F5,ENS-C,18000,0.3081983395198742,0.2814538063444285,0.026744533175445673,0.08677701903621401,False,committed_same_run_evidence
10,F5,ENS-C,21600,0.3081983395198742,0.2814538063444285,0.026744533175445673,0.08677701903621401,False,committed_same_run_evidence
10,F5,ENS-C,25200,0.3081983395198742,0.2814538063444285,0.026744533175445673,0.08677701903621401,False,committed_same_run_evidence
10,F5,ENS-C,28800,0.30668414753022566,0.28145583482564757,0.025228312704578093,0.08226154794026869,False,committed_same_run_evidence
10,F5,ENS-C,32400,0.30668414753022566,0.28145723382494003,0.025226913705285625,0.08225698624608353,False,committed_same_run_evidence
10,F5,ENS-C,36000,0.30668414753022566,0.28145723382494003,0.025226913705285625,0.08225698624608353,False,committed_same_run_evidence
10,F5,ENS-C,39600,0.30668414753022566,0.28145723382494003,0.025226913705285625,0.08225698624608353,False,committed_same_run_evidence
10,F5,ENS-C,43200,0.30339745293450776,0.28145723382494003,0.021940219109567727,0.072315106463019,False,committed_same_run_evidence
10,F5,ENS-C,46800,0.30244301421400693,0.28145872251383225,0.020984291700174684,0.06938262983097478,False,committed_same_run_evidence
10,F5,ENS-C,50400,0.30244301421400693,0.28145953143647284,0.02098348277753409,0.06937995520268919,False,committed_same_run_evidence
10,F5,ENS-C,54000,0.30244301421400693,0.28145953143647284,0.02098348277753409,0.06937995520268919,False,committed_same_run_evidence
10,F5,ENS-C,57600,0.30244301421400693,0.28145953143647284,0.02098348277753409,0.06937995520268919,False,committed_same_run_evidence
10,F5,ENS-C,61200,0.30244301421400693,0.2814595363809147,0.020983477833092234,0.06937993885434711,False,committed_same_run_evidence
10,F5,ENS-C,64800,0.30244301421400693,0.2814600680952097,0.020982946118797252,0.06937818078995153,False,committed_same_run_evidence
10,F5,ENS-C,68400,0.30244301421400693,0.28146198010028695,0.020981034113719987,0.06937185892107903,False,committed_same_run_evidence
10,F5,ENS-C,72000,0.30244301421400693,0.28147300814163506,0.020970006072371872,0.06933539571700478,False,committed_same_run_evidence
10,F5,ENS-C,75600,0.30244301421400693,0.28149190151004105,0.02095111270396588,0.06927292653266903,False,committed_same_run_evidence
10,F5,ENS-C,79200,0.30244301421400693,0.2815078550825745,0.020935159131432457,0.06922017751290781,False,committed_same_run_evidence
10,F5,ENS-C,82800,0.30244301421400693,0.28151053248121727,0.020932481732789665,0.0692113249406315,False,committed_same_run_evidence
10,F5,ENS-C,86400,0.30244301421400693,0.2815127199958849,0.020930294218122036,0.06920409212464693,False,committed_same_run_evidence
