id,V,M,Q,T_seconds,classification,winner,p_t_cert,ens_t_cert,p_over_ens_t_cert,p_minus_ens_seconds,p_U,p_L,p_gap,ens_U,ens_L,ens_gap
D6,30,3,30,18000,both_certified,ENS-C,22570.061999999918,3160.907000000123,7.140375215088277,19409.154999999795,0.15708313110317415,0.15708313110317404,1.1102230246251565e-16,0.15708313110317415,0.15708313110316996,4.191091917959966e-15
D7,50,4,30,18000,both_censored,ordering_not_established,,,,,0.21646672611586926,0.20185000609183068,0.014616720024038576,0.2235315457737183,0.2082190823632304,0.01531246341048792
U6,50,4,30,18000,both_censored,ordering_not_established,,,,,0.14527298125514043,0.13216404500616435,0.013108936248976077,0.14528773805499362,0.13488129830664097,0.010406439748352647
F2,20,2,30,3600,ens_certified_p_administratively_censored,ENS-C_observed_advantage_before_P_interruption,,535.9210000000894,,,0.8659435203229896,0.8386287847742407,0.02731473554874886,0.8659435203229894,0.865943520322989,3.3306690738754696e-16
F5,50,4,30,7200,both_censored,ordering_not_established,,,,,0.2999915384940973,0.2719807471757489,0.028010791318348438,0.30244301421400704,0.2815127199958849,0.020930294218122147
