"instance","method","algorithm_preset","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","verifier_passed","certified_original_problem","unresolved_intervals","invalid_bound_intervals","open_nodes","pricing_calls","pricing_closed_nodes","columns_generated","cuts_generated","completion_lb_pruned_labels","required_closure_pruned_labels","label_dominance_comparisons","label_dominance_pruned_labels","label_dominance_cross_pickup_pruned_labels","label_dominance_inactive_entries_skipped","label_dominance_bucket_compactions","label_dominance_compacted_entries","operation_dp_dominance_pruned_states","controlling_interval","frontier_min_interval_lower_bound","frontier_lower_bound_source","node_trace_count","pricing_trace_count","bpc_trace_json","bpc_interval_trace_csv","result_file","progress_log","log_file","plateau_reason"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.5775606961","0.719065249476","0.196789586869","314.1215201","314.1215201","True","False","2","0","4","19","0","1917257","0","","","","","","","","","","4:[0.359532624738,0.479376832984]:lb=0.5775606961","0.5775606961","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s.json","results\paper_bpc_core\progress\v12_m2_average_core_300s.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.717435865864","0.719065249476","0.00226597462971","306.6734948","306.6734948","True","False","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","14:[0.490612227507,0.494357359015]:lb=0.717435865864","0.717435865864","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_archive_skip.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_archive_skip.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_archive_skip.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_archive_skip.csv","","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.692627421486","0.719065249476","0.036766938758","307.245503","307.245503","True","False","2","0","2","19","0","1898880","0","0","","","","","","","","","5:[0.479376832984,0.59922104123]:lb=0.692627421486","0.692627421486","adaptive_split_inherited_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_compat_order.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_compat_order.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_compat_order.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_compat_order.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_compat_order.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.46483673421","0.719065249476","0.353554166957","317.4807691","317.4807691","True","False","2","0","4","18","0","1892958","0","40634262","","","","","","","","","4:[0.359532624738,0.479376832984]:lb=0.46483673421","0.46483673421","adaptive_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_completion_lb.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_completion_lb.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_completion_lb.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_completion_lb.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_completion_lb.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.715075764785","0.719065249476","0.00554815393275","303.5031771","303.5031771","True","False","3","0","3","10","0","1880409","0","0","","0","0","0","0","0","0","0","18:[0.488739661753,0.490612227507]:lb=0.715075764785","0.715075764785","adaptive_split_inherited_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_continuous_precheck_required_closure_pruning.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_continuous_precheck_required_closure_pruning.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_continuous_precheck_required_closure_pruning.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_continuous_precheck_required_closure_pruning.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_continuous_precheck_required_closure_pruning.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.706200471341","0.719065249476","0.0178909746296","297.1804171","297.1804171","True","False","2","0","2","15","0","1895413","0","0","","","","","","","","","14:[0.486867096,0.494357359015]:lb=0.706200471341","0.706200471341","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth5_default.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth5_default.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth5_default.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_depth5_default.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_depth5_default.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.713690734357","0.719065249476","0.00747430796209","295.1727516","295.1727516","True","False","3","0","3","13","0","1863843","0","0","","229956254","124408564","0","1094858623","0","0","0","16:[0.490612227507,0.494357359015]:lb=0.713690734357","0.713690734357","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth6_default.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth6_default.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth6_default.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_depth6_default.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_depth6_default.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.715075764785","0.719065249476","0.00554815393275","304.1311749","304.1311749","True","False","3","0","3","11","0","1884111","0","0","","0","0","0","0","0","0","0","18:[0.488739661753,0.490612227507]:lb=0.715075764785","0.715075764785","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth7_default.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth7_default.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth7_default.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_depth7_default.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_depth7_default.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.716948330538","0.719065249476","0.00294398726726","318.3914594","318.3914594","True","False","3","0","3","10","0","1881717","0","0","","0","0","0","0","0","0","0","18:[0.488739661753,0.490612227507]:lb=0.716948330538","0.716948330538","focused_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth8_default.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth8_default.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth8_default.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_depth8_default.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_depth8_default.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.715075764785","0.719065249476","0.00554815393275","300.3261714","300.3261714","True","False","3","0","3","10","0","1870335","0","0","","0","0","0","0","0","0","0","18:[0.488739661753,0.490612227507]:lb=0.715075764785","0.715075764785","adaptive_split_inherited_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth9.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth9.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_depth9.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_depth9.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_depth9.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.715075764785","0.719065249476","0.00554815393275","301.8944409","301.8944409","True","False","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","20:[0.48967594463,0.490612227507]:lb=0.715075764785","0.715075764785","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_focused_relax_2p5_probe.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_focused_relax_2p5_probe.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_focused_relax_2p5_probe.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_focused_relax_2p5_probe.csv","","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.716948330538","0.719065249476","0.00294398726726","318.1830289","318.1830289","True","False","3","0","3","10","0","1862605","0","0","","0","0","0","0","0","0","0","18:[0.488739661753,0.490612227507]:lb=0.716948330538","0.716948330538","focused_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_gated_precheck.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_gated_precheck.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_gated_precheck.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_gated_precheck.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_gated_precheck.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.716948330538","0.719065249476","0.00294398726726","311.7491897","311.7491897","True","False","3","0","3","10","0","1837711","0","0","0","0","0","0","0","0","0","0","18:[0.488739661753,0.490612227507]:lb=0.716948330538","0.716948330538","focused_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_short_budget_compat_skip.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_short_budget_compat_skip.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_short_budget_compat_skip.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_short_budget_compat_skip.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_short_budget_compat_skip.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.69696684314","0.719065249476","0.0307321294594","273.9229962","273.9229962","True","False","2","0","2","17","0","1909797","0","0","","","","","","","","","10:[0.509337885046,0.539298937107]:lb=0.69696684314","0.69696684314","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_before_tree.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_before_tree.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_before_tree.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_split_before_tree.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_split_before_tree.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.69696684314","0.719065249476","0.0307321294594","289.8445419","289.8445419","True","False","2","0","2","16","0","1883844","0","20756309","","","","","","","","","10:[0.509337885046,0.539298937107]:lb=0.69696684314","0.69696684314","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_completion_lb.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_completion_lb.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_completion_lb.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_split_completion_lb.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_split_completion_lb.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.703291904615","0.719065249476","0.0219359020237","290.2616184","290.2616184","True","False","2","0","2","15","0","1885332","0","0","","","","","","","","","12:[0.494357359015,0.509337885046]:lb=0.703291904615","0.703291904615","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_depth4.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_depth4.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_depth4.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_split_depth4.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_split_depth4.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.706200471341","0.719065249476","0.0178909746296","298.0865947","298.0865947","True","False","2","0","2","15","0","1882661","0","0","","","","","","","","","14:[0.486867096,0.494357359015]:lb=0.706200471341","0.706200471341","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_depth5.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_depth5.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_300s_split_depth5.json","results\paper_bpc_core\progress\v12_m2_average_core_300s_split_depth5.csv","results\paper_bpc_core\logs\v12_m2_average_core_300s_split_depth5.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.359532624738","0.719065249476","0.5","70.1834225","70.1834225","True","False","2","0","1","10","0","1877915","0","","","","","","","","","","4:[0.359532624738,0.479376832984]:lb=0.359532624738","0.359532624738","gamma_floor","","","results\paper_bpc_core\raw\v12_m2_average_core_60s.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_60s.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_60s.json","results\paper_bpc_core\progress\v12_m2_average_core_60s.csv","results\paper_bpc_core\logs\v12_m2_average_core_60s.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.69209527742","0.719065249476","0.0375069885188","61.0125829","61.0125829","True","False","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6:[0.539298937107,0.59922104123]:lb=0.69209527742","0.69209527742","adaptive_split_inherited_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_60s_archive_skip.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_60s_archive_skip.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_60s_archive_skip.json","results\paper_bpc_core\progress\v12_m2_average_core_60s_archive_skip.csv","results\paper_bpc_core\logs\v12_m2_average_core_60s_archive_skip.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.46196990432","0.719065249476","0.357541051168","62.2947227","62.2947227","True","False","2","0","0","10","0","1868992","0","0","0","0","0","0","0","0","0","0","1:[0.239688416492,0.479376832984]:lb=0.46196990432","0.46196990432","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_60s_bucket_ref_trace.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_60s_bucket_ref_trace.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_60s_bucket_ref_trace.json","results\paper_bpc_core\progress\v12_m2_average_core_60s_bucket_ref_trace.csv","results\paper_bpc_core\logs\v12_m2_average_core_60s_bucket_ref_trace.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.359532624738","0.719065249476","0.5","72.600463","72.600463","True","False","2","0","1","10","0","1879536","0","0","","","","","","","","","4:[0.359532624738,0.479376832984]:lb=0.359532624738","0.359532624738","gamma_floor","","","results\paper_bpc_core\raw\v12_m2_average_core_60s_completion_lb.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_60s_completion_lb.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_60s_completion_lb.json","results\paper_bpc_core\progress\v12_m2_average_core_60s_completion_lb.csv","results\paper_bpc_core\logs\v12_m2_average_core_60s_completion_lb.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.46196990432","0.719065249476","0.357541051168","63.4300556","63.4300556","True","False","2","0","0","10","0","1946481","0","0","","0","0","0","0","0","0","0","1:[0.239688416492,0.479376832984]:lb=0.46196990432","0.46196990432","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_60s_continuous_precheck.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_60s_continuous_precheck.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_60s_continuous_precheck.json","results\paper_bpc_core\progress\v12_m2_average_core_60s_continuous_precheck.csv","results\paper_bpc_core\logs\v12_m2_average_core_60s_continuous_precheck.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.46196990432","0.719065249476","0.357541051168","62.3441357","62.3441357","True","False","2","0","1","10","0","1859028","0","0","0","0","0","0","0","0","0","0","4:[0.359532624738,0.479376832984]:lb=0.46196990432","0.46196990432","adaptive_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_60s_no_compat.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_60s_no_compat.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_60s_no_compat.json","results\paper_bpc_core\progress\v12_m2_average_core_60s_no_compat.csv","results\paper_bpc_core\logs\v12_m2_average_core_60s_no_compat.log","unresolved_intervals"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.2748785","7.2748785","True","True","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_archive_skip_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_archive_skip_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_archive_skip_smoke.json","results\paper_bpc_core\progress\v4_paper_core_archive_skip_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_archive_skip_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.4426722","7.4426722","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_bucket_compaction_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_bucket_compaction_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_bucket_compaction_smoke.json","results\paper_bpc_core\progress\v4_paper_core_bucket_compaction_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_bucket_compaction_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.6296662","7.6296662","True","True","0","0","0","30","0","5366","0","0","0","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_bucket_ref_trace_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_bucket_ref_trace_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_bucket_ref_trace_smoke.json","results\paper_bpc_core\progress\v4_paper_core_bucket_ref_trace_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_bucket_ref_trace_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.3081804","7.3081804","True","True","0","0","0","30","0","5366","0","0","","","","","","","","","","0","","","","results\paper_bpc_core\raw\v4_paper_core_compat_order_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_compat_order_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_compat_order_smoke.json","results\paper_bpc_core\progress\v4_paper_core_compat_order_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_compat_order_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","9.6488676","9.6488676","True","True","0","0","0","30","0","5366","0","0","","","","","","","","","","0","","","","results\paper_bpc_core\raw\v4_paper_core_completion_lb_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_completion_lb_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_completion_lb_smoke.json","results\paper_bpc_core\progress\v4_paper_core_completion_lb_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_completion_lb_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.3970684","7.3970684","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_continuous_precheck_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_continuous_precheck_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_continuous_precheck_smoke.json","results\paper_bpc_core\progress\v4_paper_core_continuous_precheck_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_continuous_precheck_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.369672","7.369672","True","True","0","0","0","30","0","5366","0","0","","","","","","","","","","0","","","","results\paper_bpc_core\raw\v4_paper_core_depth5_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_depth5_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_depth5_smoke.json","results\paper_bpc_core\progress\v4_paper_core_depth5_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_depth5_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.3263798","7.3263798","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_depth6_default_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_depth6_default_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_depth6_default_smoke.json","results\paper_bpc_core\progress\v4_paper_core_depth6_default_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_depth6_default_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.4133632","7.4133632","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_depth7_default_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_depth7_default_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_depth7_default_smoke.json","results\paper_bpc_core\progress\v4_paper_core_depth7_default_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_depth7_default_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.3812145","7.3812145","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_depth8_default_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_depth8_default_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_depth8_default_smoke.json","results\paper_bpc_core\progress\v4_paper_core_depth8_default_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_depth8_default_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.4377657","7.4377657","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_gated_precheck_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_gated_precheck_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_gated_precheck_smoke.json","results\paper_bpc_core\progress\v4_paper_core_gated_precheck_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_gated_precheck_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.3449065","7.3449065","True","True","0","0","0","30","0","5366","0","0","","0","0","0","","","","","","0","","","","results\paper_bpc_core\raw\v4_paper_core_label_dominance_trace_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_label_dominance_trace_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_label_dominance_trace_smoke.json","results\paper_bpc_core\progress\v4_paper_core_label_dominance_trace_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_label_dominance_trace_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.4922358","7.4922358","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_required_closure_pruning_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_required_closure_pruning_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_required_closure_pruning_smoke.json","results\paper_bpc_core\progress\v4_paper_core_required_closure_pruning_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_required_closure_pruning_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.489043","7.489043","True","True","0","0","0","30","0","5366","0","0","0","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_short_budget_compat_skip_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_short_budget_compat_skip_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_short_budget_compat_skip_smoke.json","results\paper_bpc_core\progress\v4_paper_core_short_budget_compat_skip_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_short_budget_compat_skip_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.2818571","7.2818571","True","True","0","0","0","30","0","5366","0","0","","","","","","","","","","0","","","","results\paper_bpc_core\raw\v4_paper_core_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_smoke.json","results\paper_bpc_core\progress\v4_paper_core_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","8.1333633","8.1333633","True","True","0","0","0","30","0","5366","0","0","","","","","","","","","","0","","","","results\paper_bpc_core\raw\v4_paper_core_split_before_tree_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_split_before_tree_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_split_before_tree_smoke.json","results\paper_bpc_core\progress\v4_paper_core_split_before_tree_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_split_before_tree_smoke.log","certified"
"gcap_smoke_V4_M1.txt","gcap-frontier","paper-bpc-core","optimal","0","0","0","0","7.4579476","7.4579476","True","True","0","0","0","30","0","5366","0","0","","0","0","0","0","0","0","0","","0","","","","results\paper_bpc_core\raw\v4_paper_core_trace_fix_smoke.trace.json","results\paper_bpc_core\raw\v4_paper_core_trace_fix_smoke.intervals.csv","results\paper_bpc_core\raw\v4_paper_core_trace_fix_smoke.json","results\paper_bpc_core\progress\v4_paper_core_trace_fix_smoke.csv","results\paper_bpc_core\logs\v4_paper_core_trace_fix_smoke.log","certified"
