leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.10725273413394144,round19_v2_projected_centering,4aa5163ab71aaf0c,8137cef8a592d7b4d33bd811647e69f80608c630fad38e223575f0c91acd0d0f,8137cef8a592d7b4d33bd811647e69f80608c630fad38e223575f0c91acd0d0f,6,9,0,1
R.0,0,0.053626367066970722,round19_v2_projected_centering,de363c217aacc6bb,28ee56bfe50c2ea339dc608a804482ba2520790e7eea6cb7a8b5be6342675794,28ee56bfe50c2ea339dc608a804482ba2520790e7eea6cb7a8b5be6342675794,6,9,0,1
R.0.0,0,0.026813183533485361,round19_v2_projected_centering,f5c84b9e4a9e8597,570973833865eeaa98ae29313d55e47726c607277eaa010442a807365946595f,570973833865eeaa98ae29313d55e47726c607277eaa010442a807365946595f,6,9,0,1
R.0.1,0.026813183533485361,0.053626367066970722,round19_v2_projected_centering,cd0d892980f8e9b5,e0b491daa83bf4ff12dfc3ebfff69148b248447b74d861736b9c237994e8f3c1,e0b491daa83bf4ff12dfc3ebfff69148b248447b74d861736b9c237994e8f3c1,6,9,0,1
R.1,0.053626367066970722,0.10725273413394144,round19_v2_projected_centering,a0f7e116e93bb03d,5d63e084d0b1bbeea7973c42d5b70b3fbd0ae17ec0bf713fc8a237dca8d8f8d7,5d63e084d0b1bbeea7973c42d5b70b3fbd0ae17ec0bf713fc8a237dca8d8f8d7,6,9,0,1
R.0.0.0,0,0.01340659176674268,round19_v2_projected_centering,e458ba737254726d,3687bc361f1559d99d72ca790e13a749baa284afe2314a8127835b6e1644063b,3687bc361f1559d99d72ca790e13a749baa284afe2314a8127835b6e1644063b,6,9,0,1
R.0.0.1,0.01340659176674268,0.026813183533485361,round19_v2_projected_centering,0d309ba66f2c2aff,c5305204b98eee17a1d277b9fc9de981027373b4c38a7022a14fa1b8b05f6a8a,c5305204b98eee17a1d277b9fc9de981027373b4c38a7022a14fa1b8b05f6a8a,6,9,0,1
R.0.0.0.0,0,0.0067032958833713402,round19_v2_projected_centering,7f57889b4b2c5a30,284fc412aa9d032bcb00567bf2a03d1533d9f5c9ff9cdb2975c197d77fae9887,284fc412aa9d032bcb00567bf2a03d1533d9f5c9ff9cdb2975c197d77fae9887,6,9,0,1
R.0.0.0.1,0.0067032958833713402,0.01340659176674268,round19_v2_projected_centering,7d2b0c30b3d37984,b77b681e13617a3ddb814b056eda52ea9693fd2b268866ba70515b18e4f587d6,b77b681e13617a3ddb814b056eda52ea9693fd2b268866ba70515b18e4f587d6,6,9,0,1
R.0.0.0.0.0,0,0.0033516479416856701,round19_v2_projected_centering,9da91f8530fe9f84,388469a5fff1fdc5d47fbed9fc97ed599e05d2bd4e1fb754bb1971bb50e9ffa9,388469a5fff1fdc5d47fbed9fc97ed599e05d2bd4e1fb754bb1971bb50e9ffa9,6,9,0,1
R.0.0.0.0.1,0.0033516479416856701,0.0067032958833713402,round19_v2_projected_centering,40a885b9840ffcca,eb6e7be902dee422ea3e0daa7ece1e14440c2318a1688dd9be9ba5feebe01a1a,eb6e7be902dee422ea3e0daa7ece1e14440c2318a1688dd9be9ba5feebe01a1a,6,9,0,1
R.0.0.0.0.1.1,0.0050274719125285054,0.0067032958833713402,round19_v2_projected_centering,f7af419fcf6cff07,4f8aecd4ae23181f026209621183e5f251502f87db5ffaa3681940a1e7cf7337,4f8aecd4ae23181f026209621183e5f251502f87db5ffaa3681940a1e7cf7337,6,9,0,1
R.0.0.0.0.1.0,0.0033516479416856701,0.0050274719125285054,round19_v2_projected_centering,ed1c1bbe53177d3f,74fba0e9d3598e006fc6f025c55a0dbb8f93fd5152648684243d3d8bd33753ba,74fba0e9d3598e006fc6f025c55a0dbb8f93fd5152648684243d3d8bd33753ba,6,9,0,1
R.0.0.0.0.1.0.1,0.004189559927107088,0.0050274719125285054,round19_v2_projected_centering,0eb4bd799b468c5d,0d3a1867b0859ed2b65e6907b24506a45504d2b4b5db63abd8983b4f609419fb,0d3a1867b0859ed2b65e6907b24506a45504d2b4b5db63abd8983b4f609419fb,6,9,0,1
R.0.0.0.0.1.0.0,0.0033516479416856701,0.004189559927107088,round19_v2_projected_centering,e49e789d3e908a80,fd7ad2f4ffc949bd495da613ba3c93d33e6771aef56f845eec4d826f834ddbe8,fd7ad2f4ffc949bd495da613ba3c93d33e6771aef56f845eec4d826f834ddbe8,6,9,0,1
R.0.0.0.0.1.0.1.1,0.0046085159198177971,0.0050274719125285054,round19_v2_projected_centering,02d064f2525d9764,395deb81ef132c9aec137ac3755a4664b133c98d904b34db1bb005d07f73ccaf,395deb81ef132c9aec137ac3755a4664b133c98d904b34db1bb005d07f73ccaf,6,9,0,1
R.0.0.0.0.1.0.1.0,0.004189559927107088,0.0046085159198177971,round19_v2_projected_centering,fc0b34f6e1505d53,2bd73d34a6dfa89407313f4dba518a10e41909ccebe11e2a2c895ef3b424e06c,2bd73d34a6dfa89407313f4dba518a10e41909ccebe11e2a2c895ef3b424e06c,6,9,0,1
R.0.0.0.0.1.0.1.0.0,0.004189559927107088,0.0043990379234624425,round19_v2_projected_centering,6d33197aa7ce87ac,b40ecf6b0055bc2ff7ac0cd3094742883a6143246349ed82d9029acd6259b735,b40ecf6b0055bc2ff7ac0cd3094742883a6143246349ed82d9029acd6259b735,6,9,0,1
R.0.0.0.0.1.0.1.0.1,0.0043990379234624425,0.0046085159198177971,round19_v2_projected_centering,3ae031ec820c86d6,b3559b40dbf6d2e69c9285722367628af3871d3f2a4dc3164127ac471db0f587,b3559b40dbf6d2e69c9285722367628af3871d3f2a4dc3164127ac471db0f587,6,9,0,1
R.0.0.0.0.1.0.1.0.1.0,0.0043990379234624425,0.0045037769216401194,round19_v2_projected_centering,2de7d7636d4c6293,d82c31eed9ac47b04008103763401abaf9cb0a70b9397ef17102486be881b30b,d82c31eed9ac47b04008103763401abaf9cb0a70b9397ef17102486be881b30b,6,9,0,1
R.0.0.0.0.1.0.1.0.1.1,0.0045037769216401194,0.0046085159198177971,round19_v2_projected_centering,25c35d3c7a8179b4,c05bd9a24ace59522b68396d39d2ddcab36007d9341d0172d678d61fef8c22ee,c05bd9a24ace59522b68396d39d2ddcab36007d9341d0172d678d61fef8c22ee,6,9,0,1
