parent_id,parent_L,parent_U,left_id,left_L,left_U,right_id,right_L,right_U,exact_coverage,atomic_replacement,tolerance
ROOT,0,0.10725273413394144,R,0,0.10725273413394144,NA,0,0,1,true,9.9999999999999995e-08
R,0,0.10725273413394144,R.0,0,0.053626367066970722,R.1,0.053626367066970722,0.10725273413394144,true,true,9.9999999999999995e-08
R.0,0,0.053626367066970722,R.0.0,0,0.026813183533485361,R.0.1,0.026813183533485361,0.053626367066970722,true,true,9.9999999999999995e-08
R.0.0,0,0.026813183533485361,R.0.0.0,0,0.01340659176674268,R.0.0.1,0.01340659176674268,0.026813183533485361,true,true,9.9999999999999995e-08
R.0.1,0.026813183533485361,0.053626367066970722,R.0.1.0,0.026813183533485361,0.040219775300228043,R.0.1.1,0.040219775300228043,0.053626367066970722,true,true,9.9999999999999995e-08
R.1,0.053626367066970722,0.10725273413394144,R.1.0,0.053626367066970722,0.080439550600456086,R.1.1,0.080439550600456086,0.10725273413394144,true,true,9.9999999999999995e-08
R.0.0.0,0,0.01340659176674268,R.0.0.0.0,0,0.0067032958833713402,R.0.0.0.1,0.0067032958833713402,0.01340659176674268,true,true,9.9999999999999995e-08
R.0.0.1,0.01340659176674268,0.026813183533485361,R.0.0.1.0,0.01340659176674268,0.020109887650114022,R.0.0.1.1,0.020109887650114022,0.026813183533485361,true,true,9.9999999999999995e-08
R.0.0.0.0,0,0.0067032958833713402,R.0.0.0.0.0,0,0.0033516479416856701,R.0.0.0.0.1,0.0033516479416856701,0.0067032958833713402,true,true,9.9999999999999995e-08
R.0.0.0.1,0.0067032958833713402,0.01340659176674268,R.0.0.0.1.0,0.0067032958833713402,0.010054943825057011,R.0.0.0.1.1,0.010054943825057011,0.01340659176674268,true,true,9.9999999999999995e-08
R.0.0.0.0.1,0.0033516479416856701,0.0067032958833713402,R.0.0.0.0.1.0,0.0033516479416856701,0.0050274719125285054,R.0.0.0.0.1.1,0.0050274719125285054,0.0067032958833713402,true,true,9.9999999999999995e-08
R.0.0.0.0.1.1,0.0050274719125285054,0.0067032958833713402,R.0.0.0.0.1.1.0,0.0050274719125285054,0.0058653838979499228,R.0.0.0.0.1.1.1,0.0058653838979499228,0.0067032958833713402,true,true,9.9999999999999995e-08
R.0.0.0.0.1.0,0.0033516479416856701,0.0050274719125285054,R.0.0.0.0.1.0.0,0.0033516479416856701,0.004189559927107088,R.0.0.0.0.1.0.1,0.004189559927107088,0.0050274719125285054,true,true,9.9999999999999995e-08
R.0.0.0.0.1.0.1,0.004189559927107088,0.0050274719125285054,R.0.0.0.0.1.0.1.0,0.004189559927107088,0.0046085159198177971,R.0.0.0.0.1.0.1.1,0.0046085159198177971,0.0050274719125285054,true,true,9.9999999999999995e-08
R.0.0.0.0.1.0.1.1,0.0046085159198177971,0.0050274719125285054,R.0.0.0.0.1.0.1.1.0,0.0046085159198177971,0.0048179939161731508,R.0.0.0.0.1.0.1.1.1,0.0048179939161731508,0.0050274719125285054,true,true,9.9999999999999995e-08
R.0.0.0.0.1.0.1.0,0.004189559927107088,0.0046085159198177971,R.0.0.0.0.1.0.1.0.0,0.004189559927107088,0.0043990379234624425,R.0.0.0.0.1.0.1.0.1,0.0043990379234624425,0.0046085159198177971,true,true,9.9999999999999995e-08
