"instance","variant","method","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","nodes","columns","pricing_calls","cuts_added","columns_generated_raw","columns_after_dominance","columns_dominated","dominance_time_seconds","dominance_mode","dominance_exact_safe","projection_bound_prunes","projection_bound_time_seconds","projection_bound_best_value","domains_tightened_count","pricing_negative_columns_found","pricing_negative_columns_inserted","pricing_negative_columns_dominated","verifier_passed","certified_original_problem","result_file","notes"
"gcap_smoke_V4_M1.txt","ablation_v4_off","gcap-frontier","optimal","0","0","0","0","3.9085411","3.9085411","13","226","28","0","4150","15","0","8E-06","off","True","0","0","0","0","15","15","0","True","True","results\optimization_update\raw\ablation_v4_off.json","short V4 smoke ablation"
"gcap_smoke_V4_M1.txt","ablation_v4_dominance","gcap-frontier","optimal","0","0","0","0","3.9273755","3.9273755","13","226","28","0","4974","839","0","0.0030139","exact","True","0","0","0","0","15","15","0","True","True","results\optimization_update\raw\ablation_v4_dominance.json","short V4 smoke ablation"
"gcap_smoke_V4_M1.txt","ablation_v4_projection_penalty","gcap-frontier","optimal","0","0","0","0","3.9272548","3.9272548","13","226","28","0","4150","15","0","9.3E-06","off","True","0","1.35E-05","0.0373529411765","0","15","15","0","True","True","results\optimization_update\raw\ablation_v4_projection_penalty.json","short V4 smoke ablation"
"gcap_smoke_V4_M1.txt","ablation_v4_full","gcap-frontier","optimal","0","0","0","0","3.3690214","3.3690214","13","226","28","0","4974","839","0","0.0012376","exact","True","0","1.97E-05","0.0373529411765","0","15","15","0","True","True","results\optimization_update\raw\ablation_v4_full.json","short V4 smoke ablation"
"gcap_smoke_V4_M1.txt","ablation_v4_cache_requested","gcap-frontier","optimal","0","0","0","0","3.075112","3.075112","13","226","28","0","4974","839","0","0.0011565","exact","True","0","1.25E-05","0.0373529411765","0","15","15","0","True","True","results\optimization_update\raw\ablation_v4_cache_requested.json","short V4 smoke ablation"
