vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,6,16,12,0,0,12,599.5318441543144,720.0,27
0,2,6,16,10,0,8,12,4,226.35063316991852,480.0,10
0,3,16,10,20,4,0,4,8,322.54727090811394,240.0,14
0,4,10,20,0,0,8,8,0,204.7206018281066,480.0,10
1,1,0,15,5,2,0,0,2,514.1998987221249,120.0,22
1,2,15,5,19,12,0,2,14,464.3975933235265,720.0,30
1,3,5,19,7,0,6,14,8,284.38468711056095,360.0,8
1,4,19,7,0,0,8,8,0,216.35120190179092,480.0,10
2,1,0,12,18,20,0,0,20,86.47685426526834,1200.0,35
2,2,12,18,1,0,13,20,7,400.7953437575732,780.0,22
2,3,18,1,0,0,7,7,0,216.36517559239488,420.0,11
