station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,4,17,11
2,10,28,10
3,23,17,23
4,4,16,4
5,42,28,30
6,39,27,27
7,2,14,10
8,2,11,2
9,18,13,18
10,18,13,14
11,4,15,4
12,55,35,35
13,17,13,17
14,18,13,18
15,24,16,22
16,2,13,10
17,22,15,22
18,9,31,22
19,2,12,8
20,2,13,10
