state_id,variant,rounds,cuts_added,initial_lp_objective,final_lp_objective,lp_bound_gain,closure_work,closure_solver_time,model_read_time,simplex_iterations,valid,converged,infeasible,fallback_required,failure_reason
D1,IR1-mixed-full-closure,12,13,0.020977495607439202,0.020977495607439202,0,0.74722073992645399,0.3059995174407959,0.070002000000000009,8067,1,1,0,0,none
D2,IR1-mixed-full-closure,4,5,0.15858790015822441,0.15858790015822441,0,0.15978042879059773,0.079999923706054688,0.0142702,2739,1,1,0,0,none
D3,IR1-mixed-full-closure,7,9,0.093948255393593263,0.093948255393593263,0,0.77573467692445819,0.36200070381164551,0.039362300000000003,9603,1,1,0,0,none
D4,IR1-mixed-full-closure,7,10,0.093948255393593263,0.093948255393593263,0,0.81319402864529078,0.33499932289123535,0.039218900000000001,9396,1,1,0,0,none
D5,IR1-mixed-full-closure,3,4,0.32496933294190866,0.32556100225407497,0.00059166931216630969,0.43628642699582887,0.17800021171569824,0.017661799999999998,4961,1,1,0,0,none
D6,IR1-mixed-full-closure,4,4,0.20926487771892269,0.21761285289159579,0.0083479751726731055,0.29095046227663252,0.14299988746643066,0.016438000000000001,4500,1,1,0,0,none
D7,IR1-mixed-full-closure,4,4,0.20926487771892258,0.21761285289159579,0.0083479751726732165,0.31580476699160198,0.14600014686584473,0.016169599999999999,5015,1,1,0,0,none
D8,IR1-mixed-full-closure,7,7,0.52806619587109671,0.536344890032733,0.0082786941616362908,0.47546435770312706,0.22100019454956055,0.028715400000000002,7495,1,1,0,0,none
D9,IR1-mixed-full-closure,28,49,0.407329005858862,0.42174092052402229,0.014411914665160286,30.299749570485488,11.256000280380249,0.48540160000000004,138392,1,1,0,0,none
D10,IR1-mixed-full-closure,20,35,0.43699011491207501,0.45738891845302898,0.020398803540953969,26.22740757914379,9.3569998741149902,0.35010629999999998,109739,1,1,0,0,none
D11,IR1-mixed-full-closure,27,43,0.50832936531373507,0.52007156051014136,0.011742195196406291,25.943264741747488,9.382000207901001,0.47309180000000012,124594,1,1,0,0,none
D12,IR1-mixed-full-closure,7,11,0.051828010205628126,0.1924276012618652,0.14059959105623707,1.271266814469763,0.54199957847595215,0.038032899999999994,14347,1,1,0,0,none
D13,IR1-mixed-full-closure,6,10,2.2662584414844371,2.3363101863830495,0.070051744898612434,5.133822045166232,1.9920001029968262,0.1106978,24478,1,1,0,0,none
D14,IR1-mixed-full-closure,8,13,0.033181515548994941,0.033181515548994914,-2.7755575615628914e-17,3.197175558813429,1.2000000476837158,0.1414367,18199,1,1,0,0,none
C1,IR1-mixed-full-closure,7,11,0.051828010205628168,0.19242746801860747,0.14059945781297931,1.2780644995993244,0.60299992561340332,0.040255100000000002,14456,1,1,0,0,none
C2,IR1-mixed-full-closure,7,10,0.36579459779793011,0.4748867751550046,0.10909217735707449,1.2840168392662072,0.55900025367736816,0.040205400000000002,14030,1,1,0,0,none
C3,IR1-mixed-full-closure,20,31,0.0016923772850397315,0.0038626044216700951,0.0021702271366303635,19.883638696139315,6.8150005340576172,0.35330080000000008,87354,1,1,0,0,none
C4,IR1-mixed-full-closure,27,34,1.5823276849906989,1.5955186709793687,0.013190985988669857,26.167365060305087,9.4970004558563232,0.46937479999999993,120100,1,1,0,0,none
C5,IR1-mixed-full-closure,13,24,0.09872587083631805,0.10166336184951144,0.0029374910131933912,17.408452377617369,6.1820006370544434,0.22708559999999997,71605,1,1,0,0,none
C6,IR1-mixed-full-closure,7,7,0.50265712257583273,0.50699226800724406,0.0043351454314113358,0.087163238465654519,0.048999786376953125,0.013828699999999998,3005,1,1,0,0,none
C7,IR1-mixed-full-closure,6,9,0.44597530983282496,0.44918552228228764,0.0032102124494626794,0.13153079116764574,0.071000337600708008,0.0161765,3868,1,1,0,0,none
C8,IR1-mixed-full-closure,7,9,0.049488316877716917,0.07045691716046662,0.020968600282749703,0.092556910806785922,0.04700016975402832,0.014819700000000002,2926,1,1,0,0,none
C9,IR1-mixed-full-closure,1,0,0.007186509571167966,0.007186509571167966,0,0.012841168508315305,0.006999969482421875,0.0028492999999999999,279,1,1,0,0,none
ROLE_MAJOR,IR1-mixed-full-closure,12,13,0.020977495607439202,0.020977495607439202,0,0.74722073992645399,0.31100058555603027,0.070331400000000002,8067,1,1,0,0,none
ROLE_STRONG_CONTROL,IR1-mixed-full-closure,7,9,0.093948255393593263,0.093948255393593263,0,0.77573467692445819,0.31700038909912109,0.040736700000000001,9603,1,1,0,0,none
ROLE_NUMERICAL_ENDPOINT,IR1-mixed-full-closure,7,11,0.051828010205628126,0.1924276012618652,0.14059959105623707,1.271266814469763,0.58799982070922852,0.038452699999999999,14347,1,1,0,0,none
ROLE_V12_M2,IR1-mixed-full-closure,4,4,0.20926487771892269,0.21761285289159579,0.0083479751726731055,0.29095046227663252,0.13499975204467773,0.0161631,4500,1,1,0,0,none
ROLE_TIGHT3102,IR1-mixed-full-closure,28,49,0.407329005858862,0.42174092052402229,0.014411914665160286,30.299749570485488,11.21999979019165,0.49361850000000007,138392,1,1,0,0,none
ROLE_HIGH3201,IR1-mixed-full-closure,6,10,2.2662584414844371,2.3363101863830495,0.070051744898612434,5.133822045166232,2.0069997310638428,0.10814119999999999,24478,1,1,0,0,none
ROLE_HIGH3202,IR1-mixed-full-closure,27,34,1.5823276849906989,1.5955186709793687,0.013190985988669857,26.167365060305087,9.5269999504089355,0.47175349999999994,120100,1,1,0,0,none
ROLE_MODERATE3301,IR1-mixed-full-closure,8,13,0.033181515548994941,0.033181515548994914,-2.7755575615628914e-17,3.197175558813429,1.1639995574951172,0.1408653,18199,1,1,0,0,none
ROLE_MODERATE3302,IR1-mixed-full-closure,13,24,0.09872587083631805,0.10166336184951144,0.0029374910131933912,17.408452377617369,6.1879997253417969,0.23094980000000004,71605,1,1,0,0,none
V50_TIGHT,IR1-mixed-full-closure,44,70,0.76590136269542775,0.76996053038751955,0.0040591676920918029,483.76742178215341,146.34800004959106,6.8162918999999977,409407,1,1,0,0,none
V50_MODERATE,IR1-mixed-full-closure,75,148,0.20624435461428639,0.22009626690744483,0.013851912293158436,2901.2910463223589,795.31799960136414,11.551734899999996,1488514,1,1,0,0,none
D1,IR2-mixed-projected-full-closure,12,13,0.020977495607439202,0.020977495607439202,0,0.74722073992645399,0.3059999942779541,0.070370400000000013,8067,1,1,0,0,none
D2,IR2-mixed-projected-full-closure,4,5,0.15858790015822441,0.15858790015822441,0,0.15978042879059773,0.078000068664550781,0.014403399999999998,2739,1,1,0,0,none
D3,IR2-mixed-projected-full-closure,7,9,0.093948255393593263,0.093948255393593263,0,0.77573467692445819,0.32400012016296387,0.041371699999999997,9603,1,1,0,0,none
D4,IR2-mixed-projected-full-closure,7,10,0.093948255393593263,0.093948255393593263,0,0.81319402864529078,0.35000014305114746,0.040152600000000004,9396,1,1,0,0,none
D5,IR2-mixed-projected-full-closure,3,4,0.32496933294190866,0.32556100225407497,0.00059166931216630969,0.43628642699582887,0.17899990081787109,0.017280799999999999,4961,1,1,0,0,none
D6,IR2-mixed-projected-full-closure,4,4,0.20926487771892269,0.21761285289159579,0.0083479751726731055,0.29095046227663252,0.13500022888183594,0.017780999999999998,4500,1,1,0,0,none
D7,IR2-mixed-projected-full-closure,4,4,0.20926487771892258,0.21761285289159579,0.0083479751726732165,0.31580476699160198,0.14599990844726562,0.016766099999999999,5015,1,1,0,0,none
D8,IR2-mixed-projected-full-closure,7,7,0.52806619587109671,0.536344890032733,0.0082786941616362908,0.47546435770312706,0.22299981117248535,0.0291089,7495,1,1,0,0,none
D9,IR2-mixed-projected-full-closure,28,49,0.407329005858862,0.42174092052402229,0.014411914665160286,30.299749570485488,11.241999387741089,0.48535640000000002,138392,1,1,0,0,none
D10,IR2-mixed-projected-full-closure,20,35,0.43699011491207501,0.45738891845302898,0.020398803540953969,26.22740757914379,9.3940000534057617,0.34775639999999997,109739,1,1,0,0,none
D11,IR2-mixed-projected-full-closure,27,43,0.50832936531373507,0.52007156051014136,0.011742195196406291,25.943264741747488,9.440000057220459,0.46917349999999997,124594,1,1,0,0,none
