"state_id","variant","ordinal","family","scope","subset","raw_violation","scaled_violation","mincut_objective","direct_objective","sense","rhs","term_count","canonical_signature_sha256"
"D1","IR1-mixed-full-closure","0","IR-OUT","global","6;9;11;12","8.4547419610033039","0.037527532605156393","8.4547419610033039","8.4547419610033039","<","-95","112","c4020b3a6b239937d078cf9cae3fef83c3c8a283309d3219c627f76fe7206b81"
"D1","IR1-mixed-full-closure","1","IR-IN","global","7;10","3.5113483425017309","0.019397355217708558","3.5113483425017336","3.5113483425017309","<","26","68","3b8afa649c10e21ae5c29c3fbb7d4ac31909e7278bb37c00d9adcfb9fe49c35d"
"D1","IR1-mixed-full-closure","2","IR-OUT","global","1;12","2.8536821935383236","0.015764282488439928","2.8536821935383223","2.8536821935383236","<","-57","68","61e5c86f8bafaa72c3a6a9bb358e03ed747193c5d7debd043b68d480345ec21b"
"D1","IR1-mixed-full-closure","3","IR-OUT","global","1;6;9;12","2.1724137931034484","0.0092970815064399963","2.1724137931034484","2.1724137931034484","<","-92","112","14dc33ce3b1c9de1f9d8f619f092f07ade25f83fe94aab4dd6446b249126c2e1"
"D1","IR1-mixed-full-closure","4","IR-OUT","global","3;6;9;11;12","2.4999999999999982","0.010311694033385896","2.5000000000000036","2.4999999999999982","<","-108","125","d801c0282e3800268548d05602a49fa828160d9d4aa8d6593367dbf5f0c50f03"
"D1","IR1-mixed-full-closure","5","IR-OUT","global","3;6;12","2.9230769230769234","0.011945422915637667","2.9230769230769234","2.9230769230769234","<","-60","93","fa61e0af2c7cef4c9f6f98f76b7fbb6af77d0399103bb2eca20d7f5d5a01babb"
"D1","IR1-mixed-full-closure","6","IR-OUT","global","1;6;11;12","6.8625052352366307","0.033738221620142249","6.8625052352366289","6.8625052352366307","<","-102","112","5607514a795deead44375d2c70cf733a67e4de780b47b32b2a2e38b86329b5a1"
"D1","IR1-mixed-full-closure","7","IR-IN","global","5;8","7.3337816773949793","0.043089495927965273","7.3337816773949811","7.3337816773949793","<","17","68","c549a822a99fb31f7fde6f78232990dcd0ef80fb6f47eb90590dacd533cab55c"
"D1","IR1-mixed-full-closure","8","IR-OUT","global","1;3;6;9;11;12","5.4045092838196309","0.031754092366234242","5.4045092838196247","5.4045092838196309","<","-134","132","9f045f5419f51c2bc28d3f00d4a38cd908b215e3572ed0c606e04c283e78361f"
"D1","IR1-mixed-full-closure","9","IR-OUT","global","11;12","3.277477215058104","0.017521960138123835","3.2774772150581057","3.277477215058104","<","-60","68","8215fe18e68986b0f17ec07f1ebe1a39dac6c6a6b9eaf16685005d9fc0dc0cf6"
"D1","IR1-mixed-full-closure","10","IR-OUT","global","3;9;12","1","0.0054955114012393671","1","1","<","-63","93","3a9fdf4b4b6aab90d76d1846805ed789a323f5acdd64b13867788368f2e135f6"
"D1","IR1-mixed-full-closure","11","IR-OUT","global","3;6;9;12","2.9170670228052469","0.015128220725787392","2.9170670228052487","2.9170670228052469","<","-79","112","8c5946ee6479577bdefad7146547508781471a48a12afd9723cfe595899f5b6a"
"D1","IR1-mixed-full-closure","12","IR-OUT","global","6;12","1.5000000000000007","0.0068790924966842847","1.5","1.5000000000000007","<","-47","68","d10c7b7f5bafcf469a5727f934c97ac31327a6b1725e04601425091965851a4a"
"D2","IR1-mixed-full-closure","0","IR-IN","global","3;5;10","5.5542001309646407","0.03001999372799834","5.554200130964638","5.5542001309646407","<","25","75","2db08ce2c13feae660543c13588c583f96bc217b3f384e583fe1f179dfb2481b"
"D2","IR1-mixed-full-closure","1","IR-OUT","global","1;2;7;8","9.856325121738724","0.053272624564992051","9.8563251217387169","9.856325121738724","<","-99","88","18e386cc6d7307624bf92547c16a985973730b7e8dd0552d059940d33381ac16"
"D2","IR1-mixed-full-closure","2","IR-IN","global","3;5;9","3.3542454150753356","0.017543462680251181","3.3542454150753329","3.3542454150753356","<","26","75","577528cd52a1555e9ac36220a981ff5b74e9c4d42408dfc641e116e589abd17f"
