state_id,structural_role,variant,initial_root_lp_objective,one_pass_root_lp_objective,final_root_closure_objective,one_pass_gain,full_closure_gain,closure_work,closure_solver_time_seconds,model_read_time_seconds,valid
D1,retain historically preferable; severe fragmentation guard,IR1,0.020977495607439202,0.020977495607439202,0.020977495607439202,0.0,0,0.747220739926454,0.3059995174407959,0.07000200000000001,1
D2,complete parent is already easy; harmful-split negative control,IR1,0.1585879001582244,0.1585879001582244,0.1585879001582244,0.0,0,0.15978042879059773,0.07999992370605469,0.0142702,1
D3,strong-control difficult parent,IR1,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0,0.7757346769244582,0.3620007038116455,0.0393623,1
D4,strong-control exact midpoint left child,IR1,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0,0.8131940286452908,0.33499932289123535,0.0392189,1
D5,strong-control exact midpoint right child,IR1,0.32496933294190866,0.3255278922929117,0.32556100225407497,0.0005585593510030185,0.0005916693121663097,0.43628642699582887,0.17800021171569824,0.0176618,1
D6,V12 M2 historically expensive parent,IR1,0.2092648777189227,0.217450522088617,0.2176128528915958,0.008185644369694323,0.008347975172673106,0.2909504622766325,0.14299988746643066,0.016438,1
D7,V12 M2 exact midpoint left child,IR1,0.20926487771892258,0.21745052208861695,0.2176128528915958,0.008185644369694378,0.008347975172673217,0.315804766991602,0.14600014686584473,0.0161696,1
D8,V12 M2 exact midpoint right child,IR1,0.5280661958710967,0.5360855133565782,0.536344890032733,0.008019317485481459,0.00827869416163629,0.47546435770312706,0.22100019454956055,0.028715400000000002,1
D9,tight3102 matched difficult parent,IR1,0.407329005858862,0.4095252889343419,0.4217409205240223,0.002196283075479921,0.014411914665160286,30.29974957048549,11.256000280380249,0.48540160000000004,1
D10,tight3102 exact midpoint left child,IR1,0.436990114912075,0.43908371640962507,0.457388918453029,0.002093601497550057,0.02039880354095397,26.22740757914379,9.35699987411499,0.3501063,1
D11,tight3102 exact midpoint right child,IR1,0.5083293653137351,0.5098430212970672,0.5200715605101414,0.001513655983332085,0.011742195196406291,25.943264741747488,9.382000207901001,0.4730918000000001,1
D12,numerical-endpoint parent,IR1,0.051828010205628126,0.15731021127812864,0.1924276012618652,0.1054822010725005,0.14059959105623707,1.271266814469763,0.5419995784759521,0.038032899999999994,1
D13,high-imbalance difficult K1 interval,IR1,2.266258441484437,2.2783741765292738,2.3363101863830495,0.01211573504483665,0.07005174489861243,5.133822045166232,1.9920001029968262,0.1106978,1
D14,moderate3301 difficult K1 interval,IR1,0.03318151554899494,0.03318151554899497,0.033181515548994914,2.7755575615628914e-17,-2.7755575615628914e-17,3.197175558813429,1.2000000476837158,0.1414367,1
C1,numerical-endpoint midpoint left child,IR1,0.05182801020562817,0.15731021127812855,0.19242746801860747,0.10548220107250039,0.1405994578129793,1.2780644995993244,0.6029999256134033,0.0402551,1
C2,numerical-endpoint midpoint right child,IR1,0.3657945977979301,0.44639660684684324,0.4748867751550046,0.08060200904891313,0.1090921773570745,1.2840168392662072,0.5590002536773682,0.0402054,1
C3,tight3101 highest-Work K1-AM fixed interval,IR1,0.0016923772850397315,0.0019706746985816747,0.003862604421670095,0.00027829741354194314,0.0021702271366303635,19.883638696139315,6.815000534057617,0.3533008000000001,1
C4,high3202 highest-Work K1-AM fixed interval,IR1,1.5823276849906989,1.5911236719162622,1.5955186709793687,0.008795986925563382,0.013190985988669857,26.167365060305087,9.497000455856323,0.4693747999999999,1
C5,moderate3302 highest-Work K1-AM fixed interval,IR1,0.09872587083631805,0.09920895024093059,0.10166336184951144,0.0004830794046125353,0.0029374910131933912,17.40845237761737,6.182000637054443,0.22708559999999997,1
C6,additional confirmation K1 root V10 M1 Q30,IR1,0.5026571225758327,0.5063337617712047,0.5069922680072441,0.003676639195371978,0.004335145431411336,0.08716323846565452,0.048999786376953125,0.013828699999999998,1
C7,additional confirmation K1 root V12 M1 Q20,IR1,0.44597530983282496,0.44757194422128943,0.44918552228228764,0.0015966343884644685,0.0032102124494626794,0.13153079116764574,0.07100033760070801,0.0161765,1
C8,additional confirmation K1 root V10 M1 Q20,IR1,0.04948831687771692,0.05605665858982311,0.07045691716046662,0.006568341712106192,0.020968600282749703,0.09255691080678592,0.04700016975402832,0.014819700000000002,1
C9,additional confirmation K1 root V8 M3 Q30,IR1,0.007186509571167966,0.007186509571167966,0.007186509571167966,0.0,0,0.012841168508315305,0.006999969482421875,0.0028493,1
ROLE_MAJOR,major,IR1,0.020977495607439202,0.020977495607439202,0.020977495607439202,0.0,0,0.747220739926454,0.3110005855560303,0.0703314,1
ROLE_STRONG_CONTROL,strong control,IR1,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0,0.7757346769244582,0.3170003890991211,0.0407367,1
ROLE_NUMERICAL_ENDPOINT,numerical endpoint,IR1,0.051828010205628126,0.15731021127812864,0.1924276012618652,0.1054822010725005,0.14059959105623707,1.271266814469763,0.5879998207092285,0.0384527,1
ROLE_V12_M2,V12 M2,IR1,0.2092648777189227,0.217450522088617,0.2176128528915958,0.008185644369694323,0.008347975172673106,0.2909504622766325,0.13499975204467773,0.0161631,1
ROLE_TIGHT3102,tight3102,IR1,0.407329005858862,0.4095252889343419,0.4217409205240223,0.002196283075479921,0.014411914665160286,30.29974957048549,11.21999979019165,0.49361850000000007,1
ROLE_HIGH3201,high-imbalance 3201,IR1,2.266258441484437,2.2783741765292738,2.3363101863830495,0.01211573504483665,0.07005174489861243,5.133822045166232,2.0069997310638428,0.10814119999999999,1
ROLE_HIGH3202,high-imbalance 3202,IR1,1.5823276849906989,1.5911236719162622,1.5955186709793687,0.008795986925563382,0.013190985988669857,26.167365060305087,9.526999950408936,0.47175349999999994,1
ROLE_MODERATE3301,moderate3301,IR1,0.03318151554899494,0.03318151554899497,0.033181515548994914,2.7755575615628914e-17,-2.7755575615628914e-17,3.197175558813429,1.1639995574951172,0.1408653,1
