source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,audit_passed,failure_count,failures,warnings
results\v20_certificate_round\raw\certificate_basis_test.json,gcap_smoke_V4_M1.txt,certificate-basis-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\v20_certificate_round\raw\focus_interval_13_0p554166666667_0p573958333333.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.391638598107,2,0,0,True,0,,
results\v20_certificate_round\raw\focus_interval_18_0p534375_0p554166666667.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.391638598107,2,0,0,True,0,,
results\v20_certificate_round\raw\high_imbalance_seed3202_exhaustive_300s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0755243654678,1,0,1,True,0,,
results\v20_certificate_round\raw\option_consistency_test.json,gcap_smoke_V4_M1.txt,option-consistency-test,diagnostic_complete,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\v20_certificate_round\raw\v12_m1_adaptive_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0686586848205,2,0,2,True,0,,
results\v20_certificate_round\raw\v12_m1_adaptive_600s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\v20_certificate_round\raw\v12_m2_canonical_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\v20_certificate_round\raw\v4_smoke_30s.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
