row,instance,instance_scope,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,unresolved_intervals,open_nodes,large_compact_flow_relaxation,relaxation_portfolio_mode,relaxation_certificate_mode,cutoff_feasibility_attempted,cutoff_feasibility_infeasible,cutoff_feasibility_status,selected_relaxation_variant,result_file
v4_smoke_30s,gcap_smoke_V4_M1.txt,smoke,optimal,0,0,0,0,0.8695104,True,0,0,off,fixed,bound,False,False,,,E:\codes\ExactEBRP\results\v20_certificate_round\raw\v4_smoke_30s.json
v12_m2_canonical_300s,regen_candidate_V12_M2_average.txt,regenerated_engineering,optimal,0.718504070755,0.718504070755,0.718504070755,0,204.3748553,True,0,0,off,fixed,bound,False,False,,,E:\codes\ExactEBRP\results\v20_certificate_round\raw\v12_m2_canonical_300s.json
v12_m1_adaptive_300s,regen_candidate_V12_M1_average.txt,regenerated_engineering,gcap_frontier_not_closed,0.357200583208,0.332675660948,0.357200583208,0.0686586848205,310.3534357,False,2,2,lp,adaptive,bound,False,False,,,E:\codes\ExactEBRP\results\v20_certificate_round\raw\v12_m1_adaptive_300s.json
v12_m1_adaptive_600s,regen_candidate_V12_M1_average.txt,regenerated_engineering,optimal,0.357200583208,0.357200583208,0.357200583208,0,473.4806556,True,0,0,lp,adaptive,bound,False,False,,,E:\codes\ExactEBRP\results\v20_certificate_round\raw\v12_m1_adaptive_600s.json
