row,cutoff_feasibility_attempted,cutoff_feasibility_infeasible,cutoff_feasibility_status,gap,result_file
high_imbalance_seed3202_exhaustive_300s,True,False,best_valid_bound_below_cutoff,0.0755243654678,E:\codes\ExactEBRP\results\v20_certificate_round\raw\high_imbalance_seed3202_exhaustive_300s.json
