row,instance,instance_scope,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,unresolved_intervals,open_nodes,large_compact_flow_relaxation,relaxation_portfolio_mode,relaxation_certificate_mode,cutoff_feasibility_attempted,cutoff_feasibility_infeasible,cutoff_feasibility_status,selected_relaxation_variant,result_file
high_imbalance_seed3202_exhaustive_300s,high_imbalance_seed3202.txt,hard_generated_v20_m3,gcap_frontier_not_closed,1.74931345205,1.61719766358,1.74931345205,0.0755243654678,349.387123,False,1,1,mip-light,exhaustive,both,True,False,best_valid_bound_below_cutoff,fixed_baseline,E:\codes\ExactEBRP\results\v20_certificate_round\raw\high_imbalance_seed3202_exhaustive_300s.json
